ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,LocalizationMetric_RNAstructure_mfe,StartToBPStemMetric_RNAstructure_mfe,BPToEndStemMetric_RNAstructure_mfe,StartProtectionMetric_RNAstructure_mfe,EndProtectionMetric_RNAstructure_mfe,BPProtectionMetric_RNAstructure_mfe,ZipperStemStartMetric_RNAstructure_mfe,ZipperStemEndMetric_RNAstructure_mfe,LongestStemMetric_RNAstructure_mfe,NWJMetric_RNAstructure_mfe,MLDMetric_RNAstructure_mfe,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens,LengthFeature
"('chrIX', 347863, 347994)",-,NM_001179354.3,20.631,2.430418464503931,11.512925464970229,0.1057142857142856,0.4527142857142842,0.7942857142857116,18.0,0,0,0.0,0.0,1.0,0.0,0.0,21,0,0.5038167938931297,-8.438235294117648,0.0,24.341,0.40458015267175573,131
"('chrVII', 149683, 150025)",-,,31.053,11.512925464970229,5.115995809754082,0.7197142857142836,0.5972857142857118,0.4380000000000011,33.0,0,0,0.8571428571428571,0.7142857142857143,0.4285714285714285,0.0,0.0,105,3,0.283625730994152,0.0,-4.533333333333333,13.452,0.2307017543859649,342
"('chrXIII', 224739, 224838)",-,NM_001182383.1,29.512,11.512925464970229,11.512925464970229,0.3195714285714262,0.0107142857142857,0.7455714285714203,30.0,0,0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,19,0,0.5555555555555556,0.0,0.0,19.274,0.46060606060606063,99
"('chrXI', 447206, 447310)",-,NM_001179794.3,24.549,11.512925464970229,11.512925464970229,0.5102857142857166,0.6704285714285699,0.5441428571428534,25.0,0,0,0.5714285714285714,0.8571428571428571,0.4285714285714285,0.0,0.0,23,0,0.5384615384615384,-1.4,0.0,22.529,0.4403846153846155,104
"('chrXIV', 558110, 558184)",+,NM_001182877.1,23.579,11.512925464970229,11.512925464970229,0.5425714285714245,0.311999999999999,0.6097142857142855,27.0,0,0,0.5714285714285714,0.4285714285714285,0.7142857142857143,0.0,0.0,8,0,0.5540540540540541,0.0,0.0,10.649,0.5175675675675675,74
"('chrIV', 1213377, 1213478)",+,NM_001180675.1,13.798,0.8746690571833357,0.2863496272180023,0.3225714285714282,0.6668571428571411,0.1049999999999999,13.0,0,-1,0.1428571428571428,0.8571428571428571,0.0,0.0,0.0,17,0,0.5148514851485149,-6.2,-2.403703703703703,16.548,0.4564356435643565,101
"('chrXVI', 492418, 492520)",-,NM_001183845.1,25.87,5.298317366548036,4.605170185988091,0.0042857142857142,0.5421428571428522,0.5707142857142807,28.0,0,0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.0,28,0,0.3333333333333333,0.0,-0.975,14.601,0.31078431372549015,102
"('chrXIV', 185991, 186086)",+,NM_001183084.1,24.786,11.512925464970229,11.512925464970229,0.1002857142857142,0.0204285714285714,0.5728571428571365,32.0,0,0,0.0,0.0,0.5714285714285714,0.0,0.0,20,0,0.5368421052631579,0.0,0.0,10.828,0.3905263157894737,95
"('chrXII', 694882, 694972)",+,NM_001182162.1,15.281,3.729701448634192,4.710530701645918,0.5468571428571429,0.0471428571428571,0.6737142857142804,13.0,0,0,0.4285714285714285,0.0,0.7142857142857143,0.0,0.0,13,1,0.4666666666666667,0.0,-0.1,12.935,0.42444444444444446,90
"('chrXIII', 82790, 82873)",+,NM_001182453.1,26.715,11.512925464970229,11.512925464970229,0.4202857142857141,0.2331428571428569,0.4085714285714305,28.0,0,0,0.5714285714285714,0.7142857142857143,0.4285714285714285,0.0,0.0,22,0,0.6626506024096386,0.0,0.0,12.131,0.37590361445783127,83
"('chrII', 679442, 679539)",-,NM_001178578.1,48.129,11.512925464970229,4.8283137373023015,0.0058571428571428,0.3562857142857145,0.3540000000000006,61.0,0,0,0.0,0.7142857142857143,0.1428571428571428,0.0,0.0,15,0,0.7525773195876289,0.0,0.0,11.22,0.5783505154639176,97
"('chrVIII', 189249, 189350)",-,NM_001179171.1,8.007,0.0171461588349705,0.1199102966725575,0.8037142857142819,0.6034285714285678,0.835142857142861,8.0,-1,0,0.8571428571428571,0.4285714285714285,0.8571428571428571,0.0,0.0,25,0,0.5445544554455446,0.0,-7.1411111111111145,29.85,0.44158415841584164,101
"('chrII', 111379, 111448)",+,NM_001178299.1,21.122,11.512925464970229,11.512925464970229,0.3875714285714284,0.1854285714285696,0.4594285714285732,14.0,0,0,0.4285714285714285,0.1428571428571428,0.0,0.0,0.0,5,0,0.782608695652174,0.0,0.0,10.731,0.5318840579710145,69
"('chrXVI', 834193, 834327)",+,NM_001184250.1,34.253,3.575550768806933,11.512925464970229,0.4078571428571436,0.1145714285714285,0.8748571428571444,35.0,0,0,0.4285714285714285,0.0,1.0,0.0,0.0,40,0,0.5,-6.4,-3.2,33.044,0.45373134328358206,134
"('chrVIII', 255137, 255250)",-,NM_001179207.1,21.898,4.422848629194137,5.115995809754082,0.6701428571428505,0.5145714285714245,0.2725714285714278,24.0,0,0,0.7142857142857143,0.5714285714285714,0.1428571428571428,0.0,0.0,28,0,0.3893805309734513,0.0,-3.5599999999999996,9.287,0.2805309734513274,113
"('chrVI', 63359, 63473)",-,NM_001179931.1,23.651,4.605170185988091,11.512925464970229,0.322428571428572,0.3638571428571431,0.5459999999999993,29.0,0,0,0.0,0.0,0.7142857142857143,0.0,0.0,16,0,0.4210526315789473,0.0,-8.247826086956525,14.147,0.3473684210526316,114
"('chrXIV', 144649, 144754)",-,NM_001183103.1,8.872,0.0377018671840115,0.2916900938493197,0.4208571428571451,0.3574285714285712,0.4134285714285697,8.0,-1,0,0.4285714285714285,0.5714285714285714,0.8571428571428571,0.0,0.0,18,0,0.4761904761904761,0.0,-6.301851851851849,13.027,0.40285714285714286,105
"('chrII', 692466, 692633)",+,,10.719,2.9187712324178627,1.448169764837978,0.5277142857142849,0.2304285714285718,0.3505714285714283,13.0,0,0,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,31,0,0.4610778443113772,-4.05,0.0,9.198,0.28083832335329345,167
"('chrXII', 285967, 286056)",-,NM_001181965.1,17.435,0.0481403753279349,3.0159349808715104,0.0762857142857144,0.4890000000000016,0.5668571428571418,19.0,-1,0,0.0,0.4285714285714285,0.8571428571428571,0.0,0.0,16,0,0.4606741573033708,0.0,-2.0500000000000003,15.758,0.37640449438202245,89
"('chrIV', 1104309, 1104392)",+,NM_001180626.3,15.977,6.214608098422191,3.4420193761824103,0.2198571428571421,0.2221428571428569,0.8898571428571466,13.0,0,0,0.0,0.0,1.0,0.0,0.0,15,0,0.4216867469879518,0.0,0.0,16.397,0.4096385542168674,83
"('chrXIII', 206597, 206703)",+,NM_001182394.1,35.344,6.907755278982137,11.512925464970229,0.4528571428571424,0.3361428571428555,0.4067142857142853,34.0,0,0,0.5714285714285714,0.4285714285714285,0.5714285714285714,0.0,0.0,26,0,0.5283018867924528,0.0,-3.6,14.003,0.39716981132075474,106
"('chrI', 150506, 150596)",-,NM_001178148.1,18.799,11.512925464970229,11.512925464970229,0.3531428571428553,0.525714285714287,0.7591428571428478,20.0,0,0,0.2857142857142857,0.5714285714285714,0.7142857142857143,0.0,0.0,13,0,0.6111111111111112,-8.11,0.0,15.322,0.42111111111111105,90
"('chrIV', 1072812, 1072901)",-,NM_001180613.1,17.928,11.512925464970229,6.214608098422191,0.8538571428571463,0.0048571428571428,0.4398571428571454,17.0,0,0,1.0,0.0,0.4285714285714285,0.0,0.0,11,0,0.4831460674157303,0.0,0.0,18.385,0.4213483146067416,89
"('chrXI', 155771, 156154)",+,NM_001179723.2,55.07,11.512925464970229,6.907755278982137,0.0144285714285714,0.9511428571428576,0.8470000000000051,49.0,0,0,0.0,1.0,0.8571428571428571,0.0,0.0,97,0,0.3368146214099217,0.0,-3.45,32.822,0.2759791122715405,383
"('chrVIII', 315271, 315358)",-,NM_001179231.1,43.882,11.512925464970229,11.512925464970229,0.2014285714285707,0.3811428571428565,0.1582857142857126,43.0,0,0,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.0,0.0,17,0,0.5402298850574713,0.0,0.0,9.905,0.46896551724137936,87
"('chrXII', 548177, 548263)",-,NM_001182086.1,17.692,2.9565115604007097,6.907755278982137,0.5340000000000017,0.1924285714285718,0.5285714285714253,12.0,-1,0,0.0,0.8571428571428571,1.0,0.0,0.0,24,0,0.5813953488372093,0.0,0.0,18.389,0.5069767441860465,86
"('chrIX', 166934, 167019)",+,NM_001179454.1,16.166,1.1874435023747254,6.214608098422191,0.2477142857142835,0.6382857142857135,0.5084285714285733,7.0,-1,0,0.1428571428571428,0.0,0.5714285714285714,0.0,0.0,14,0,0.6941176470588235,0.0,0.0,15.592,0.44823529411764707,85
"('chrIV', 122577, 122676)",+,,22.127,5.809142990314028,11.512925464970229,0.0362857142857142,0.4084285714285721,0.268142857142857,21.0,0,0,0.0,0.7142857142857143,0.5714285714285714,-4.8,0.0,11,0,0.4141414141414141,-4.582500000000001,0.0,14.606,0.45151515151515154,99
"('chrXII', 563954, 564013)",-,NM_001182098.1,16.46,1.7486999797676082,11.512925464970229,0.2444285714285689,0.0419999999999999,0.3324285714285712,10.0,0,0,0.2857142857142857,0.0,0.4285714285714285,0.0,0.0,6,0,0.5254237288135594,0.0,0.0,4.566,0.4779661016949152,59
"('chrII', 479845, 479934)",+,NM_001178467.1,18.273,11.512925464970229,1.439695137847006,0.442142857142854,0.5575714285714244,0.5651428571428515,21.0,0,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,18,0,0.550561797752809,0.0,-10.3,14.807,0.4674157303370786,89
"('chrIII', 101133, 101200)",-,NM_001184672.1,22.652,11.512925464970229,11.512925464970229,0.0388571428571428,0.0294285714285713,0.4325714285714314,22.0,0,0,0.0,0.0,0.4285714285714285,0.0,0.0,8,0,0.6268656716417911,0.0,0.0,7.737,0.5074626865671641,67
"('chrIII', 294739, 294791)",+,NM_001178804.1,13.226,11.512925464970229,11.512925464970229,0.6972857142857062,0.0965714285714285,0.4088571428571426,12.0,0,0,0.7142857142857143,0.0,0.0,0.0,0.0,6,0,0.5961538461538461,0.0,0.0,7.052,0.5057692307692309,52
"('chrXIV', 534374, 534465)",-,NM_001182889.3,37.275,11.512925464970229,6.907755278982137,0.0355714285714285,0.0808571428571429,0.4902857142857129,33.0,0,0,0.0,0.0,0.5714285714285714,0.0,0.0,17,1,0.4505494505494505,0.0,0.0,9.462,0.4703296703296703,91
"('chrV', 347701, 347776)",-,NM_001180860.1,18.078,11.512925464970229,1.8578992717326,0.0482857142857142,0.0735714285714286,0.8085714285714258,19.0,0,0,0.0,0.0,0.8571428571428571,0.0,0.0,15,0,0.5466666666666666,0.0,0.0,15.35,0.46266666666666667,75
"('chrVIII', 297860, 297984)",-,NM_001179227.1,23.193,11.512925464970229,5.521460917862246,0.6152857142857107,0.2102857142857143,0.6105714285714273,19.0,0,0,0.4285714285714285,0.0,0.8571428571428571,0.0,-4.1,20,0,0.4193548387096774,-5.9,-3.9625000000000004,21.155,0.4314516129032258,124
"('chrXII', 987641, 987712)",+,NM_001182314.1,30.132,11.512925464970229,11.512925464970229,0.0752857142857142,0.3099999999999969,0.7947142857142844,33.0,0,0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.0,7,0,0.5352112676056338,0.0,0.0,7.19,0.4450704225352113,71
"('chrXVI', 95653, 95733)",-,NM_001184055.1,25.805,11.512925464970229,3.079113882493042,0.1831428571428563,0.0512857142857143,0.5315714285714288,38.0,0,0,0.0,0.0,0.0,0.0,0.0,13,0,0.625,0.0,-2.375,12.04,0.4525,80
"('chrXIII', 211940, 212070)",+,NM_001182391.1,23.689,2.453407982728629,11.512925464970229,0.4357142857142871,0.2819999999999993,0.3267142857142858,31.0,0,0,0.4285714285714285,0.4285714285714285,0.2857142857142857,-4.6,0.0,13,0,0.4538461538461538,-4.586301369863016,0.0,13.353,0.39,130
"('chrIV', 254474, 254544)",-,NM_001180174.1,17.082,6.214608098422191,5.115995809754082,0.3835714285714298,0.012,0.3854285714285715,16.0,0,0,0.4285714285714285,0.0,0.4285714285714285,0.0,0.0,17,0,0.6142857142857143,0.0,0.0,15.304,0.5214285714285714,70
"('chrX', 386848, 386935)",-,NM_001181465.1,19.729,1.7037485919053417,11.512925464970229,0.1091428571428572,0.5444285714285704,0.2754285714285702,33.0,0,0,0.0,0.8571428571428571,0.4285714285714285,0.0,0.0,10,0,0.4482758620689655,0.0,0.0,11.011,0.45057471264367815,87
"('chrXIII', 211944, 212070)",+,NM_001182391.1,15.16,1.6554818509355071,5.809142990314028,0.6421428571428544,0.1335714285714285,0.2825714285714285,6.0,-1,0,0.8571428571428571,0.0,0.7142857142857143,-4.6,0.0,30,0,0.5,-4.565333333333336,0.0,12.847,0.38809523809523816,126
"('chrXIII', 666433, 666517)",-,NM_001182708.1,28.593,5.298317366548036,3.729701448634192,0.0931428571428572,0.7704285714285686,0.4127142857142881,21.0,0,0,0.1428571428571428,0.7142857142857143,0.4285714285714285,0.0,0.0,11,0,0.5119047619047619,0.0,0.0,11.549,0.4333333333333333,84
"('chrII', 366002, 366084)",-,NM_001178410.1,16.972,0.2810375297331123,11.512925464970229,0.2498571428571419,0.271285714285714,0.5631428571428553,16.0,0,0,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.0,0.0,21,0,0.3780487804878049,0.0,0.0,9.563,0.41707317073170724,82
"('chrXVI', 344944, 345096)",-,NM_001183923.1,25.192,11.512925464970229,11.512925464970229,0.8647142857142908,0.0025714285714285,0.5598571428571426,26.0,0,0,0.8571428571428571,0.0,0.4285714285714285,-6.1,0.0,45,0,0.5789473684210527,-6.374647887323944,0.0,34.225,0.46315789473684205,152
"('chrIV', 268225, 268306)",+,NM_001180167.1,17.988,11.512925464970229,0.2970592342643779,0.1625714285714286,0.7011428571428501,0.5317142857142878,20.0,0,-1,0.0,0.8571428571428571,0.7142857142857143,0.0,0.0,10,0,0.4444444444444444,0.0,0.0,14.086,0.37283950617283945,81
"('chrII', 726417, 726511)",-,NM_001184510.3,26.584,11.512925464970229,11.512925464970229,0.0272857142857142,0.3694285714285711,0.3308571428571439,38.0,0,0,0.0,0.7142857142857143,0.0,0.0,0.0,16,0,0.5212765957446809,-3.0,0.0,11.113,0.47659574468085114,94
"('chrXVI', 219146, 219246)",+,NM_001183989.1,45.877,5.809142990314028,5.115995809754082,0.1531428571428572,0.4412857142857175,0.3174285714285707,54.0,0,0,0.0,0.4285714285714285,0.4285714285714285,0.0,0.0,23,0,0.64,0.0,0.0,20.167,0.546,100
"('chrII', 653868, 653952)",+,NM_001178563.3,27.89,11.512925464970229,11.512925464970229,0.0405714285714285,0.5582857142857105,0.5439999999999998,29.0,0,0,0.0,0.5714285714285714,0.4285714285714285,0.0,0.0,15,0,0.5714285714285714,0.0,0.0,6.781,0.45238095238095244,84
"('chrXII', 744653, 744787)",+,NM_001182194.1,27.392,11.512925464970229,11.512925464970229,0.4081428571428601,0.6922857142857101,0.3158571428571426,14.0,0,0,0.4285714285714285,0.7142857142857143,0.7142857142857143,0.0,-9.0,28,0,0.417910447761194,0.0,-7.458208955223877,13.702,0.3380597014925374,134
"('chrIV', 1238130, 1238324)",-,NM_001184511.1,22.534,6.214608098422191,4.017383521085972,0.7684285714285704,0.4128571428571452,0.6639999999999951,22.0,0,0,0.8571428571428571,0.4285714285714285,0.7142857142857143,0.0,-10.6,46,1,0.4072164948453608,0.0,-7.983,16.544,0.22783505154639175,194
"('chrVII', 252685, 252748)",-,NM_001181001.1,11.698,0.6694306539426292,11.512925464970229,0.5489999999999952,0.4391428571428532,0.2801428571428556,19.0,0,0,0.5714285714285714,0.8571428571428571,0.0,0.0,0.0,10,0,0.6349206349206349,0.0,0.0,8.549,0.419047619047619,63
"('chrXII', 399032, 399126)",+,NM_001182015.1,22.859,11.512925464970229,2.864704011147587,0.4122857142857133,0.2548571428571403,0.723142857142851,19.0,0,0,0.4285714285714285,0.4285714285714285,0.7142857142857143,0.0,0.0,11,0,0.4893617021276595,0.0,0.0,9.569,0.43191489361702134,94
"('chrXIV', 366535, 366657)",+,NM_001184519.1,37.069,6.907755278982137,6.907755278982137,0.4250000000000021,0.4935714285714249,0.3760000000000015,38.0,0,0,0.4285714285714285,0.5714285714285714,0.4285714285714285,0.0,0.0,36,0,0.4508196721311475,0.0,-1.1600000000000001,15.19,0.35245901639344257,122
"('chrV', 518351, 518429)",+,,21.363,11.512925464970229,11.512925464970229,0.3748571428571435,0.3238571428571444,0.8515714285714344,17.0,0,0,0.4285714285714285,0.0,0.8571428571428571,0.0,0.0,18,0,0.4743589743589743,0.0,0.0,18.064,0.47435897435897434,78
"('chrIV', 254455, 254544)",-,NM_001180174.1,43.404,11.512925464970229,6.214608098422191,0.0921428571428573,0.5864285714285671,0.4478571428571464,45.0,0,0,0.0,0.5714285714285714,0.7142857142857143,0.0,0.0,18,0,0.5955056179775281,0.0,0.0,14.16,0.5292134831460674,89
"('chrXIII', 560282, 560657)",+,,40.209,3.079113882493042,11.512925464970229,0.2408571428571406,0.2124285714285696,0.6265714285714251,49.0,0,0,0.0,0.0,0.7142857142857143,-10.0,-17.1,97,2,0.3253333333333333,-9.968421052631578,-16.892999999999994,21.672,0.2504,375
"('chrII', 443205, 443333)",-,,28.944,2.937463365430016,11.512925464970229,0.0657142857142857,0.0228571428571428,0.5922857142857115,32.0,0,0,0.0,0.0,0.7142857142857143,0.0,0.0,18,0,0.5078125,-7.720689655172414,-6.400000000000003,12.367,0.34140625,128
"('chrX', 468683, 468763)",-,NM_001181679.1,10.435,0.1064722445105167,11.512925464970229,0.0864285714285715,0.0961428571428575,0.2365714285714263,11.0,-1,0,0.0,0.0,0.1428571428571428,0.0,0.0,14,0,0.575,-4.0,0.0,11.402,0.525,80
"('chrVI', 242509, 242581)",+,NM_001180010.3,21.079,2.2072749131897207,5.298317366548036,0.3501428571428546,0.4401428571428565,0.6489999999999942,17.0,0,0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,8,0,0.5277777777777778,0.0,0.0,9.548,0.4458333333333333,72
"('chrVII', 436812, 436874)",+,NM_001180898.2,14.81,11.512925464970229,11.512925464970229,0.1204285714285706,0.5028571428571411,0.4725714285714282,12.0,0,0,0.1428571428571428,0.5714285714285714,0.7142857142857143,0.0,0.0,13,0,0.5967741935483871,0.0,0.0,13.378,0.4693548387096774,62
"('chrXVI', 413388, 413495)",+,NM_001183889.1,17.481,2.659260036932778,5.809142990314028,0.38614285714286,0.6771428571428547,0.5865714285714281,14.0,-1,0,0.0,0.4285714285714285,0.7142857142857143,0.0,0.0,31,0,0.4953271028037383,-5.333333333333333,-7.5,17.353,0.4392523364485982,107
"('chrIV', 1319117, 1319316)",-,NM_001180732.1,32.363,11.512925464970229,11.512925464970229,0.2349999999999977,0.5415714285714249,0.8344285714285755,29.0,0,0,0.4285714285714285,0.5714285714285714,0.8571428571428571,0.0,0.0,41,1,0.4321608040201005,0.0,0.0,13.264,0.3658291457286432,199
"('chrVII', 156699, 156782)",-,NM_001181048.1,33.135,3.611918412977808,11.512925464970229,0.1505714285714287,0.3187142857142856,0.007,43.0,0,0,0.0,0.4285714285714285,0.0,0.0,0.0,9,0,0.7108433734939759,0.0,0.0,5.705,0.6108433734939759,83
"('chrXI', 449451, 449520)",-,NM_001179795.1,14.745,2.05572501506252,0.1684186516249632,0.0895714285714285,0.5539999999999948,0.5680000000000007,20.0,0,-1,0.0,0.5714285714285714,0.7142857142857143,0.0,0.0,7,0,0.4492753623188406,0.0,0.0,10.548,0.3884057971014493,69
"('chrXII', 787115, 787212)",+,NM_001182218.1,43.614,11.512925464970229,11.512925464970229,0.0818571428571428,0.4507142857142844,0.1748571428571426,41.0,0,0,0.2857142857142857,0.5714285714285714,0.0,0.0,0.0,23,0,0.6185567010309279,0.0,0.0,19.917,0.49896907216494846,97
"('chrXII', 1025072, 1025154)",+,NM_001182333.3,24.484,11.512925464970229,11.512925464970229,0.0238571428571428,0.4677142857142845,0.248857142857142,27.0,0,0,0.0,0.5714285714285714,0.4285714285714285,0.0,0.0,14,0,0.5975609756097561,-6.400000000000001,0.0,8.041,0.4548780487804878,82
"('chrIII', 107533, 107787)",+,NM_001184518.1,34.502,11.512925464970229,4.3428059215206005,0.2247142857142838,0.4542857142857138,0.142999999999999,33.0,0,0,0.2857142857142857,0.5714285714285714,0.1428571428571428,0.0,0.0,85,0,0.2677165354330709,0.0,-6.7,19.388,0.2574803149606299,254
"('chrVII', 946827, 946920)",+,NM_001181354.3,21.692,6.214608098422191,11.512925464970229,0.2951428571428552,0.5165714285714251,0.3331428571428554,20.0,0,0,0.4285714285714285,0.5714285714285714,0.1428571428571428,-7.4,0.0,22,1,0.5053763440860215,-7.463414634146332,0.0,11.031,0.4086021505376345,93
"('chrII', 462709, 462999)",+,NM_001184520.1,15.117,5.521460917862246,11.512925464970229,0.8188571428571457,0.2231428571428575,0.566285714285713,11.0,0,0,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,57,1,0.4620689655172413,0.0,0.0,20.798,0.3296551724137931,290
"('chrXIV', 610290, 610374)",+,NM_001182851.1,22.651,11.512925464970229,11.512925464970229,0.597571428571425,0.0151428571428571,0.5808571428571373,23.0,0,0,0.5714285714285714,0.0,0.5714285714285714,0.0,0.0,22,0,0.6071428571428571,0.0,-1.9,16.948,0.5452380952380952,84
"('chrVII', 436179, 436249)",+,NM_001180898.2,8.648,0.1589957314904579,3.101092789211817,0.3477142857142851,0.089142857142857,0.3591428571428567,6.0,-1,0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,13,0,0.5142857142857142,0.0,0.0,11.371,0.45714285714285713,70
"('chrV', 239123, 239211)",-,NM_001180023.1,16.284,1.666008263922495,11.512925464970229,0.1762857142857139,0.5094285714285723,0.6135714285714262,13.0,0,0,0.0,0.7142857142857143,0.7142857142857143,0.0,-8.6,10,0,0.625,0.0,-6.467567567567576,12.733,0.43863636363636366,88
"('chrI', 142753, 143119)",+,NM_001178150.1,23.493,6.907755278982137,11.512925464970229,0.6347142857142838,0.2382857142857128,0.7122857142857051,39.0,0,0,0.0,0.0,0.7142857142857143,0.0,0.0,45,0,0.2704918032786885,-10.0,0.0,31.775,0.24808743169398903,366
"('chrII', 46144, 46477)",+,,22.243,11.512925464970229,5.809142990314028,0.7904285714285704,0.4714285714285705,0.5509999999999999,24.0,0,0,0.4285714285714285,0.0,0.7142857142857143,0.0,0.0,42,0,0.3813813813813814,0.0,-1.825,34.123,0.2774774774774774,333
"('chrXV', 867649, 868086)",+,NM_001183712.1,27.4,11.512925464970229,11.512925464970229,0.4681428571428552,0.7285714285714269,0.5185714285714262,9.0,0,0,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.0,-5.6,94,0,0.2974828375286041,-2.2,-14.158695652173916,23.791,0.27208237986270023,437
"('chrVII', 311515, 312026)",+,NM_001180968.1,37.63,11.512925464970229,11.512925464970229,0.9335714285714296,0.1444285714285697,0.2538571428571411,36.0,0,0,1.0,0.1428571428571428,0.2857142857142857,0.0,0.0,138,3,0.2700587084148728,0.0,0.0,20.488,0.23796477495107632,511
"('chrIV', 322782, 323203)",+,NM_001180134.1,20.719,11.512925464970229,11.512925464970229,0.7132857142857045,0.595714285714281,0.3084285714285688,20.0,0,0,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.0,0.0,101,2,0.3610451306413301,0.0,0.0,22.875,0.2591448931116389,421
"('chrXVI', 654667, 655070)",+,NM_001184140.1,15.839,1.826350913997674,2.631089159966082,0.6515714285714276,0.2068571428571432,0.6505714285714276,20.0,0,0,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,116,1,0.3101736972704714,-28.35,-1.325,32.377,0.29801488833746903,403
"('chrIV', 492059, 492398)",+,NM_001180333.3,27.828,11.512925464970229,3.2968373663379125,0.542999999999999,0.0444285714285714,0.4335714285714315,21.0,0,0,0.7142857142857143,0.0,0.4285714285714285,0.0,0.0,83,1,0.2625368731563421,0.0,0.0,26.786,0.26460176991150447,339
"('chrII', 605014, 605427)",+,NM_001178537.3,32.696,4.199705077879927,2.234926444520231,0.0749999999999999,0.6664285714285719,0.3624285714285691,39.0,0,0,0.0,0.4285714285714285,0.2857142857142857,0.0,0.0,104,1,0.3220338983050847,0.0,0.0,24.957,0.2508474576271186,413
"('chrXIII', 732965, 733375)",+,NM_001182737.1,34.229,11.512925464970229,11.512925464970229,0.4421428571428593,0.2329999999999988,0.567999999999994,24.0,0,0,0.7142857142857143,0.0,0.5714285714285714,-10.1,0.0,95,0,0.3439024390243902,-10.044318181818191,0.0,24.367,0.2673170731707318,410
"('chrV', 269251, 269648)",-,NM_001180036.1,32.964,6.907755278982137,11.512925464970229,0.9151428571428556,0.0269999999999999,0.3847142857142845,47.0,0,0,0.8571428571428571,0.0,0.0,0.0,0.0,47,0,0.3224181360201511,0.0,0.0,18.524,0.26423173803526445,397
"('chrIX', 256054, 256526)",-,NM_001179402.1,28.824,11.512925464970229,5.298317366548036,0.564857142857142,0.2344285714285694,0.2731428571428562,29.0,0,0,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.0,0.0,153,2,0.2139830508474576,0.0,0.0,27.406,0.18347457627118646,472
"('chrXV', 80860, 81274)",+,NM_001183381.1,33.663,11.512925464970229,5.115995809754082,0.396428571428572,0.3342857142857135,0.6279999999999986,35.0,0,0,0.7142857142857143,1.0,0.2857142857142857,0.0,0.0,68,2,0.2222222222222222,0.0,-0.9,25.101,0.21908212560386472,414
"('chrXVI', 282640, 283165)",+,NM_001183957.1,18.913,3.036554268074246,4.8283137373023015,0.4524285714285733,0.5605714285714238,0.2617142857142844,33.0,0,0,0.0,0.5714285714285714,0.0,-7.4,-6.9,129,0,0.2209523809523809,-7.399999999999993,-7.089795918367335,27.717,0.19771428571428568,525
"('chrVIII', 147616, 148166)",-,NM_001179151.1,40.902,11.512925464970229,4.605170185988091,0.0415714285714285,0.6524285714285661,0.7985714285714323,82.0,0,0,0.0,0.8571428571428571,0.2857142857142857,0.0,0.0,134,1,0.2981818181818181,0.0,-4.481538461538462,30.811,0.2605454545454545,550
"('chrVII', 365026, 365485)",-,NM_001180941.1,36.702,11.512925464970229,11.512925464970229,0.3129999999999972,0.5218571428571399,0.9080000000000048,37.0,0,0,0.2857142857142857,0.5714285714285714,0.8571428571428571,0.0,0.0,131,1,0.4466230936819172,0.0,0.0,45.35,0.3708061002178649,459
"('chrVII', 364464, 364932)",-,NM_001180941.1,13.005,11.512925464970229,0.2395270305647338,0.4625714285714266,0.0739999999999999,0.5958571428571418,8.0,0,-1,0.5714285714285714,0.0,0.7142857142857143,0.0,-7.4,124,1,0.3141025641025641,0.0,-7.263157894736832,21.379,0.22905982905982908,468
"('chrX', 702298, 702554)",-,NM_001181803.3,62.004,11.512925464970229,11.512925464970229,0.4418571428571473,0.2559999999999994,0.6679999999999937,69.0,0,0,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.0,0.0,49,1,0.421875,0.0,-8.418181818181818,21.095,0.325,256
"('chrX', 76438, 76824)",+,NM_001181622.1,23.686,11.512925464970229,0.3581045367483269,0.2485714285714282,0.4718571428571439,0.5799999999999981,43.0,0,-1,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,32,1,0.3005181347150259,-8.2,-10.04909090909091,23.903,0.26139896373057,386
