ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens,LengthFeature
"('chrXV', 676177, 676353)",+,NM_001183600.1,26.275,0.0,0.0,47.248,0.4943181818181818,176
"('chrXV', 713689, 713943)",+,NM_001183614.3,26.014,-10.15,0.0,55.668,0.4192913385826772,254
"('chrXV', 730857, 731035)",-,NM_001183626.1,27.004,-5.5,-7.410344827586208,41.383,0.3342696629213482,178
"('chrXV', 750412, 750778)",+,NM_001183636.1,28.739,-8.88888888888889,0.0,98.25,0.2784153005464481,366
"('chrXV', 750582, 750778)",+,NM_001183636.1,16.06,-13.088888888888883,0.0,43.226,0.3857142857142857,196
"('chrXV', 780120, 780280)",+,NR_132262.1,23.316,-5.3,0.0,35.626,0.48,160
"('chrXV', 858742, 859121)",-,NM_001183709.3,23.974,0.0,0.0,86.092,0.3311345646437994,379
"('chrXV', 919143, 919428)",-,NM_001183742.3,24.95,0.0,0.0,55.671,0.3610526315789474,285
"('chrXV', 929577, 929811)",+,NM_001183746.1,24.141,-9.3,0.0,57.456,0.3564102564102563,234
"('chrXV', 950067, 950329)",+,NM_001183756.1,55.078,0.0,-3.5,60.112,0.348091603053435,262
"('chrXV', 1008277, 1008614)",+,NM_001183776.1,61.206,0.0,0.0,77.207,0.4002967359050445,337
"('chrXV', 1032390, 1032512)",-,NM_001183791.3,22.434,-4.2,0.0,29.214,0.507377049180328,122
"('chrXV', 1075956, 1076087)",+,NM_001183809.3,8.269,-2.35,-8.366666666666676,22.985,0.5083969465648854,131
"('chrIII', 17474, 17863)",+,NM_001178705.1,31.042,-9.1,-9.038888888888891,100.233,0.3179948586118252,389
"('chrIII', 67552, 67907)",-,NM_001178675.1,18.894,-9.211363636363645,0.0,106.068,0.3538028169014084,355
"('chrIII', 66123, 66603)",-,NM_001178675.1,32.903,-7.807407407407406,0.0,116.371,0.2897916666666666,480
"('chrIII', 72196, 72391)",+,NM_001178672.1,38.479,0.0,-6.971874999999998,29.127,0.4112820512820512,195
"('chrIII', 110289, 110449)",+,NM_001178653.1,29.434,-19.2,0.0,40.15,0.360625,160
"('chrIII', 128476, 128842)",+,NM_001178721.1,31.161,-6.3,0.0,79.785,0.3502732240437158,366
"('chrIII', 180459, 180637)",+,NM_001178746.1,18.633,-8.433333333333323,-7.061290322580648,42.858,0.3792134831460674,178
"('chrIII', 187607, 187740)",+,NM_001178747.1,21.987,-5.887777777777782,-5.279999999999999,18.956,0.4360902255639097,133
"('chrIII', 186864, 187356)",+,NM_001178747.1,22.636,-8.9,-7.7,98.861,0.3569105691056911,492
"('chrIII', 186864, 187267)",+,NM_001178747.1,23.804,0.0,-3.137777777777778,81.457,0.3483870967741935,403
"('chrIII', 312590, 312950)",+,NM_001178813.1,31.32,0.0,-8.200000000000001,92.4,0.3761111111111111,360
"('chrVII', 262107, 262534)",-,NM_001180996.1,25.856,0.0,0.0,100.307,0.3320843091334894,427
"('chrVII', 524169, 524439)",+,NM_001181146.1,32.48,0.0,-4.883333333333334,52.062,0.3455555555555555,270
"('chrVII', 33264, 33409)",+,NM_001181115.1,23.908,-6.237037037037038,-2.5,29.018,0.402758620689655,145
"('chrVII', 33264, 33713)",+,NM_001181115.1,43.505,0.0,-6.638461538461542,84.437,0.3461024498886414,449
"('chrVII', 33408, 33713)",+,NM_001181115.1,21.328,0.0,-6.230588235294115,78.637,0.3239344262295082,305
"('chrVII', 34322, 34462)",-,NR_132176.1,24.086,-2.975,-7.701176470588235,24.524,0.5,140
"('chrVII', 118098, 118193)",-,NM_001181066.1,13.139,-1.2,0.0,22.685,0.4957894736842106,95
"('chrVII', 118098, 118503)",-,NM_001181066.1,36.316,0.0,0.0,75.662,0.3071604938271605,405
"('chrVII', 128274, 128515)",+,NM_001181062.2,28.844,0.0,0.0,35.292,0.4219917012448132,241
"('chrVII', 162232, 162658)",+,NM_001181045.1,20.012,0.0,-8.137777777777789,119.821,0.35,426
"('chrVII', 164396, 164735)",-,NM_001181044.3,20.278,-18.8,-7.2,88.361,0.3247787610619469,339
"('chrVII', 176337, 176817)",-,NM_001181038.1,29.376,-15.524390243902438,-11.440816326530609,136.138,0.3585416666666666,480
"('chrVII', 194666, 195105)",-,NM_001181028.1,22.906,0.0,-8.47777777777779,105.154,0.2760820045558086,439
"('chrVII', 195762, 196178)",-,NM_001181028.1,27.831,0.0,0.0,89.046,0.3483173076923077,416
"('chrVII', 251654, 251746)",+,NM_001181002.1,21.828,-5.3,0.0,18.571,0.4923913043478261,92
"('chrVII', 336621, 336992)",+,NM_001180958.1,14.305,-7.26969696969697,0.0,91.511,0.3490566037735849,371
"('chrVII', 388992, 389417)",-,NM_001180926.1,18.173,0.0,0.0,77.518,0.3371764705882353,425
"('chrVII', 390612, 390714)",+,NM_001180925.1,24.407,0.0,-2.85,14.571,0.5019607843137255,102
"('chrVII', 441741, 442026)",-,NM_001180893.3,13.295,0.0,-10.57471264367816,65.869,0.3336842105263158,285
"('chrVII', 515460, 515625)",+,NM_001181142.1,21.592,-6.717073170731707,-3.8,33.946,0.3987878787878788,165
"('chrVII', 532766, 532941)",+,NM_001348839.1,49.121,-7.9671232876712335,0.0,40.799,0.4085714285714286,175
"('chrVII', 533405, 533523)",+,NM_001181155.3,32.756,-6.620779220779222,0.0,25.139,0.45,118
"('chrVII', 625392, 625752)",-,NM_001181197.1,28.036,0.0,0.0,67.67,0.3099999999999999,360
"('chrVII', 667571, 667825)",+,NM_001181220.1,38.845,-21.003,0.0,70.605,0.3633858267716535,254
"('chrVII', 711328, 711483)",+,NM_001184381.2,28.471,-9.512857142857142,0.0,21.272,0.4309677419354839,155
"('chrVII', 716461, 716938)",+,NM_001181240.1,24.207,0.0,-1.2,121.562,0.2777777777777778,477
"('chrVII', 753406, 753598)",-,NM_001181259.1,38.034,-15.938095238095215,-0.5428571428571428,41.232,0.4052083333333334,192
"('chrVII', 782745, 783027)",+,NM_001181274.2,38.34,-8.508333333333333,0.0,62.717,0.4124113475177305,282
"('chrVII', 782502, 783027)",+,NM_001181274.2,35.472,-8.066666666666666,-5.6,145.254,0.2647619047619048,525
"('chrVII', 864657, 864959)",-,NM_001181313.1,59.707,0.0,-10.333333333333334,76.95,0.4039735099337748,302
"('chrVII', 868314, 868701)",+,NM_001181315.1,21.42,0.0,-3.0974025974026014,108.01,0.3462532299741602,387
"('chrVII', 886701, 886824)",-,NM_001181323.3,33.344,-4.6000000000000005,-3.4599999999999995,21.611,0.5040650406504066,123
"('chrVII', 886701, 887181)",-,NM_001181323.3,34.182,0.0,0.0,135.121,0.2616666666666666,480
"('chrVII', 898150, 898276)",+,NM_001181328.1,41.671,-7.0,-10.408000000000008,36.729,0.4674603174603174,126
"('chrVII', 907050, 907158)",+,NM_001181333.3,26.633,-8.114999999999991,0.0,17.829,0.4907407407407407,108
"('chrVII', 972943, 973079)",-,NM_001181369.1,20.068,-5.221649484536083,-4.847674418604647,39.13,0.4389705882352941,136
"('chrVII', 1012900, 1013113)",+,NM_001181389.1,21.656,0.0,0.0,51.0,0.3384976525821596,213
"('chrVII', 1035643, 1035992)",+,NM_001181400.4,54.269,0.0,0.0,100.311,0.3446991404011461,349
"('chrVII', 1035691, 1035992)",+,NM_001181400.4,43.003,0.0,0.0,81.213,0.3584717607973421,301
"('chrVII', 1035550, 1035992)",+,NM_001181400.4,26.137,0.0,-10.232142857142858,107.047,0.2309954751131221,442
"('chrVII', 1037117, 1037314)",+,NM_001181400.4,30.785,0.0,0.0,35.353,0.3197969543147207,197
"('chrVII', 1084882, 1085030)",+,NM_001181425.3,21.29,0.0,-4.1,32.0,0.3756756756756756,148
"('chrXII', 24993, 25156)",+,NM_001181878.1,18.646,-19.126785714285703,-8.234883720930231,36.119,0.4165644171779141,163
"('chrXII', 57266, 57403)",-,NM_001181860.1,26.173,-7.5,-4.4,33.51,0.4912408759124087,137
"('chrXII', 68001, 68167)",-,NM_001181856.1,20.385,-5.109999999999997,-4.308333333333335,34.27,0.4234939759036145,166
"('chrXII', 75795, 76221)",-,NM_001181852.1,37.678,0.0,0.0,65.525,0.3342723004694835,426
"('chrXII', 103626, 104095)",+,NM_001181841.1,24.14,-9.4,0.0,108.463,0.2980810234541577,469
"('chrXII', 103788, 104095)",+,NM_001181841.1,13.825,-9.8,-6.5,71.426,0.3182410423452769,307
"('chrXII', 117321, 117728)",+,NM_001181835.1,23.221,-19.133333333333336,0.0,107.0,0.3081081081081082,407
"('chrXII', 133504, 133862)",+,NM_001181828.1,25.432,-5.2,-0.2,67.278,0.3184357541899441,358
"('chrXII', 155693, 155814)",-,NM_001181889.1,14.078,-1.95,0.0,21.375,0.4272727272727272,121
"('chrXII', 158514, 158925)",-,NM_001181891.1,27.254,-8.004545454545458,-3.2,99.801,0.3055961070559611,411
"('chrXII', 173513, 173879)",-,NM_001181901.1,9.08,-9.21489361702129,-12.100000000000016,85.449,0.4027322404371585,366
"('chrXII', 173559, 173879)",-,NM_001181901.1,25.46,0.0,0.0,38.283,0.3090625,320
"('chrXII', 191257, 191734)",-,NM_001181911.2,21.587,-19.792929292929298,-5.799999999999999,130.471,0.2477987421383647,477
"('chrXII', 188181, 188518)",-,NM_001181911.2,27.277,-7.2,-4.959999999999999,86.839,0.3738872403560831,337
"('chrXII', 188181, 188380)",-,NM_001181911.2,48.403,-14.3,-5.888888888888888,35.981,0.4929648241206029,199
"('chrXII', 290527, 290926)",+,NM_001181968.1,38.832,-10.2,0.0,95.736,0.3358395989974937,399
"('chrXII', 298129, 298575)",-,NM_001181971.1,15.014,0.0,-4.4,102.146,0.3500000000000001,446
"('chrXII', 308630, 308988)",-,NM_001181974.1,12.562,-5.525,0.0,93.914,0.3229050279329608,358
"('chrXII', 321803, 322000)",+,NM_001181977.1,24.376,-7.866666666666667,-12.738947368421073,33.298,0.4309644670050761,197
"('chrXII', 335011, 335256)",+,NM_001181983.1,30.498,-2.9,0.0,39.609,0.4261224489795919,245
"('chrXII', 425964, 426410)",+,NM_001182029.1,26.508,0.0,-3.8137931034482766,127.398,0.2591928251121075,446
"('chrXII', 435056, 435181)",+,NM_001182035.1,35.249,-4.193750000000001,-4.3,33.832,0.4272,125
"('chrXII', 436241, 436493)",+,NM_001182035.1,34.549,-12.616666666666667,-4.825,51.217,0.3682539682539683,252
"('chrXII', 519137, 519290)",+,NM_001182069.1,9.95,-6.4045454545454445,-5.24615384615384,19.309,0.4895424836601307,153
"('chrXII', 521161, 521537)",-,NM_001182070.1,22.73,0.0,0.0,97.534,0.3752659574468085,376
"('chrXII', 627369, 627850)",+,NM_001182133.1,17.054,0.0,-1.1890243902439013,120.259,0.279002079002079,481
"('chrXII', 638181, 638679)",+,NM_001182136.1,11.5,0.0,-5.674226804123707,143.799,0.2676706827309237,498
"('chrXII', 690117, 690655)",-,NM_001182160.1,16.294,-4.9,-6.1,138.142,0.2762081784386617,538
"('chrXII', 718842, 719035)",-,NM_001182179.1,64.967,0.0,0.0,47.934,0.4932642487046632,193
"('chrXII', 727066, 727217)",+,NM_001182187.1,7.091,-5.09,-21.698,28.867,0.5105960264900663,151
"('chrXII', 740928, 741098)",-,NM_001182193.1,21.486,-12.921428571428574,0.0,37.867,0.4023529411764707,170
"('chrXII', 767801, 768048)",+,NM_001182207.2,20.78,-8.5709090909091,0.0,55.838,0.3696356275303644,247
"('chrXII', 773598, 773739)",+,NM_001182209.1,29.92,-12.86701030927834,-1.6,25.53,0.4170212765957447,141
"('chrXII', 780130, 780262)",+,NM_001182213.1,40.898,0.0,0.0,34.245,0.5212121212121211,132
"('chrXII', 790796, 790926)",-,NM_001348861.1,26.025,0.0,0.0,17.602,0.3584615384615385,130
"('chrXII', 813672, 813846)",+,NM_001182231.1,26.864,-4.641538461538461,-12.1,45.719,0.3275862068965517,174
"('chrXII', 813409, 813846)",+,NM_001182231.1,11.449,0.0,-6.12307692307692,102.89,0.2565217391304348,437
"('chrXII', 846142, 846367)",+,NM_001182249.3,30.924,-8.1,0.0,59.728,0.3311111111111111,225
"('chrXII', 851314, 851598)",+,NM_001182251.1,34.194,-8.477777777777778,-6.386842105263151,60.611,0.3514084507042253,284
"('chrXII', 858036, 858434)",+,NM_001182257.3,23.921,-8.6,-8.4,109.243,0.2658291457286432,398
"('chrXII', 948657, 948977)",+,NM_001182300.1,15.183,-9.725,-4.302272727272726,75.932,0.35625,320
"('chrXII', 961358, 961613)",+,NM_001182307.3,19.063,-8.9,-2.5615384615384618,59.498,0.368235294117647,255
"('chrXII', 974137, 974250)",+,NM_001182312.1,23.895,-8.43417721518986,0.0,26.695,0.3964601769911505,113
"('chrXII', 984508, 984999)",+,NM_001182313.3,27.224,0.0,0.0,135.504,0.2739307535641547,491
"('chrXII', 984508, 984968)",+,NM_001182313.3,27.244,0.0,-2.4454545454545453,92.189,0.3269565217391305,460
"('chrXII', 1020554, 1020909)",-,NM_001182330.3,37.563,0.0,-7.754545454545454,92.412,0.3712676056338028,355
"('chrXII', 1055125, 1055568)",+,NM_001182344.1,30.153,0.0,0.0,75.548,0.3945823927765237,443
"('chrXIV', 5931, 6079)",-,NM_001183177.1,22.196,-9.379999999999995,-2.1,36.71,0.4668918918918919,148
"('chrXIV', 19935, 20352)",-,NM_001183167.1,21.732,0.0,-5.314285714285715,114.01,0.2966426858513189,417
"('chrXIV', 19935, 20046)",-,NM_001183167.1,24.453,-9.704545454545451,-3.60625,22.117,0.4666666666666667,111
"('chrXIV', 42777, 43032)",-,NM_001183154.1,19.533,-12.0,0.0,57.905,0.3364705882352942,255
"('chrXIV', 50652, 51143)",-,NM_001183149.1,44.818,0.0,-2.0,115.498,0.2961303462321792,491
"('chrXIV', 69183, 69267)",+,NM_001183136.1,22.944,0.0,0.0,15.879,0.513095238095238,84
"('chrXIV', 92428, 92726)",+,NM_001183125.1,17.022,-7.119999999999999,-9.444,60.124,0.4291946308724831,298
"('chrXIV', 124562, 124689)",+,NM_001183111.1,21.334,-8.353125000000013,0.0,28.581,0.4472440944881889,127
"('chrXIV', 124476, 124689)",+,NM_001183111.1,47.098,0.0,0.0,35.863,0.4460093896713615,213
"('chrXIV', 137136, 137620)",-,NM_001183108.1,52.058,0.0,-12.196969696969692,133.839,0.3169421487603306,484
"('chrXIV', 153588, 153753)",+,NM_001183100.1,22.801,-11.0,-5.635714285714288,34.719,0.423030303030303,165
"('chrXIV', 153388, 153753)",+,NM_001183100.1,27.243,0.0,-4.1625000000000005,107.43,0.3194520547945205,365
"('chrXIV', 159607, 159909)",-,NM_001183096.1,10.201,0.0,0.0,70.73,0.3552980132450331,302
"('chrXIV', 159409, 159909)",-,NM_001183096.1,24.06,0.0,0.0,121.714,0.2834,500
"('chrXIV', 182181, 182384)",-,NM_001183086.1,27.646,-8.9,0.0,36.262,0.4064039408866995,203
"('chrXIV', 184728, 184927)",+,NM_001183085.1,23.793,-10.510843373493964,-1.5,57.767,0.4447236180904522,199
"('chrXIV', 192728, 192818)",+,NM_001183080.1,20.37,0.0,-0.6,11.362,0.5822222222222222,90
"('chrXIV', 194451, 194615)",+,NM_001183080.1,5.173,-7.0,0.0,40.486,0.4298780487804878,164
"('chrXIV', 204562, 204766)",+,NM_001183076.1,20.215,-15.360000000000024,0.0,48.816,0.4098039215686274,204
"('chrXIV', 222058, 222237)",-,NM_001183065.1,36.915,-6.118181818181818,-4.9,27.554,0.5268156424581005,179
"('chrXIV', 287200, 287433)",+,NM_001183026.1,64.946,0.0,0.0,32.995,0.5111587982832618,233
"('chrXIV', 287200, 287388)",+,NM_001183026.1,27.271,0.0,0.0,31.469,0.4393617021276595,188
"('chrXIV', 314029, 314539)",+,NM_001183010.4,47.137,-11.613043478260868,-3.3999999999999995,134.671,0.2794117647058823,510
"('chrXIV', 314282, 314539)",+,NM_001183010.4,24.282,0.0,-10.12474226804125,68.367,0.3194552529182878,257
"('chrXIV', 343697, 343867)",-,NM_001182992.1,51.406,0.0,-2.2,23.035,0.4788235294117646,170
"('chrXIV', 375678, 376180)",+,NM_001182970.1,19.008,0.0,0.0,142.309,0.301792828685259,502
"('chrXIV', 381817, 381964)",+,NM_001182967.1,18.815,-14.796000000000005,0.0,43.503,0.4306122448979592,147
"('chrXIV', 382959, 383272)",+,NM_001182966.4,19.336,0.0,0.0,77.957,0.3335463258785943,313
"('chrXIV', 383049, 383272)",+,NM_001182966.4,15.391,0.0,0.0,48.598,0.4381165919282511,223
"('chrXIV', 468958, 469193)",+,NM_001182923.3,38.269,-7.567857142857153,-4.746999999999993,32.434,0.4025531914893617,235
"('chrXIV', 487404, 487766)",-,NM_001182912.3,29.645,-9.0,0.0,88.274,0.3256906077348066,362
"('chrXIV', 528995, 529488)",+,NM_001182893.3,22.998,-2.3,-13.028813559322046,126.239,0.332657200811359,493
"('chrXIV', 543498, 543673)",+,NM_001182884.1,11.919,0.0,0.0,26.931,0.4514285714285714,175
"('chrXIV', 578478, 578678)",-,NM_001182868.3,11.807,0.0,0.0,57.944,0.39,200
"('chrXIV', 590321, 590536)",-,NM_001182862.1,30.95,-4.4,-5.380555555555553,42.395,0.395813953488372,215
"('chrXIV', 608785, 609259)",+,NM_001182853.3,36.484,0.0,-7.888235294117645,141.023,0.2843881856540084,474
"('chrXIV', 608744, 609259)",+,NM_001182853.3,42.297,0.0,-3.067857142857145,139.438,0.2976699029126214,515
"('chrXIV', 663258, 663357)",+,NM_001183194.3,17.498,-4.4,0.0,25.253,0.4454545454545454,99
"('chrXIV', 729130, 729585)",-,NM_001183232.3,10.217,-10.3,-3.400000000000003,121.159,0.2793406593406593,455
"('chrXIV', 728580, 729069)",-,NM_001183232.3,25.261,0.0,-3.910000000000001,137.123,0.3302658486707566,489
"('chrXIV', 756615, 757141)",-,NM_001183244.1,42.617,0.0,-3.741666666666666,109.168,0.3193916349809886,526
"('chrXIV', 757094, 757565)",-,NM_001183244.1,41.847,0.0,0.0,137.049,0.3664543524416135,471
"('chrXIV', 756615, 757145)",-,NM_001183244.1,36.059,0.0,-10.91692307692307,106.227,0.2566037735849057,530
"('chrXVI', 5840, 5988)",-,NM_001184097.1,15.316,-15.348979591836745,0.0,40.323,0.3858108108108108,148
"('chrXVI', 15052, 15183)",-,NM_001184092.1,17.501,-3.3,-7.4292134831460706,25.489,0.4961832061068701,131
"('chrXVI', 101138, 101245)",+,NM_001184051.1,19.007,-0.9593749999999996,-2.5,17.865,0.4495327102803738,107
"('chrXVI', 101093, 101245)",+,NM_001184051.1,23.801,-10.425,0.0,39.907,0.4243421052631578,152
"('chrXVI', 113745, 113965)",+,NM_001184045.1,67.709,-7.8,-4.833333333333333,47.808,0.4459090909090909,220
"('chrXVI', 113722, 113965)",+,NM_001184045.1,51.179,-10.5,-5.2,57.378,0.4263374485596707,243
"('chrXVI', 113666, 113965)",+,NM_001184045.1,24.431,0.0,-10.72365591397848,68.812,0.2926421404682274,299
"('chrXVI', 123591, 124080)",+,NM_001184040.1,35.927,-8.6,-6.095000000000002,144.707,0.2687116564417177,489
"('chrXVI', 133392, 133616)",+,NM_001184035.1,38.416,0.0,0.0,60.522,0.3816964285714286,224
"('chrXVI', 133471, 133616)",+,NM_001184035.1,15.326,-9.044444444444444,-5.6000000000000005,37.154,0.4344827586206896,145
"('chrXVI', 133443, 133616)",+,NM_001184035.1,35.717,0.0,0.0,45.582,0.4341040462427745,173
"('chrXVI', 258219, 258732)",-,NM_001183969.1,29.858,-15.1,-7.3,115.958,0.2621832358674464,513
"('chrXVI', 294678, 294924)",-,NM_001183951.1,34.227,0.0,0.0,41.31,0.5186991869918698,246
"('chrXVI', 416796, 416940)",+,NM_001183888.1,19.521,-4.8,0.0,19.082,0.4611111111111111,144
"('chrXVI', 439517, 439743)",-,NM_001305015.2,32.595,0.0,-3.7107692307692273,35.742,0.3694690265486725,226
"('chrXVI', 437412, 437751)",-,NM_001305015.2,16.637,0.0,0.0,72.245,0.3336283185840708,339
"('chrXVI', 485198, 485361)",+,NM_001183850.1,16.649,-11.05625,-10.058666666666676,36.435,0.4319018404907975,163
"('chrXVI', 570726, 571085)",-,NM_001184104.1,20.889,-5.607692307692308,0.0,89.632,0.4178272980501392,359
"('chrXVI', 574068, 574525)",+,NM_001184105.1,19.522,0.0,0.0,95.088,0.3638949671772429,457
"('chrXVI', 574005, 574525)",+,NM_001184105.1,27.997,0.0,0.0,112.197,0.3082692307692308,520
"('chrXVI', 574083, 574525)",+,NM_001184105.1,42.427,0.0,0.0,76.004,0.3542986425339367,442
"('chrXVI', 612380, 612540)",+,NM_001184121.1,17.714,0.0,0.0,29.879,0.4506249999999999,160
"('chrXVI', 617485, 617929)",+,NM_001184123.1,49.796,0.0,0.0,107.239,0.2587837837837838,444
"('chrXVI', 616478, 616678)",+,NM_001184123.1,26.029,0.0,0.0,40.948,0.379,200
"('chrXVI', 616595, 616678)",+,NM_001184123.1,21.988,0.0,0.0,16.441,0.5518072289156626,83
"('chrXVI', 642623, 642991)",+,NM_001184132.2,27.983,-14.354000000000008,0.0,107.907,0.3298913043478261,368
"('chrXVI', 676067, 676340)",-,NM_001184158.1,33.213,-8.299999999999999,0.0,39.942,0.3358974358974358,273
"('chrXVI', 712427, 712602)",-,NM_001184185.1,26.719,-17.255263157894724,-5.878571428571428,34.347,0.3605714285714286,175
"('chrXVI', 712427, 712763)",-,NM_001184185.1,29.753,0.0,-1.7,95.08,0.3583333333333333,336
"('chrXVI', 727320, 727422)",+,NM_001184194.2,24.745,-6.449999999999999,0.0,23.426,0.5725490196078431,102
"('chrXVI', 726968, 727422)",+,NM_001184194.2,18.671,-9.233333333333334,0.0,116.835,0.3167400881057268,454
"('chrXVI', 743558, 743711)",+,NM_001184205.1,27.256,-6.175000000000001,0.0,28.584,0.4771241830065358,153
"('chrXVI', 760187, 760724)",+,NM_001184214.1,36.132,0.0,-3.2,134.489,0.270949720670391,537
"('chrXVI', 822971, 823413)",+,NM_001184242.1,11.277,-11.5,0.0,111.35,0.2565610859728507,442
"('chrXVI', 858762, 859122)",+,NM_001184256.1,16.805,0.0,0.0,106.158,0.2919444444444444,360
"('chrXVI', 862156, 862651)",+,NM_001184257.1,32.561,0.0,-3.039393939393939,102.47,0.2745454545454545,495
"('chrXVI', 934452, 934973)",+,NM_001184295.1,22.527,0.0,-3.200000000000001,151.818,0.2476007677543186,521
"('chrXVI', 943050, 943198)",+,NM_001184299.1,30.533,-15.1,0.0,28.402,0.4851351351351352,148
"('chrVIII', 41397, 41717)",+,NM_001179110.1,35.822,0.0,-7.43548387096774,84.811,0.3199999999999999,320
"('chrVIII', 42609, 42805)",+,NM_001179110.1,28.455,0.0,0.0,52.82,0.4423469387755102,196
"('chrVIII', 49398, 49833)",+,NM_001179108.1,30.801,0.0,-5.5,59.194,0.4137931034482758,435
"('chrVIII', 88908, 89134)",+,NM_001184404.2,23.785,-5.1,-1.6129032258064508,36.141,0.3721238938053098,226
"('chrVIII', 90899, 91238)",+,NM_001184404.2,17.569,-4.0,0.0,72.373,0.3436578171091445,339
"('chrVIII', 136890, 137268)",-,NM_001179146.1,41.864,0.0,0.0,97.261,0.3875661375661375,378
"('chrVIII', 163254, 163471)",-,NM_001179157.1,23.545,-14.2,0.0,66.489,0.3838709677419355,217
"('chrVIII', 163254, 163746)",-,NM_001179157.1,27.844,-9.73725490196079,0.0,135.034,0.2995934959349594,492
"('chrVIII', 171722, 172195)",-,NM_001179161.1,19.509,-13.549999999999994,0.0,136.573,0.3044397463002114,473
"('chrVIII', 186451, 186633)",-,NM_001179169.1,48.096,0.0,-11.100000000000012,41.184,0.4362637362637362,182
"('chrVIII', 224258, 224676)",-,NM_001179193.1,26.454,-8.9,-9.4,111.184,0.3078947368421053,418
"('chrVIII', 224541, 224676)",-,NM_001179193.1,6.103,-5.729090909090908,-0.4333333333333327,26.077,0.4681481481481482,135
"('chrVIII', 248980, 249383)",-,NM_001179205.1,55.385,0.0,-4.539999999999999,106.434,0.2947890818858561,403
"('chrVIII', 314939, 315099)",-,NM_001179231.1,26.882,0.0,0.0,24.669,0.43,160
"('chrVIII', 326095, 326384)",+,NM_001179236.1,24.81,0.0,0.0,61.22,0.433910034602076,289
"('chrVIII', 399740, 399928)",-,NM_001179282.1,21.1,-26.60476190476191,0.0,43.004,0.4648936170212766,188
"('chrVIII', 442466, 442968)",+,NM_001179300.1,32.976,0.0,-7.70487804878049,143.411,0.2559760956175299,502
"('chrVIII', 454404, 454878)",+,NM_001179307.3,18.725,0.0,0.0,127.124,0.2552742616033755,474
"('chrVIII', 460852, 461382)",+,NM_001179309.3,56.434,0.0,0.0,134.686,0.2733962264150943,530
"('chrVIII', 507019, 507294)",+,NM_001179335.3,19.187,-15.0,-1.4,66.996,0.3803636363636363,275
"('chrVIII', 526137, 526329)",+,NM_001179342.1,24.487,-12.610769230769238,0.0,30.096,0.4744791666666667,192
"('chrXIII', 130382, 130523)",-,NM_001182430.1,53.261,-1.2,-5.7,24.594,0.5546099290780142,141
"('chrXIII', 262384, 262552)",-,NM_001182359.1,25.883,-7.809090909090911,0.0,22.375,0.4196428571428571,168
"('chrXIII', 393950, 394126)",+,NM_001182559.1,47.102,-8.4,0.0,46.265,0.447159090909091,176
"('chrXIII', 11724, 12009)",-,NM_001182493.1,34.147,-6.963636363636365,0.0,63.405,0.3817543859649123,285
"('chrXIII', 113470, 113888)",-,NM_001182435.1,23.231,0.0,-9.550515463917517,91.886,0.3889952153110047,418
"('chrXIII', 112624, 113056)",-,NM_001182435.1,29.083,0.0,0.0,106.23,0.3381944444444444,432
"('chrXIII', 112706, 113056)",-,NM_001182435.1,26.016,-11.434328358208957,-2.962745098039216,81.381,0.3588571428571429,350
"('chrXIII', 133667, 133868)",+,NM_001182429.1,21.787,-6.6,0.0,37.085,0.4845771144278606,201
"('chrXIII', 145441, 145760)",-,NM_001182423.1,23.043,-9.9,-5.3,85.008,0.3520376175548589,319
"('chrXIII', 156408, 156790)",-,NM_001182418.1,18.237,-6.8,-3.3000000000000007,85.187,0.3591623036649214,382
"('chrXIII', 169120, 169568)",-,NM_001182411.1,26.759,-5.925000000000001,-6.407692307692305,77.741,0.3147321428571428,448
"('chrXIII', 180524, 180654)",-,NM_001182404.1,16.385,-10.175,-0.1,23.999,0.4723076923076924,130
"('chrXIII', 182459, 182739)",+,NM_001182403.1,47.335,0.0,-4.694736842105261,62.014,0.4249999999999999,280
"('chrXIII', 182593, 182739)",+,NM_001182403.1,30.207,-3.6,-2.620000000000001,22.347,0.4746575342465753,146
"('chrXIII', 193415, 193876)",+,NM_001182400.1,30.597,0.0,0.0,124.273,0.2774403470715835,461
"('chrXIII', 203484, 203795)",-,NM_001182396.1,7.017,0.0,0.0,97.313,0.417684887459807,311
"('chrXIII', 207602, 208030)",-,NM_001182392.1,20.023,-12.110714285714272,-9.541237113402069,107.704,0.355607476635514,428
"('chrXIII', 207602, 207758)",-,NM_001182392.1,34.618,-8.443023255813953,-4.7,26.502,0.466025641025641,156
"('chrXIII', 248580, 248833)",+,NM_001182366.1,30.517,-6.857142857142856,-4.15,42.249,0.4565217391304347,253
"('chrXIII', 254771, 255208)",+,NM_001182362.1,58.406,0.0,-7.508108108108102,91.443,0.3185354691075515,437
"('chrXIII', 270604, 270733)",-,NM_001182497.1,16.426,-2.8500000000000005,0.0,39.938,0.510077519379845,129
"('chrXIII', 280611, 281002)",-,NM_001182504.1,27.748,0.0,0.0,106.836,0.2687979539641943,391
"('chrXIII', 301452, 301587)",-,NM_001182511.1,27.348,-7.800000000000002,-4.12,32.209,0.4429629629629629,135
"('chrXIII', 303347, 303844)",-,NM_001182512.1,47.037,-13.1,0.0,115.786,0.3118712273641851,497
