ChrPos,Strand,Name,LocalizationMetric_RNAstructure_DMS_mfe,StartToBPStemMetric_RNAstructure_DMS_mfe,BPToEndStemMetric_RNAstructure_DMS_mfe,StartProtectionMetric_RNAstructure_DMS_mfe,EndProtectionMetric_RNAstructure_DMS_mfe,BPProtectionMetric_RNAstructure_DMS_mfe,ZipperStemStartMetric_RNAstructure_DMS_mfe,ZipperStemEndMetric_RNAstructure_DMS_mfe,LongestStemMetric_RNAstructure_DMS_mfe,NWJMetric_RNAstructure_DMS_mfe,MLDMetric_RNAstructure_DMS_mfe,LocalizationMetric_RNAstructure_mfe,StartToBPStemMetric_RNAstructure_mfe,BPToEndStemMetric_RNAstructure_mfe,StartProtectionMetric_RNAstructure_mfe,EndProtectionMetric_RNAstructure_mfe,BPProtectionMetric_RNAstructure_mfe,ZipperStemStartMetric_RNAstructure_mfe,ZipperStemEndMetric_RNAstructure_mfe,LongestStemMetric_RNAstructure_mfe,NWJMetric_RNAstructure_mfe,MLDMetric_RNAstructure_mfe,StartToBPStemMetric_RNAstructure_DMS_mfe_BPP,BPToEndStemMetric_RNAstructure_DMS_mfe_BPP,ZipperStemStartMetric_RNAstructure_DMS_mfe_BPP,ZipperStemEndMetric_RNAstructure_DMS_mfe_BPP,LongestStemMetric_RNAstructure_DMS_mfe_BPP,ThreeprimeDistStopFeature,RPKMFeature,LengthFeature,LocalizationMetric_Vienna_ens,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens,ZipperStemStartMetric_RNAstructure_mfe_BPP,ZipperStemEndMetric_RNAstructure_mfe_BPP,LongestStemMetric_RNAstructure_mfe_BPP
"('chrXI', 109577, 109883)",+,,69.0,0,0,0.0,0.0,0.0,-12.3,0.0,9,1,0.3300653594771242,21.0,0,0,0.4285714285714285,0.4285714285714285,0.7142857142857143,-12.3,0.0,25,1,0.29411764705882354,0,0,-12.3,0.0,22,,,306,20.614,-12.237373737373714,0.0,86.865,0.3477124183006536,-12.3,0.0,9
"('chrXI', 432034, 432432)",+,,63.0,0,0,0.0,0.0,0.0,-11.4,-4.0,26,0,0.3517587939698492,4.0,-1,0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.0,-4.0,27,0,0.3341708542713568,0,0,-11.4,-4.0,53,,,398,5.638,-17.852380952380948,-4.082828282828282,106.114,0.4138190954773869,0.0,-4.0,12
"('chrV', 396810, 397281)",+,,58.0,0,0,0.0,0.0,0.0,-13.7,-3.5,44,1,0.3014861995753715,27.0,0,0,0.5714285714285714,0.0,0.1428571428571428,-12.4,0.0,17,1,0.20169851380042464,0,0,-13.7,0.0,53,,,471,32.656,-13.899999999999991,-3.612195121951219,132.289,0.3171974522292994,0.0,0.0,6
"('chrIV', 230019, 230320)",+,,77.0,0,0,0.0,0.0,0.0,0.0,-11.3,13,0,0.2724252491694352,24.0,0,0,0.5714285714285714,0.0,0.0,-10.2,-11.3,17,0,0.2558139534883721,0,0,0.0,-11.3,26,,,301,19.021,-9.961797752809,-11.116129032258048,63.61,0.4691029900332227,0.0,-11.3,11
"('chrX', 91094, 91411)",+,,51.0,0,0,0.0,0.0,0.0,-15.1,0.0,16,0,0.3091482649842271,22.0,0,0,0.5714285714285714,0.7142857142857143,0.1428571428571428,-15.1,0.0,18,0,0.25236593059936907,0,0,-15.1,0.0,27,,,317,32.123,-15.440789473684214,-0.7,88.582,0.3867507886435331,-15.1,0.0,18
"('chrVIII', 126551, 127112)",+,,68.0,0,0,0.0,0.0,0.0,0.0,0.0,29,0,0.2727272727272727,33.0,0,0,0.7142857142857143,1.0,0.0,0.0,0.0,45,0,0.20855614973262032,0,0,0.0,0.0,40,,,561,32.623,0.0,0.0,151.181,0.3221033868092691,0.0,0.0,13
"('chrXIV', 62372, 62923)",-,,232.0,0,0,0.0,0.0,0.0,0.0,0.0,9,0,0.2286751361161524,29.0,0,0,0.0,0.8571428571428571,0.4285714285714285,0.0,0.0,32,3,0.15245009074410162,0,0,0.0,0.0,6,,,551,26.03,0.0,-4.299999999999999,112.887,0.3261343012704174,0.0,0.0,5
"('chrXV', 505937, 506338)",+,,56.0,0,0,0.0,0.0,0.0,-13.6,0.0,40,1,0.3790523690773067,53.0,0,0,0.0,0.1428571428571428,0.7142857142857143,0.0,0.0,41,3,0.3117206982543641,-1,0,-13.6,0.0,76,,,401,38.206,-13.2,0.0,107.565,0.4211970074812968,0.0,0.0,35
"('chrVII', 437941, 438397)",-,,131.0,0,0,0.4285714285714285,0.0,0.0,0.0,-5.6,12,0,0.168859649122807,23.0,0,0,0.4285714285714285,0.0,0.0,0.0,-4.7,16,0,0.13157894736842105,0,0,0.0,-5.6,12,,,456,28.102,-9.72,-5.101162790697672,98.94,0.2916666666666667,0.0,-4.7,12
"('chrIX', 99095, 99385)",-,,54.0,0,0,0.0,0.0,0.0,-10.3,-7.9,12,0,0.2793103448275862,30.0,0,0,0.1428571428571428,0.0,0.0,-8.5,-7.9,27,1,0.33793103448275863,0,0,0.0,-7.9,12,,,290,28.505,-9.55111111111111,-7.849494949494936,73.247,0.3917241379310344,0.0,-7.9,12
"('chrXVI', 75985, 76223)",-,,52.0,0,0,0.0,0.0,0.0,-5.9,0.0,13,0,0.3697478991596639,28.0,0,-1,0.4285714285714285,0.7142857142857143,0.5714285714285714,-14.2,0.0,20,1,0.23529411764705882,0,0,-5.9,0.0,19,,,238,22.409,-15.14591836734696,0.0,58.268,0.3953781512605042,0.0,0.0,0
"('chrXV', 93843, 94290)",-,,104.0,0,0,0.0,0.0,0.0,0.0,0.0,30,0,0.2483221476510067,5.0,-1,0,0.7142857142857143,0.0,0.5714285714285714,0.0,0.0,35,1,0.21252796420581654,0,0,0.0,0.0,89,,,447,7.143,0.0,0.0,144.089,0.2961968680089485,0.0,0.0,21
"('chrXII', 522669, 523028)",+,,68.0,0,0,0.0,0.0,0.0,-22.1,-5.4,19,0,0.3649025069637883,25.0,0,0,0.4285714285714285,0.0,0.0,-22.1,0.0,24,1,0.25348189415041783,0,0,-22.1,-5.4,8,,,359,22.339,-22.39791666666664,-5.237209302325585,90.28,0.3816155988857938,0.0,0.0,0
"('chrXI', 283095, 283421)",+,,48.0,0,0,0.0,0.0,0.0,-25.9,0.0,28,0,0.3343558282208589,48.0,0,0,0.7142857142857143,0.1428571428571428,0.5714285714285714,0.0,-4.3,39,1,0.29754601226993865,0,0,-25.9,0.0,15,,,326,50.296,-11.741176470588227,-4.300000000000006,92.758,0.3696319018404908,0.0,-4.3,6
"('chrIV', 117666, 118157)",+,,53.0,0,0,0.0,0.0,0.0,-15.2,0.0,12,0,0.3177189409368635,10.0,0,-1,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.0,-5.0,44,1,0.28716904276985744,0,0,0.0,0.0,8,,,491,15.711,-26.534285714285726,-4.758024691358024,129.238,0.375356415478615,0.0,0.0,0
"('chrII', 592416, 592768)",-,,87.0,0,0,0.0,0.0,0.0,0.0,0.0,17,0,0.4147727272727273,17.0,0,0,0.8571428571428571,0.2857142857142857,0.0,0.0,0.0,22,1,0.29829545454545453,0,0,0.0,0.0,11,,,352,16.949,-18.899999999999984,0.0,90.349,0.4056818181818181,0.0,0.0,11
"('chrII', 168424, 168808)",+,,70.0,0,0,0.0,0.0,0.0,-2.2,0.0,15,0,0.296875,20.0,0,0,0.0,0.0,0.0,0.0,0.0,23,0,0.171875,0,0,0.0,0.0,0,,,384,15.265,-13.35,-1.3,96.229,0.2666666666666666,0.0,0.0,0
"('chrIV', 308427, 308792)",+,,156.0,0,0,0.8571428571428571,0.0,0.0,0.0,0.0,9,0,0.2547945205479452,39.0,0,0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.0,14,2,0.2054794520547945,0,0,0.0,0.0,0,,,365,35.446,-13.1375,0.0,95.02,0.2975342465753424,0.0,0.0,5
"('chrXII', 242321, 242680)",+,,66.0,0,0,0.0,0.0,0.0,-24.0,0.0,29,0,0.3147632311977716,28.0,0,0,0.7142857142857143,0.0,0.4285714285714285,0.0,0.0,14,0,0.23119777158774374,0,0,-24.0,0.0,33,,,359,21.338,-22.81081081081081,0.0,77.379,0.3211699164345404,0.0,0.0,0
"('chrXII', 931349, 931698)",-,,59.0,0,0,0.0,0.0,0.0,-8.1,0.0,22,0,0.1948424068767908,23.0,0,0,0.7142857142857143,0.0,0.8571428571428571,-37.7,0.0,39,2,0.3037249283667622,0,0,0.0,0.0,14,,,349,22.206,-36.64578313253008,0.0,107.695,0.3893982808022922,-37.7,0.0,12
"('chrIX', 68715, 69149)",+,,86.0,0,0,0.0,0.0,0.0,0.0,0.0,12,0,0.3456221198156682,19.0,0,0,0.7142857142857143,0.4285714285714285,0.7142857142857143,0.0,0.0,27,1,0.16820276497695852,0,0,0.0,0.0,12,,,434,27.074,-8.6,-0.0625,98.163,0.3154377880184331,0.0,0.0,11
"('chrVIII', 382306, 382747)",-,,139.0,0,0,0.0,0.0,0.0,0.0,0.0,11,0,0.2947845804988662,66.0,0,0,0.4285714285714285,0.8571428571428571,0.5714285714285714,0.0,0.0,26,0,0.19047619047619047,0,0,0.0,0.0,0,,,441,61.797,0.0,0.0,55.752,0.4274376417233559,0.0,0.0,0
"('chrII', 60193, 60697)",-,,54.0,0,0,0.0,0.0,0.0,-12.7,0.0,14,0,0.3293650793650793,45.0,0,0,0.4285714285714285,0.5714285714285714,0.0,0.0,0.0,20,1,0.24603174603174602,0,0,-12.7,0.0,7,,,504,44.01,-17.2,-5.4,127.038,0.3682539682539683,0.0,0.0,0
"('chrIV', 579478, 580017)",+,,114.0,0,0,0.0,0.0,0.5714285714285714,0.0,0.0,15,1,0.2597402597402597,6.0,0,0,1.0,0.0,0.8571428571428571,0.0,0.0,23,0,0.19851576994434136,0,0,0.0,0.0,10,,,539,13.527,0.0,0.0,166.143,0.2643784786641929,0.0,0.0,10
"('chrXVI', 377995, 378389)",-,,56.0,0,0,0.0,0.0,0.0,-6.9,0.0,12,0,0.3680203045685279,19.0,0,0,0.5714285714285714,0.7142857142857143,0.0,-18.4,0.0,23,1,0.21065989847715735,0,0,-6.9,0.0,12,,,394,18.181,-14.89347826086956,-5.4,95.6,0.3637055837563452,-18.4,0.0,6
"('chrV', 306325, 306791)",+,,64.0,0,0,0.0,0.0,0.0,-12.0,0.0,17,0,0.2510729613733906,45.0,0,0,0.4285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.0,18,1,0.19957081545064378,0,0,0.0,0.0,0,,,466,26.232,-13.980281690140853,-3.628571428571429,114.198,0.3381974248927039,0.0,0.0,0
"('chrXI', 618374, 618742)",-,,140.0,0,0,0.0,0.0,0.0,0.0,-15.3,16,0,0.2391304347826087,5.0,0,0,0.8571428571428571,0.0,0.8571428571428571,-18.8,-15.7,45,2,0.3179347826086957,0,0,0.0,-15.3,14,,,368,22.084,-19.560526315789456,-15.291999999999993,99.042,0.4413043478260869,0.0,-15.7,14
"('chrXII', 898157, 898645)",+,,66.0,0,0,0.0,0.0,0.0,0.0,0.0,15,0,0.25,1.0,-1,0,0.7142857142857143,0.0,0.5714285714285714,-16.7,0.0,34,1,0.20901639344262296,0,0,0.0,0.0,15,,,488,2.226,-17.82020202020205,0.0,132.679,0.3530737704918032,0.0,0.0,16
"('chrII', 606280, 606668)",+,,56.0,0,0,0.0,0.0,0.0,-14.8,-4.8,9,0,0.268041237113402,25.0,0,0,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.0,-4.8,21,0,0.2912371134020619,0,0,0.0,0.0,22,,,388,21.185,-15.775,-4.800000000000008,94.406,0.3494845360824742,0.0,0.0,9
"('chrXIV', 443826, 444171)",-,,44.0,0,0,0.0,0.0,0.0,-23.5,0.0,18,0,0.3565217391304348,44.0,0,0,0.0,0.7142857142857143,0.2857142857142857,-27.3,0.0,25,0,0.23478260869565218,0,0,-23.5,0.0,23,,,345,40.388,-25.44100000000001,0.0,91.377,0.3014492753623188,-27.3,0.0,18
"('chrV', 423590, 423951)",+,,62.0,0,0,0.0,0.0,0.0,-13.2,0.0,17,0,0.3102493074792243,31.0,0,0,0.4285714285714285,0.1428571428571428,0.7142857142857143,0.0,0.0,41,2,0.37950138504155123,0,0,0.0,0.0,5,,,361,30.576,-17.133333333333336,0.0,108.527,0.4088642659279777,0.0,0.0,0
"('chrXV', 92440, 92830)",-,,161.0,0,0,0.0,0.0,0.7142857142857143,0.0,0.0,10,0,0.2487179487179487,21.0,0,0,0.4285714285714285,0.5714285714285714,1.0,-17.4,0.0,24,1,0.24102564102564103,0,0,0.0,0.0,0,,,390,24.844,-15.99066666666666,-1.4,104.467,0.3312820512820512,0.0,0.0,0
"('chrXVI', 406646, 407067)",+,,26.0,0,0,0.5714285714285714,0.0,0.0,0.0,0.0,7,0,0.3657957244655582,10.0,0,0,0.2857142857142857,0.0,0.0,0.0,-11.4,32,1,0.27315914489311166,0,0,0.0,0.0,0,,,421,10.823,0.0,-9.38080808080808,109.92,0.346793349168646,0.0,0.0,0
"('chrXV', 778859, 779386)",-,,118.0,0,0,0.0,0.0,0.0,0.0,0.0,12,0,0.3358633776091081,51.0,0,0,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.0,0.0,35,0,0.16888045540796964,0,0,0.0,0.0,6,,,527,37.344,-16.7,-2.0083333333333333,124.525,0.320303605313093,0.0,0.0,0
"('chrV', 362732, 363092)",+,,56.0,0,0,0.0,0.0,0.0,-6.1,0.0,7,0,0.2166666666666666,11.0,-1,0,0.7142857142857143,0.0,0.0,-19.8,0.0,18,0,0.2111111111111111,0,0,0.0,0.0,6,,,360,13.065,-19.732467532467503,0.0,91.121,0.3658333333333333,-19.8,0.0,10
"('chrIV', 217602, 218007)",+,,64.0,0,0,0.0,0.0,0.0,0.0,0.0,10,0,0.2271604938271605,47.0,0,0,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.0,0.0,28,3,0.2074074074074074,0,0,0.0,0.0,17,,,405,36.995,0.0,0.0,108.066,0.359753086419753,0.0,0.0,10
"('chrXIV', 331325, 331837)",+,,205.0,0,0,0.0,0.0,0.0,0.0,0.0,10,0,0.201171875,11.0,-1,0,0.8571428571428571,0.0,0.5714285714285714,-9.5,0.0,21,1,0.169921875,0,0,0.0,0.0,8,,,512,13.313,-9.483505154639175,-0.3153846153846152,134.272,0.2939453125,0.0,0.0,8
"('chrVII', 534473, 534785)",-,,65.0,0,0,0.0,0.0,0.0,-8.1,0.0,9,0,0.3557692307692308,25.0,0,0,0.0,0.0,0.5714285714285714,-8.1,0.0,12,1,0.32051282051282054,0,0,0.0,0.0,0,,,312,19.263,-8.100000000000012,-2.8,77.187,0.3589743589743589,0.0,0.0,0
"('chrII', 414753, 415259)",-,,94.0,0,0,0.0,0.0,0.0,0.0,0.0,20,1,0.3794466403162055,10.0,0,0,0.2857142857142857,0.0,0.2857142857142857,-8.4,0.0,20,0,0.24308300395256918,0,0,0.0,0.0,43,,,506,8.3,-14.252127659574455,0.0,148.209,0.3316205533596837,0.0,0.0,20
"('chrXI', 158615, 158966)",+,,130.0,0,0,0.0,0.0,0.0,0.0,0.0,18,0,0.3304843304843304,31.0,0,0,0.2857142857142857,0.2857142857142857,0.4285714285714285,0.0,0.0,40,0,0.17094017094017094,0,0,0.0,0.0,18,,,351,31.984,0.0,0.0,64.365,0.421082621082621,0.0,0.0,0
"('chrXI', 551680, 552002)",+,,84.0,0,0,0.0,0.0,0.0,-9.5,0.0,11,0,0.4037267080745341,20.0,0,0,0.5714285714285714,0.5714285714285714,0.0,-22.5,0.0,33,0,0.2919254658385093,0,0,0.0,0.0,33,,,322,17.47,-22.369,0.0,87.2,0.4046583850931677,-22.5,0.0,11
"('chrVII', 787786, 788178)",-,,46.0,0,0,0.1428571428571428,0.0,0.0,0.0,-11.0,18,0,0.1607142857142857,31.0,0,0,0.7142857142857143,0.1428571428571428,0.4285714285714285,-28.2,-10.8,27,2,0.21173469387755103,0,0,0.0,-11.0,13,,,392,29.394,-27.26299999999999,-11.13499999999999,109.976,0.3400510204081632,0.0,-10.8,13
"('chrXII', 819330, 819777)",+,,64.0,0,0,0.0,0.0,0.0,-9.3,0.0,15,0,0.3131991051454139,35.0,0,0,0.5714285714285714,1.0,0.7142857142857143,0.0,0.0,27,2,0.21700223713646533,0,0,0.0,0.0,15,,,447,29.371,-15.9,0.0,119.893,0.3642058165548098,0.0,0.0,16
"('chrXV', 900767, 901193)",-,,59.0,0,0,0.0,0.0,0.5714285714285714,0.0,0.0,7,0,0.3732394366197183,4.0,-1,0,0.8571428571428571,0.0,0.4285714285714285,-14.7,-3.1,26,2,0.19718309859154928,0,0,0.0,0.0,7,,,426,16.5,-17.048888888888893,-3.040322580645158,112.59,0.3436619718309859,0.0,0.0,7
"('chrXIII', 551951, 552495)",+,,217.0,0,0,0.0,0.0,0.0,0.0,0.0,16,0,0.2794117647058823,8.0,-1,0,0.8571428571428571,0.0,0.4285714285714285,0.0,0.0,28,1,0.23897058823529413,0,0,0.0,0.0,0,,,544,14.101,0.0,0.0,154.986,0.3178308823529412,0.0,0.0,5
"('chrXII', 795912, 796335)",-,,29.0,0,0,0.4285714285714285,0.0,0.0,0.0,0.0,21,1,0.2860520094562648,43.0,0,0,0.4285714285714285,0.5714285714285714,0.7142857142857143,0.0,0.0,53,0,0.26713947990543735,0,0,0.0,0.0,35,,,423,38.017,0.0,0.0,107.129,0.342080378250591,0.0,0.0,10
"('chrXII', 1028868, 1029252)",+,,69.0,0,0,0.0,0.0,0.0,-20.1,0.0,12,0,0.328125,30.0,0,-1,0.0,0.0,0.7142857142857143,-22.1,0.0,20,0,0.203125,0,0,0.0,0.0,7,,,384,21.356,-21.127272727272693,-6.457647058823531,92.462,0.3458333333333333,0.0,0.0,7
"('chrIV', 1401800, 1402184)",+,,123.0,0,0,0.0,0.0,0.0,0.0,0.0,11,0,0.2552083333333333,13.0,0,0,0.8571428571428571,0.0,0.7142857142857143,-14.1,0.0,18,3,0.23958333333333334,0,0,0.0,0.0,9,,,384,15.255,-13.93103448275862,0.0,107.723,0.31015625,0.0,0.0,8
"('chrXIII', 550801, 551203)",-,,145.0,0,0,0.0,0.0,0.0,0.0,0.0,7,0,0.2437810945273631,29.0,0,0,0.5714285714285714,1.0,0.5714285714285714,0.0,0.0,33,2,0.1691542288557214,0,0,0.0,0.0,15,,,402,27.213,-6.922222222222223,0.0,88.678,0.3340796019900497,0.0,0.0,7
"('chrIX', 231957, 232366)",-,,136.0,0,-1,0.0,0.0,0.0,0.0,-8.9,14,1,0.2860635696821516,64.0,0,0,0.0,0.4285714285714285,0.8571428571428571,0.0,0.0,40,0,0.24449877750611246,0,-1,0.0,-8.9,14,,,409,41.235,-15.7,-8.899999999999991,99.127,0.3317848410757945,0.0,0.0,12
"('chrXIII', 753742, 754219)",-,,76.0,0,0,0.0,0.0,0.0,-11.3,0.0,8,1,0.389937106918239,20.0,0,0,0.8571428571428571,0.0,0.7142857142857143,-21.1,-1.6,28,1,0.22012578616352202,0,0,0.0,0.0,0,,,477,19.695,-19.29199999999997,-1.687654320987652,112.929,0.4048218029350104,0.0,0.0,0
"('chrIV', 1355236, 1355550)",-,,129.0,0,0,0.0,0.0,0.0,0.0,0.0,7,0,0.286624203821656,30.0,0,0,0.4285714285714285,0.5714285714285714,0.1428571428571428,-15.5,0.0,41,1,0.22929936305732485,0,0,0.0,0.0,0,,,314,34.164,-15.915277777777776,-1.56,79.005,0.371656050955414,0.0,0.0,0
"('chrVI', 223440, 223771)",-,,62.0,0,0,0.0,0.0,0.0,0.0,0.0,9,0,0.29607250755287,43.0,0,0,0.0,0.0,0.7142857142857143,0.0,0.0,16,1,0.28700906344410876,0,0,0.0,0.0,14,,,331,36.927,-8.746153846153845,-6.5,85.727,0.3465256797583081,0.0,0.0,7
"('chrVI', 221267, 221414)",-,,72.0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,6,0,0.3061224489795918,25.0,0,0,0.7142857142857143,0.0,1.0,0.0,0.0,13,0,0.23129251700680273,0,0,0.0,0.0,0,,,147,15.254,-6.648837209302328,-0.8000000000000002,25.678,0.4870748299319728,0.0,0.0,0
"('chrXIII', 651160, 651623)",+,,57.0,0,0,0.0,0.0,0.0,-14.1,0.0,12,0,0.3412526997840173,26.0,0,0,0.7142857142857143,0.4285714285714285,0.5714285714285714,0.0,0.0,21,0,0.1490280777537797,0,0,0.0,0.0,8,,,463,21.689,-14.100000000000003,-3.7285714285714286,119.373,0.2879049676025918,0.0,0.0,8
"('chrX', 73796, 74204)",+,,58.0,0,0,0.0,0.0,0.0,0.0,0.0,23,1,0.2916666666666667,22.0,0,0,1.0,0.7142857142857143,0.0,-25.3,0.0,29,1,0.33088235294117646,0,0,0.0,0.0,44,,,408,21.907,-26.656000000000017,0.0,140.058,0.353186274509804,-25.3,0.0,25
"('chrVIII', 104405, 104803)",+,,66.0,0,0,0.0,0.0,0.0,-15.2,-5.9,10,0,0.2989949748743719,3.0,-1,0,0.8571428571428571,0.0,0.2857142857142857,-19.3,-5.9,26,1,0.271356783919598,0,0,-15.2,-5.9,23,,,398,6.545,-18.93899999999997,-6.160999999999991,94.451,0.3675879396984925,-19.3,-5.9,11
"('chrXIII', 123742, 124157)",-,,64.0,0,0,0.0,0.0,0.0,-17.4,0.0,9,0,0.2939759036144578,48.0,0,0,0.7142857142857143,0.0,0.5714285714285714,-19.1,0.0,20,3,0.30120481927710846,0,0,-17.4,0.0,18,,,415,36.062,-18.584931506849305,0.0,89.908,0.412289156626506,-19.1,0.0,9
"('chrXII', 856574, 857057)",+,,96.0,0,0,0.0,0.0,0.0,0.0,0.0,18,1,0.2298136645962732,39.0,0,0,0.0,0.0,0.0,-26.4,0.0,75,0,0.3188405797101449,0,0,0.0,0.0,57,,,483,15.348,-16.592473118279568,0.0,135.837,0.406832298136646,0.0,0.0,17
"('chrXV', 678379, 678790)",-,,80.0,0,-1,0.0,0.0,0.0,0.0,-4.6,12,0,0.2579075425790754,17.0,0,-1,0.0,0.0,0.4285714285714285,-24.8,-4.6,34,1,0.24574209245742093,0,-1,0.0,-4.6,27,,,411,17.422,-24.1518987341772,-4.577659574468092,99.899,0.3243309002433089,-24.8,-4.6,12
"('chrX', 608306, 608581)",+,,71.0,0,0,0.0,0.0,0.0,-12.7,0.0,11,0,0.3054545454545455,35.0,0,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,-26.5,0.0,25,0,0.28,0,0,0.0,0.0,0,,,275,34.182,-29.95757575757576,0.0,82.119,0.4069090909090908,0.0,0.0,0
"('chrXIII', 163308, 163716)",-,,53.0,0,0,0.0,0.0,0.0,-11.0,-10.0,34,0,0.267156862745098,40.0,0,0,0.5714285714285714,0.5714285714285714,0.0,-11.0,-13.2,37,1,0.22549019607843138,0,0,-11.0,-10.0,31,,,408,41.045,-12.606000000000003,-15.445000000000014,83.036,0.4147058823529411,-11.0,-10.0,30
"('chrXVI', 404956, 405457)",+,,62.0,0,0,0.0,0.0,0.0,0.0,0.0,35,0,0.2395209580838323,8.0,0,-1,0.4285714285714285,0.8571428571428571,0.5714285714285714,0.0,0.0,48,2,0.22954091816367264,0,0,0.0,0.0,63,,,501,13.121,0.0,-1.5,165.573,0.3181636726546907,0.0,0.0,37
"('chrXIV', 64018, 64450)",-,,50.0,0,0,0.0,0.0,0.0,0.0,0.0,22,0,0.1805555555555555,17.0,0,0,0.5714285714285714,0.7142857142857143,0.0,0.0,-0.1,22,1,0.1875,0,0,0.0,0.0,22,,,432,15.608,0.0,-0.0569620253164556,120.978,0.2666666666666667,0.0,0.0,22
"('chrIV', 340810, 341219)",-,,76.0,0,0,0.0,0.0,0.0,-17.5,0.0,10,0,0.3300733496332518,23.0,0,0,0.4285714285714285,0.4285714285714285,0.0,-21.9,0.0,21,1,0.19315403422982885,0,0,-17.5,0.0,10,,,409,23.417,-20.80404040404039,-1.9,103.621,0.3376528117359413,-21.9,0.0,11
"('chrVII', 148598, 148966)",-,,71.0,0,0,0.0,0.0,0.0,-15.4,0.0,11,0,0.2853260869565217,24.0,0,-1,0.0,0.8571428571428571,0.7142857142857143,-16.0,0.0,19,1,0.15489130434782608,0,0,0.0,0.0,11,,,368,30.952,-16.305050505050506,-2.6,96.14,0.2790760869565217,0.0,0.0,12
"('chrVI', 64599, 64920)",-,,101.0,0,0,0.0,0.7142857142857143,0.4285714285714285,0.0,0.0,17,0,0.1838006230529595,16.0,0,0,0.4285714285714285,0.5714285714285714,0.7142857142857143,0.0,0.0,19,0,0.21806853582554517,0,0,0.0,0.0,11,,,321,17.397,0.0,0.0,85.489,0.3361370716510903,0.0,0.0,16
"('chrXIV', 721770, 722302)",-,,84.0,0,0,0.0,0.0,0.0,-14.6,0.0,29,2,0.2575187969924812,5.0,0,-1,0.5714285714285714,0.0,0.7142857142857143,-17.6,-3.2,30,1,0.26879699248120303,0,0,0.0,0.0,57,,,532,31.026,-16.789999999999974,-3.0,142.006,0.3223684210526316,0.0,0.0,15
"('chrXIII', 652775, 652847)",-,,49.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.4861111111111111,24.0,0,0,0.0,0.0,0.0,0.0,0.0,6,0,0.4166666666666667,0,0,0.0,0.0,0,,,72,20.488,0.0,0.0,9.33,0.6499999999999999,0.0,0.0,0
