ChrPos,Strand,Name,LocalizationMetric_RNAstructure_DMS_mfe,StartToBPStemMetric_RNAstructure_DMS_mfe_BPP,BPToEndStemMetric_RNAstructure_DMS_mfe_BPP,StartProtectionMetric_RNAstructure_DMS_mfe,EndProtectionMetric_RNAstructure_DMS_mfe,BPProtectionMetric_RNAstructure_DMS_mfe,ZipperStemStartMetric_RNAstructure_DMS_mfe_BPP,ZipperStemEndMetric_RNAstructure_DMS_mfe_BPP,LongestStemMetric_RNAstructure_DMS_mfe_BPP,NWJMetric_RNAstructure_DMS_mfe,MLDMetric_RNAstructure_DMS_mfe,LocalizationMetric_RNAstructure_mfe,StartToBPStemMetric_RNAstructure_mfe,BPToEndStemMetric_RNAstructure_mfe,StartProtectionMetric_RNAstructure_mfe,EndProtectionMetric_RNAstructure_mfe,BPProtectionMetric_RNAstructure_mfe,ZipperStemStartMetric_RNAstructure_mfe,ZipperStemEndMetric_RNAstructure_mfe,LongestStemMetric_RNAstructure_mfe,NWJMetric_RNAstructure_mfe,MLDMetric_RNAstructure_mfe
"('chrXII', 117521, 117928)",+,,20.0,0,0,0.2857142857142857,0.0,0.4285714285714285,0.0,0.0,12,0,0.3243243243243243,21.0,0,0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,65,1,0.3046683046683047
"('chrXII', 133704, 134062)",+,,240.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.7681564245810056,60.0,0,0,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.0,0.0,76,0,0.3128491620111732
"('chrXII', 155493, 155614)",-,,25.0,0,0,0.0,0.0,0.1428571428571428,0.0,0.0,0,0,0.6363636363636364,16.0,0,0,0.7142857142857143,0.2857142857142857,0.8571428571428571,0.0,0.0,24,0,0.5454545454545454
"('chrXII', 297929, 298375)",-,,36.0,0,0,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.0,0.0,12,0,0.4596412556053811,76.0,0,0,0.42857142857142855,0.8571428571428571,0.42857142857142855,0.0,0.0,101,1,0.35201793721973096
"('chrXII', 335211, 335456)",+,,70.0,0,0,0.0,0.0,0.0,0.0,0.0,7,0,0.5387755102040817,20.0,0,-1,0.5714285714285714,0.7142857142857143,0.8571428571428571,-9.0,0.0,56,2,0.37142857142857144
"('chrXII', 520961, 521337)",-,,10.0,0,0,0.4285714285714285,0.2857142857142857,0.2857142857142857,0.0,0.0,7,0,0.601063829787234,7.0,-1,0,0.8571428571428571,0.2857142857142857,0.8571428571428571,0.0,0.0,103,1,0.30851063829787234
"('chrXII', 638381, 638879)",+,,20.0,0,0,0.2857142857142857,0.0,0.8571428571428571,0.0,0.0,5,0,0.7068273092369478,65.0,0,0,0.7142857142857143,0.8571428571428571,1.0,0.0,0.0,148,2,0.3253012048192771
"('chrXII', 718642, 718835)",-,,6.0,0,0,0.4285714285714285,0.5714285714285714,0.7142857142857143,0.0,0.0,0,0,0.6113989637305699,16.0,0,0,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.0,0.0,50,0,0.43005181347150256
"('chrXII', 740728, 740898)",-,,22.0,0,0,0.0,0.0,0.0,0.0,0.0,19,0,0.5470588235294118,22.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,0.3411764705882353
"('chrXII', 780330, 780462)",+,,34.0,0,0,0.5714285714285714,0.0,0.1428571428571428,0.0,0.0,0,0,0.7348484848484849,29.0,0,0,0.8571428571428571,0.2857142857142857,0.5714285714285714,-5.0,0.0,17,0,0.5909090909090909
"('chrXII', 790596, 790726)",-,,43.0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0,0,0.5153846153846153,48.0,0,0,0.0,0.8571428571428571,0.2857142857142857,-2.6,0.0,34,0,0.5
"('chrXII', 813609, 814046)",+,,17.0,0,0,0.2857142857142857,0.8571428571428571,0.7142857142857143,0.0,-7.6,9,0,0.4096109839816934,16.0,0,0,0.7142857142857143,0.5714285714285714,0.8571428571428571,-20.1,-10.2,113,1,0.30663615560640733
"('chrXII', 948857, 949177)",+,,55.0,0,0,0.0,0.0,0.0,0.0,0.0,14,0,0.484375,53.0,0,0,0.0,0.2857142857142857,0.7142857142857143,0.0,0.0,46,0,0.39375
"('chrXII', 961558, 961813)",+,,102.0,0,0,0.0,0.0,0.0,0.0,0.0,5,0,0.6274509803921569,53.0,0,0,0.0,0.8571428571428571,1.0,0.0,0.0,66,0,0.3607843137254902
"('chrXIV', 92628, 92926)",+,,135.0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,13,0,0.5671140939597316,41.0,0,0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,88,0,0.2953020134228188
"('chrXIV', 181981, 182184)",-,,128.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.7438423645320197,38.0,0,0,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,59,1,0.3793103448275862
"('chrXIV', 184928, 185127)",+,,61.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.6432160804020101,44.0,0,0,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,23,0,0.4221105527638191
"('chrXIV', 204762, 204966)",+,,174.0,0,-1,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,8,0,0.9019607843137256,29.0,0,0,0.0,1.0,0.42857142857142855,0.0,0.0,42,0,0.37254901960784315
"('chrXIV', 343497, 343667)",-,,66.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.6294117647058823,21.0,0,-1,0.0,0.8571428571428571,0.14285714285714285,-9.8,-3.1,24,1,0.3764705882352941
"('chrXIV', 375878, 376380)",+,,33.0,0,0,0.0,0.4285714285714285,0.0,0.0,0.0,6,0,0.398406374501992,16.0,0,0,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.0,0.0,144,1,0.36254980079681276
"('chrXIV', 469158, 469393)",+,,111.0,0,0,0.0,0.0,0.0,0.0,-10.7,7,0,0.6723404255319149,37.0,0,0,0.0,0.42857142857142855,0.14285714285714285,0.0,-10.7,65,0,0.3021276595744681
"('chrXIV', 487204, 487566)",-,,46.0,0,0,0.0,0.0,0.0,0.0,-6.5,21,0,0.4917127071823204,47.0,0,0,0.0,0.42857142857142855,0.0,0.0,0.0,78,0,0.3756906077348066
"('chrXIV', 543698, 543873)",+,,13.0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,6,0,0.5714285714285714,17.0,0,0,0.5714285714285714,0.7142857142857143,1.0,-13.4,0.0,51,1,0.4857142857142857
"('chrXIV', 663458, 663557)",+,,32.0,0,0,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.0,0.0,6,0,0.494949494949495,25.0,0,0,0.5714285714285714,0.7142857142857143,1.0,-3.3,0.0,10,0,0.3838383838383838
"('chrXIV', 728930, 729385)",-,,85.0,0,-1,0.0,0.7142857142857143,0.8571428571428571,0.0,0.0,9,0,0.4439560439560439,33.0,0,-1,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.0,0.0,84,1,0.3274725274725275
"('chrXIV', 728380, 728869)",-,,114.0,0,0,0.0,0.0,0.0,0.0,0.0,5,0,0.3640081799591002,47.0,0,0,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.0,0.0,97,2,0.37627811860940696
"('chrXIV', 756894, 757365)",-,,11.0,0,0,0.5714285714285714,0.0,0.0,0.0,0.0,11,0,0.5562632696390658,11.0,0,0,0.8571428571428571,0.0,0.42857142857142855,0.0,0.0,138,2,0.2823779193205945
"('chrXVI', 101293, 101445)",+,,21.0,0,0,0.8571428571428571,0.4285714285714285,0.0,0.0,0.0,0,1,0.5131578947368421,8.0,0,0,0.8571428571428571,0.0,0.5714285714285714,0.0,0.0,23,1,0.4407894736842105
"('chrXVI', 113866, 114165)",+,,71.0,0,0,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,13,1,0.4882943143812709,71.0,0,0,0.0,0.7142857142857143,0.7142857142857143,0.0,0.0,71,1,0.3979933110367893
"('chrXVI', 123791, 124280)",+,,69.0,0,0,0.0,0.0,0.0,0.0,0.0,6,0,0.5398773006134969,44.0,0,0,0.0,0.7142857142857143,0.42857142857142855,-32.2,0.0,152,2,0.3231083844580777
"('chrXVI', 294478, 294724)",-,,91.0,0,0,0.0,0.1428571428571428,0.2857142857142857,0.0,0.0,6,0,0.5934959349593496,9.0,0,0,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,39,0,0.35365853658536583
"('chrXVI', 485398, 485561)",+,,36.0,0,0,0.1428571428571428,0.8571428571428571,0.0,0.0,0.0,10,1,0.4355828220858895,36.0,0,0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0,30,1,0.4539877300613497
"('chrXVI', 612580, 612740)",+,,124.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.93125,14.0,0,0,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,33,0,0.425
"('chrXVI', 642823, 643191)",+,,27.0,0,0,0.0,0.7142857142857143,0.0,0.0,0.0,14,0,0.296195652173913,31.0,0,0,0.5714285714285714,0.7142857142857143,0.0,0.0,0.0,101,1,0.24456521739130435
"('chrXVI', 712227, 712563)",-,,49.0,0,0,0.0,0.8571428571428571,0.5714285714285714,0.0,0.0,13,0,0.4136904761904761,49.0,0,0,0.0,0.8571428571428571,0.5714285714285714,0.0,-7.4,81,0,0.21726190476190477
"('chrXVI', 727168, 727622)",+,,41.0,0,-1,0.0,0.8571428571428571,1.0,0.0,0.0,14,0,0.3303964757709251,28.0,0,-1,0.0,0.8571428571428571,1.0,0.0,0.0,138,1,0.2444933920704846
"('chrXVI', 743758, 743911)",+,,62.0,0,0,0.0,0.7142857142857143,0.8571428571428571,0.0,0.0,25,1,0.5947712418300654,46.0,0,0,0.0,0.7142857142857143,0.8571428571428571,0.0,0.0,38,1,0.49019607843137253
"('chrXVI', 760387, 760924)",+,,33.0,0,0,0.0,0.4285714285714285,0.0,0.0,0.0,5,0,0.5083798882681564,17.0,0,0,1.0,0.42857142857142855,0.7142857142857143,0.0,0.0,152,0,0.27001862197392923
"('chrXVI', 823171, 823613)",+,,71.0,0,0,0.0,0.2857142857142857,0.1428571428571428,0.0,0.0,7,1,0.3642533936651583,29.0,0,0,0.2857142857142857,1.0,0.42857142857142855,0.0,0.0,117,3,0.31221719457013575
"('chrXVI', 858962, 859322)",+,,25.0,0,0,0.7142857142857143,0.4285714285714285,0.4285714285714285,0.0,0.0,9,0,0.45,13.0,0,0,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.0,0.0,65,1,0.34444444444444444
"('chrXVI', 862356, 862851)",+,,74.0,0,0,0.0,0.0,0.8571428571428571,0.0,0.0,16,0,0.4202020202020202,25.0,0,0,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.0,-8.8,140,1,0.29494949494949496
"('chrVIII', 41597, 41917)",+,,52.0,0,0,1.0,0.0,0.8571428571428571,0.0,0.0,8,0,0.409375,47.0,0,0,1.0,0.2857142857142857,1.0,0.0,0.0,56,1,0.4
"('chrVIII', 42809, 43005)",+,,72.0,0,0,0.0,0.7142857142857143,0.5714285714285714,0.0,0.0,7,0,0.6224489795918368,33.0,0,0,0.0,0.14285714285714285,0.5714285714285714,0.0,0.0,52,0,0.42857142857142855
"('chrVIII', 49598, 50033)",+,,68.0,0,0,0.0,0.7142857142857143,0.4285714285714285,0.0,0.0,0,0,0.5747126436781609,78.0,0,0,0.0,0.8571428571428571,0.8571428571428571,0.0,0.0,87,1,0.34022988505747126
"('chrVIII', 163054, 163546)",-,,25.0,0,0,0.0,0.7142857142857143,0.4285714285714285,0.0,0.0,19,1,0.4126016260162601,28.0,0,0,0.0,0.7142857142857143,0.42857142857142855,0.0,0.0,113,0,0.2784552845528455
"('chrVIII', 186251, 186433)",-,,25.0,0,0,0.4285714285714285,0.0,0.0,0.0,0.0,15,0,0.4230769230769231,40.0,0,0,0.5714285714285714,0.42857142857142855,0.7142857142857143,0.0,0.0,29,0,0.38461538461538464
"('chrVIII', 224058, 224476)",-,,63.0,0,0,0.4285714285714285,0.2857142857142857,0.5714285714285714,0.0,0.0,10,0,0.4282296650717703,26.0,0,0,0.42857142857142855,0.0,0.8571428571428571,0.0,0.0,127,0,0.22009569377990432
"('chrVIII', 326295, 326584)",+,,34.0,0,0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,18,0,0.4013840830449827,26.0,0,0,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.0,86,1,0.3944636678200692
"('chrVIII', 442666, 443168)",+,,48.0,0,0,0.5714285714285714,0.0,0.5714285714285714,0.0,0.0,5,0,0.4163346613545817,47.0,0,0,0.7142857142857143,0.42857142857142855,0.5714285714285714,0.0,0.0,129,0,0.2868525896414343
"('chrVIII', 507219, 507494)",+,,13.0,0,0,0.4285714285714285,0.4285714285714285,0.2857142857142857,0.0,0.0,7,0,0.4036363636363636,37.0,0,0,0.8571428571428571,0.2857142857142857,0.14285714285714285,0.0,0.0,87,1,0.3236363636363636
"('chrVIII', 526337, 526529)",+,,33.0,0,0,0.0,0.0,0.0,0.0,0.0,6,0,0.3958333333333333,49.0,0,0,0.0,0.0,0.0,0.0,0.0,40,0,0.4166666666666667
"('chrXIII', 262184, 262352)",-,,13.0,0,0,0.0,0.0,0.5714285714285714,0.0,0.0,0,0,0.6726190476190477,4.0,-1,0,0.8571428571428571,0.14285714285714285,0.7142857142857143,0.0,-5.4,47,1,0.5297619047619048
"('chrXIII', 394150, 394326)",+,,92.0,0,0,0.0,0.0,0.0,0.0,0.0,10,0,0.6534090909090909,23.0,0,0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,48,0,0.4431818181818182
"('chrXIII', 11524, 11809)",-,,159.0,0,0,0.0,0.0,0.4285714285714285,0.0,0.0,5,0,0.6877192982456141,31.0,0,0,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.0,0.0,44,0,0.40350877192982454
"('chrXIII', 133867, 134068)",+,,44.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.7213930348258707,27.0,0,0,0.0,0.8571428571428571,0.2857142857142857,-32.2,0.0,60,0,0.5024875621890548
"('chrXIII', 156208, 156590)",-,,92.0,0,0,1.0,0.0,0.2857142857142857,0.0,0.0,10,0,0.5575916230366492,40.0,0,0,0.7142857142857143,0.0,0.42857142857142855,0.0,0.0,82,0,0.4109947643979058
"('chrXIII', 203284, 203595)",-,,48.0,0,0,0.7142857142857143,0.0,0.5714285714285714,0.0,0.0,12,0,0.3569131832797427,19.0,0,-1,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.0,0.0,53,0,0.3086816720257235
"('chrXIII', 248780, 249033)",+,,48.0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0,0,0.4071146245059288,27.0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,57,0,0.3241106719367589
"('chrXIII', 254971, 255408)",+,,44.0,0,0,0.4285714285714285,0.0,0.2857142857142857,0.0,0.0,18,0,0.425629290617849,66.0,0,0,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.0,0.0,61,1,0.39359267734553777
"('chrXIII', 270404, 270533)",-,,63.0,0,0,0.0,0.2857142857142857,0.1428571428571428,0.0,0.0,0,0,0.6589147286821705,22.0,0,0,0.14285714285714285,0.42857142857142855,1.0,0.0,0.0,21,0,0.5426356589147286
"('chrXIII', 280411, 280802)",-,,19.0,0,0,0.5714285714285714,0.5714285714285714,0.0,0.0,0.0,16,0,0.4271099744245524,10.0,-1,0,0.7142857142857143,0.0,0.0,0.0,0.0,91,0,0.35294117647058826
"('chrXIII', 301252, 301387)",-,,69.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.9925925925925926,11.0,0,0,0.7142857142857143,0.0,0.8571428571428571,0.0,-6.2,17,0,0.3925925925925926
"('chrXIII', 445895, 446032)",-,,19.0,0,0,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,5,0,0.5547445255474452,22.0,0,0,0.7142857142857143,0.0,0.5714285714285714,0.0,0.0,26,0,0.5328467153284672
"('chrXIII', 489050, 489327)",+,,22.0,0,0,0.0,0.0,0.0,0.0,0.0,17,0,0.4620938628158845,22.0,0,0,0.0,0.0,0.0,0.0,0.0,62,0,0.4043321299638989
"('chrXIII', 518466, 518967)",+,,43.0,0,0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,16,0,0.3313373253493014,27.0,0,0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.0,0.0,137,2,0.3213572854291417
"('chrXIII', 531533, 531841)",+,,93.0,0,0,0.7142857142857143,0.0,0.0,0.0,0.0,19,0,0.5227272727272727,15.0,0,0,0.7142857142857143,0.14285714285714285,0.42857142857142855,0.0,0.0,80,1,0.2662337662337662
"('chrXIII', 672573, 672732)",-,,23.0,0,0,0.4285714285714285,0.0,0.0,0.0,0.0,0,0,0.7358490566037735,24.0,0,0,0.8571428571428571,0.8571428571428571,0.5714285714285714,-15.7,0.0,28,0,0.48427672955974843
"('chrXIII', 688248, 688530)",+,,118.0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0,0,0.7163120567375887,56.0,0,0,0.0,0.42857142857142855,0.7142857142857143,0.0,0.0,68,0,0.4148936170212766
"('chrXIII', 765441, 765749)",-,,66.0,0,0,0.0,0.0,0.0,0.0,0.0,15,0,0.4383116883116883,36.0,0,0,0.0,0.7142857142857143,0.5714285714285714,0.0,0.0,89,1,0.32792207792207795
"('chrXIII', 799945, 800096)",+,,79.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.7483443708609272,51.0,0,0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,34,0,0.5231788079470199
"('chrXIII', 810250, 810350)",-,,35.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.6,31.0,0,0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.0,28,1,0.53
"('chrXIII', 853251, 853718)",+,,45.0,0,0,0.0,0.0,0.7142857142857143,0.0,0.0,19,0,0.5139186295503212,21.0,0,0,0.5714285714285714,0.0,0.8571428571428571,0.0,0.0,97,2,0.2398286937901499
"('chrXIII', 887509, 887710)",+,,135.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.7810945273631841,3.0,-1,0,0.8571428571428571,0.0,0.8571428571428571,-13.4,0.0,55,0,0.6169154228855721
"('chrXIII', 887891, 888122)",+,,159.0,0,0,0.0,0.0,0.7142857142857143,0.0,0.0,0,0,0.7272727272727273,40.0,0,0,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.0,0.0,36,1,0.4675324675324675
