ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,HasEarlyStopFeature,ThreeprimeDistStopFeature,RPKMFeature,ZipperStemMetric_Vienna_mfe,LocalizationMetric_Vienna_mfe,StartToBPStemMetric_Vienna_mfe,BPToEndStemMetric_Vienna_mfe,StartProtectionMetric_Vienna_mfe,EndProtectionMetric_Vienna_mfe,BPProtectionMetric_Vienna_mfe,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LongestStemMetric_Vienna_ens,MLDMetric_Vienna_ens,LengthFeature
"('chrII', 192992, 193508)",+,NM_001178256.1,32.188,11.512925464970229,11.512925464970229,0.9671428571428582,0.0091428571428571,0.083857142857143,0,0.0,67.69478758,20.0,31.0,0,0,1.0,0.0,0.0,0.0,0.0,121.975,0.2854651162790698,516
"('chrII', 219401, 219766)",+,NM_001178245.1,32.097,5.809142990314027,11.512925464970229,0.3484285714285705,0.7551428571428573,0.1885714285714275,1,553.0,20.94568475,-11.9,28.0,0,0,0.2857142857142857,0.8571428571428571,0.2857142857142857,-13.184999999999986,-5.433333333333332,90.31,0.35424657534246573,365
"('chrII', 252657, 252791)",-,NM_001178356.1,14.592,0.9137938516755678,0.5191938734365074,0.6335714285714278,0.7344285714285707,0.6054285714285693,1,46.0,38.42777728,20.0,16.0,-1,-1,0.5714285714285714,0.8571428571428571,0.7142857142857143,-17.79,-6.325000000000001,29.94,0.5320895522388059,134
"('chrII', 292945, 293205)",-,NM_001178374.1,11.687,6.907755278982138,11.512925464970229,0.6665714285714263,0.3182857142857137,0.4662857142857128,1,884.0,61.14916907,-5.6,17.0,0,0,0.7142857142857143,0.4285714285714285,0.2857142857142857,-18.115909090909096,0.0,61.931,0.4034615384615384,260
"('chrII', 302792, 303148)",+,NM_001178381.1,36.432,11.512925464970229,6.907755278982138,0.58771428571428,0.3082857142857113,0.4242857142857162,1,1546.0,6.548185385,-7.6,20.0,0,0,0.5714285714285714,0.2857142857142857,0.7142857142857143,-8.523809523809526,-5.200000000000001,94.276,0.3014044943820225,356
"('chrII', 339857, 340116)",-,NM_001178401.1,24.403,6.907755278982138,1.3743657902546171,0.5164285714285728,0.4975714285714291,0.3875714285714264,1,134.0,46.98614835,-12.4,19.0,0,-1,0.4285714285714285,0.1428571428571428,0.2857142857142857,-14.162499999999996,-6.731999999999997,58.775,0.39343629343629344,259
"('chrII', 339721, 340116)",-,NM_001178401.1,36.908,11.512925464970229,5.521460917862246,0.8684285714285749,0.567285714285708,0.6919999999999927,1,683.0,46.98614835,20.0,37.0,0,0,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.0,0.0,116.225,0.35189873417721523,395
"('chrII', 352431, 352604)",-,NM_001178405.1,24.293,11.512925464970229,11.512925464970229,0.1358571428571428,0.107857142857143,0.1965714285714268,1,232.0,28.45523503,-9.3,25.0,0,0,0.0,0.0,0.1428571428571428,-11.8,0.0,45.227,0.4300578034682081,173
"('chrII', 384031, 384123)",+,NM_001178421.4,7.515,0.1009259185899605,0.7153927895072649,0.9438571428571436,0.2637142857142835,0.6152857142857103,1,1858.0,48.18596564,20.0,6.0,-1,-1,1.0,0.4285714285714285,0.7142857142857143,0.0,0.0,19.861,0.523913043478261,92
"('chrII', 433476, 433935)",+,NM_001178442.2,16.893,0.3024573580339353,11.512925464970229,0.5062857142857162,0.5387142857142846,0.385428571428572,0,0.0,36.28183727,-5.3,11.0,-1,0,0.7142857142857143,0.5714285714285714,0.4285714285714285,-7.550000000000001,-10.589795918367344,128.491,0.28387799564270155,459
"('chrII', 467782, 468122)",+,NM_001178462.1,34.382,11.512925464970229,11.512925464970229,0.4704285714285749,0.267571428571426,0.6869999999999921,1,1358.0,27.97923132,20.0,36.0,0,0,0.4285714285714285,0.2857142857142857,0.7142857142857143,0.0,0.0,45.976,0.37676470588235295,340
"('chrII', 469255, 469602)",+,NM_001178462.1,20.293,11.512925464970229,11.512925464970229,0.7824285714285699,0.4179999999999997,0.5777142857142842,1,4.0,27.97923132,20.0,15.0,0,0,1.0,0.4285714285714285,0.7142857142857143,0.0,0.0,91.738,0.3835734870317003,347
"('chrII', 487509, 487808)",-,NM_001178473.1,34.627,11.512925464970229,11.512925464970229,0.5891428571428562,0.0444285714285714,0.2368571428571429,1,289.0,58.12114879,20.0,35.0,0,0,0.5714285714285714,0.0,0.0,0.0,0.0,78.832,0.3183946488294314,299
"('chrII', 514449, 514752)",-,NM_001178486.2,21.822,6.907755278982138,11.512925464970229,0.3417142857142841,0.0092857142857142,0.5147142857142875,0,0.0,6.557078685,20.0,22.0,0,0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,69.601,0.36435643564356435,303
"('chrII', 552823, 553018)",-,NM_001178504.3,35.213,11.512925464970229,6.907755278982138,0.4891428571428555,0.2285714285714279,0.3911428571428579,0,0.0,8.65763271,20.0,26.0,0,0,0.0,0.7142857142857143,0.7142857142857143,-4.2,-1.4,33.295,0.4338461538461539,195
"('chrII', 584047, 584273)",+,NM_001178524.3,26.731,5.521460917862246,11.512925464970229,0.7349999999999982,0.0585714285714285,0.299285714285713,1,308.0,28.96165533,20.0,24.0,0,0,1.0,0.0,0.0,-9.4,-6.200000000000002,61.664,0.32787610619469026,226
"('chrII', 583856, 584273)",+,NM_001178524.3,34.535,11.512925464970229,11.512925464970229,0.6368571428571425,0.1588571428571424,0.2871428571428561,0,0.0,28.96165533,20.0,51.0,0,0,0.4285714285714285,0.1428571428571428,0.4285714285714285,-8.0,-6.2,114.144,0.3165467625899281,417
"('chrII', 603121, 603315)",+,NM_001178535.1,24.188,4.3428059215206005,6.907755278982138,0.479714285714287,0.5352857142857143,0.5944285714285701,1,88.0,466.4993869,20.0,32.0,0,0,0.0,0.5714285714285714,0.8571428571428571,0.0,0.0,51.904,0.40103092783505156,194
"('chrII', 613176, 613541)",-,NM_001178544.1,33.166,3.473768074496991,2.6882475738060303,0.918714285714283,0.3919999999999999,0.511714285714285,1,937.0,2108.351683,20.0,23.0,0,0,1.0,0.5714285714285714,0.2857142857142857,-15.516666666666666,-3.725,98.594,0.3389041095890411,365
"('chrII', 662710, 663002)",-,NM_001178567.3,23.026,6.907755278982138,0.0481403753279349,0.9865714285714292,0.6867142857142777,0.1599999999999981,0,0.0,16.48332214,20.0,24.0,0,-1,1.0,0.7142857142857143,0.1428571428571428,0.0,0.0,68.109,0.3452054794520548,292
"('chrII', 662581, 663002)",-,NM_001178567.3,22.171,1.9589953886039688,11.512925464970229,0.2121428571428569,0.1018571428571428,0.1484285714285715,0,0.0,16.48332214,20.0,3.0,-1,0,0.8571428571428571,0.0,0.2857142857142857,0.0,0.0,102.113,0.2722090261282661,421
"('chrII', 667656, 667899)",-,NM_001178570.3,25.605,11.512925464970229,11.512925464970229,0.4571428571428585,0.6248571428571386,0.4162857142857165,0,0.0,86.85419065,20.0,20.0,0,0,0.7142857142857143,0.5714285714285714,0.4285714285714285,0.0,0.0,66.745,0.3362139917695473,243
"('chrII', 688785, 689211)",+,NM_001178583.3,28.875,11.512925464970229,11.512925464970229,0.5857142857142842,0.2244285714285712,0.6312857142857108,0,0.0,38.17837789,-11.0,12.0,0,0,1.0,0.8571428571428571,0.0,-11.76666666666667,0.0,98.801,0.34483568075117366,426
"('chrII', 734196, 734603)",-,NM_001178608.1,29.979,11.512925464970229,1.5702171992808192,0.84328571428572,0.6748571428571358,0.2892857142857136,1,1531.0,31.2083818,20.0,31.0,0,0,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.0,-5.5,108.148,0.35626535626535627,407
"('chrII', 803379, 803871)",-,NM_001178646.1,20.724,11.512925464970229,11.512925464970229,0.1362857142857141,0.0584285714285714,0.5827142857142824,0,0.0,22.80487843,20.0,22.0,0,0,0.0,0.0,0.5714285714285714,0.0,0.0,122.358,0.3152439024390244,492
"('chrIV', 180147, 180437)",+,NM_001180214.1,19.3,6.214608098422191,0.4261781497057059,0.2691428571428574,0.6209999999999983,0.8542857142857153,1,562.0,5.505698616,20.0,14.0,0,-1,0.0,0.8571428571428571,1.0,0.0,-3.9055555555555554,75.948,0.3996551724137931,290
"('chrIV', 236760, 236989)",-,NM_001180185.1,18.545,0.9728610833625494,1.018877320649256,0.5394285714285738,0.3052857142857144,0.438857142857144,1,575.0,390.2622741,20.0,28.0,0,0,0.4285714285714285,0.1428571428571428,0.4285714285714285,-23.737499999999994,-10.03939393939395,64.477,0.43711790393013106,229
"('chrIV', 258113, 258266)",-,NM_001180172.1,25.737,5.115995809754082,1.8773173575897013,0.4195714285714289,0.5898571428571412,0.4265714285714292,0,0.0,22.31365655,20.0,11.0,0,0,0.8571428571428571,0.2857142857142857,0.2857142857142857,-7.266666666666667,-4.746666666666667,26.294,0.40522875816993464,153
"('chrIV', 257523, 257882)",-,NM_001180172.1,44.999,11.512925464970229,11.512925464970229,0.4882857142857183,0.2261428571428564,0.5137142857142866,1,877.0,22.31365655,20.0,42.0,0,0,0.7142857142857143,0.0,0.4285714285714285,0.0,0.0,63.678,0.3551532033426184,359
"('chrIV', 257420, 257882)",-,NM_001180172.1,40.787,5.809142990314027,1.995100393246085,0.1288571428571429,0.6831428571428568,0.6432857142857127,0,0.0,22.31365655,20.0,19.0,0,-1,0.4285714285714285,1.0,0.7142857142857143,0.0,-5.5,119.146,0.3246753246753247,462
"('chrIV', 258113, 258463)",-,NM_001180172.1,31.057,11.512925464970229,11.512925464970229,0.0831428571428573,0.4602857142857105,0.7995714285714284,1,1462.0,22.31365655,20.0,31.0,0,0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.0,88.412,0.30657142857142855,350
"('chrIV', 281055, 281395)",-,NM_001180160.1,21.475,11.512925464970229,0.5008752929128226,0.9338571428571444,0.5709999999999935,0.1641428571428554,1,737.0,19.67908424,20.0,15.0,0,-1,0.8571428571428571,0.5714285714285714,0.1428571428571428,0.0,-6.49180327868853,81.821,0.31352941176470595,340
"('chrIV', 360782, 361074)",-,NM_001180113.1,28.059,11.512925464970229,11.512925464970229,0.4797142857142844,0.1151428571428574,0.524999999999997,1,923.0,38.50892801,20.0,24.0,0,0,1.0,0.0,0.5714285714285714,-9.069999999999997,0.0,75.464,0.31232876712328766,292
"('chrIV', 389391, 389878)",-,NM_001180094.1,20.571,11.512925464970229,11.512925464970229,0.3201428571428558,0.4722857142857134,0.4111428571428566,1,80.0,33.76988158,20.0,22.0,0,0,0.2857142857142857,0.5714285714285714,0.4285714285714285,-10.45,0.0,130.868,0.30574948665297735,487
"('chrIV', 438666, 439187)",+,NM_001180066.1,12.232,0.4588658848352796,0.8698843590599994,0.5874285714285696,0.2652857142857148,0.3637142857142836,1,157.0,218.111828,-15.9,3.0,-1,0,0.7142857142857143,0.0,1.0,-24.392771084337323,-6.940206185567014,133.597,0.2894433781190019,521
"('chrIV', 438666, 439055)",+,NM_001180066.1,25.64,11.512925464970229,1.0847093834991182,0.0807142857142857,0.6552857142857129,0.5549999999999964,1,280.0,218.111828,20.0,23.0,0,-1,0.0,0.8571428571428571,0.5714285714285714,-25.3,0.0,111.562,0.3529562982005141,389
"('chrIV', 438666, 438933)",+,NM_001180066.1,21.91,3.381394754365976,11.512925464970229,0.1091428571428572,0.2981428571428559,0.4659999999999985,0,0.0,218.111828,20.0,26.0,0,0,0.0,0.2857142857142857,0.8571428571428571,-11.725,0.0,73.938,0.39138576779026213,267
"('chrIV', 445796, 446259)",+,NM_001180062.1,30.526,11.512925464970229,11.512925464970229,0.6201428571428569,0.2762857142857151,0.3272857142857135,1,74.0,38.75775212,20.0,40.0,0,0,1.0,0.0,0.0,-14.95,0.0,110.588,0.3663066954643629,463
"('chrIV', 445796, 446225)",+,NM_001180062.1,3.068,0.0040080213975388,11.512925464970229,0.9944285714285716,0.0074285714285714,0.2865714285714253,0,0.0,38.75775212,-15.1,3.0,-1,0,1.0,0.0,0.2857142857142857,-15.1967032967033,0.0,112.052,0.3426573426573426,429
"('chrIV', 495963, 496248)",-,NM_001180335.1,24.293,6.907755278982138,11.512925464970229,0.7771428571428566,0.2248571428571425,0.2591428571428543,0,0.0,24.3767309,-6.9,23.0,0,0,0.8571428571428571,0.0,0.4285714285714285,-16.498876404494375,-5.533333333333335,79.833,0.34842105263157896,285
"('chrIV', 495963, 496258)",-,NM_001180335.1,21.513,5.809142990314027,11.512925464970229,0.4921428571428534,0.1275714285714282,0.4550000000000018,1,1313.0,24.3767309,20.0,33.0,0,0,0.0,0.0,0.4285714285714285,-14.681578947368417,-5.7942307692307695,81.37,0.33966101694915257,295
"('chrIV', 595234, 595444)",+,NM_001180382.1,17.589,11.512925464970229,0.0181639706276711,0.6369999999999968,0.6305714285714239,0.5690000000000023,0,0.0,65.40732208,20.0,14.0,0,-1,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.0,-11.799999999999978,54.099,0.460952380952381,210
"('chrIV', 663545, 663787)",-,NM_001180412.3,17.984,11.512925464970229,6.907755278982138,0.6818571428571358,0.1684285714285715,0.1475714285714283,1,2365.0,7.623917688,20.0,17.0,0,0,0.7142857142857143,0.0,0.0,-9.4,0.0,51.575,0.37107438016528926,242
"('chrIV', 665501, 665718)",-,NM_001180413.3,14.609,6.214608098422191,11.512925464970229,0.210999999999999,0.3402857142857144,0.4877142857142819,1,143.0,77.88743183,20.0,18.0,0,0,0.0,0.7142857142857143,0.5714285714285714,-10.799999999999999,0.0,51.426,0.3410138248847926,217
"('chrIV', 665501, 665890)",-,NM_001180413.3,10.962,2.2537949288246137,11.512925464970229,0.8925714285714291,0.3635714285714292,0.1652857142857142,1,148.0,77.88743183,20.0,12.0,0,0,1.0,0.4285714285714285,0.0,0.0,0.0,113.73,0.3262210796915167,389
"('chrIV', 691791, 692153)",-,NM_001180428.3,37.008,11.512925464970229,11.512925464970229,0.586285714285712,0.4945714285714288,0.1581428571428568,1,241.0,98.65203139,20.0,32.0,0,0,0.4285714285714285,0.5714285714285714,0.0,-6.7,0.0,87.724,0.38149171270718235,362
"('chrIV', 711629, 711812)",+,NM_001180436.3,24.594,3.816712825623821,2.2730262907525014,0.5812857142857122,0.3514285714285719,0.3632857142857144,0,0.0,28.07220511,20.0,40.0,0,0,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,28.622,0.3912568306010929,183
"('chrIV', 727006, 727242)",-,NM_001180442.3,33.595,11.512925464970229,0.8603830999358592,0.4328571428571426,0.666142857142852,0.6607142857142818,1,3988.0,76.32237119,-1.4,25.0,0,-1,0.0,0.7142857142857143,0.8571428571428571,-12.189473684210519,-3.6580645161290306,47.202,0.41991525423728815,236
"('chrIV', 748711, 748832)",-,NM_001180453.1,23.562,1.6296406197516198,11.512925464970229,0.4608571428571445,0.260142857142858,0.3227142857142853,1,95.0,16.55659735,20.0,52.0,0,0,0.0,0.7142857142857143,0.0,-10.705999999999982,0.0,19.787,0.48760330578512406,121
"('chrIV', 774664, 775004)",+,NM_001180466.3,8.129,0.4124897230451288,11.512925464970229,0.8229999999999997,0.0341428571428571,0.2197142857142842,1,752.0,15.04437977,20.0,3.0,-1,0,1.0,0.0,0.2857142857142857,0.0,0.0,80.088,0.41117647058823525,340
"('chrIV', 772355, 772733)",+,NM_001180466.3,38.38,11.512925464970229,11.512925464970229,0.1194285714285717,0.5917142857142845,0.7498571428571422,0,0.0,15.04437977,20.0,48.0,0,0,0.0,0.0,0.8571428571428571,-16.933333333333334,0.0,77.013,0.3121693121693122,378
"('chrIV', 792419, 792719)",-,NM_001180476.1,20.142,11.512925464970229,11.512925464970229,0.4780000000000022,0.0464285714285714,0.4525714285714284,0,0.0,23.95753398,20.0,16.0,0,0,0.4285714285714285,0.0,0.5714285714285714,0.0,-3.857142857142857,70.402,0.3233333333333333,300
"('chrIV', 799174, 799512)",-,NM_001180477.3,22.993,6.907755278982138,4.605170185988091,0.284142857142855,0.6541428571428546,0.4671428571428596,1,2959.0,44.30363592,20.0,24.0,0,0,0.2857142857142857,0.7142857142857143,0.4285714285714285,0.0,0.0,79.685,0.30207100591715974,338
"('chrIV', 824903, 825416)",+,NM_001180488.3,18.532,6.907755278982138,3.540459448995663,0.8142857142857122,0.1752857142857141,0.531857142857142,0,0.0,14.59778572,20.0,14.0,0,0,1.0,0.0,0.7142857142857143,0.0,0.0,124.604,0.2857699805068226,513
"('chrIV', 855102, 855233)",-,NM_001180508.3,18.937,6.907755278982138,11.512925464970229,0.6407142857142866,0.009,0.5911428571428562,1,808.0,11.58233344,-5.5,21.0,0,0,0.4285714285714285,0.0,0.7142857142857143,-6.784415584415589,-0.9166666666666666,28.196,0.4648854961832061,131
"('chrIV', 918038, 918489)",+,NM_001180535.1,17.763,0.8462983600541201,2.05572501506252,0.5632857142857111,0.0218571428571428,0.5965714285714264,1,3155.0,12.81208121,20.0,35.0,0,0,0.5714285714285714,0.0,0.5714285714285714,0.0,-0.1,103.475,0.2960088691796009,451
"('chrIV', 933975, 934146)",+,NM_001180543.1,25.488,11.512925464970229,11.512925464970229,0.4791428571428565,0.2948571428571432,0.3321428571428564,0,0.0,28.12206003,20.0,28.0,0,0,0.2857142857142857,0.0,0.4285714285714285,-12.190000000000003,-1.8777777777777775,37.218,0.3543859649122807,171
"('chrIV', 938955, 939246)",-,NM_001180546.3,43.929,11.512925464970229,11.512925464970229,0.0544285714285714,0.4587142857142864,0.6785714285714273,0,0.0,159.9891537,20.0,44.0,0,0,0.0,0.7142857142857143,0.8571428571428571,-8.75,-4.920833333333335,67.164,0.3367697594501718,291
"('chrIV', 967245, 967532)",-,NM_001180563.3,34.239,11.512925464970229,11.512925464970229,0.7928571428571382,0.1138571428571426,0.141857142857143,1,661.0,14.64402644,20.0,27.0,0,0,0.7142857142857143,0.1428571428571428,0.0,-8.7,-2.2500000000000013,72.037,0.3501742160278746,287
"('chrIV', 974698, 974892)",-,NM_001180567.3,20.879,1.258781040820931,11.512925464970229,0.4510000000000011,0.1515714285714283,0.1622857142857142,1,10.0,6.126635084,20.0,3.0,-1,0,1.0,0.0,0.2857142857142857,0.0,0.0,32.373,0.42061855670103093,194
"('chrIV', 997509, 997862)",-,NM_001180572.1,4.806,0.0877389143080067,0.3312857099339129,0.9492857142857144,0.2234285714285718,0.3338571428571404,1,1405.0,150.0354371,-14.8,3.0,-1,-1,1.0,0.0,0.2857142857142857,-16.22111111111109,-1.0250000000000001,100.213,0.4002832861189802,353
"('chrIV', 1000161, 1000503)",-,NM_001180574.3,30.289,11.512925464970229,11.512925464970229,0.4805714285714275,0.0314285714285713,0.2314285714285685,0,0.0,43.29972831,20.0,50.0,0,0,0.0,0.0,0.1428571428571428,0.0,0.0,70.48,0.35672514619883045,342
"('chrIV', 1038566, 1038724)",-,NM_001180597.1,18.013,5.115995809754082,5.521460917862246,0.0447142857142857,0.1032857142857142,0.5268571428571454,1,274.0,25.201755,-4.8,17.0,0,0,0.0,0.0,0.7142857142857143,-7.262162162162162,-1.6,35.091,0.5,158
"('chrIV', 1040842, 1041088)",+,NM_001180599.3,31.308,11.512925464970229,1.903808973036678,0.214714285714286,0.5349999999999986,0.5982857142857099,0,0.0,21.26810471,20.0,45.0,0,0,0.0,0.7142857142857143,0.5714285714285714,-6.819999999999999,-2.2,63.007,0.34918699186991875,246
"('chrIV', 1062223, 1062592)",-,NM_001180608.3,29.54,11.512925464970229,11.512925464970229,0.4984285714285699,0.1602857142857144,0.8247142857142868,0,0.0,101.0303962,-12.2,52.0,0,0,0.0,0.0,0.8571428571428571,-15.101020408163274,0.0,84.6,0.30271002710027106,369
"('chrIV', 1138762, 1138974)",+,NM_001180642.1,29.898,11.512925464970229,11.512925464970229,0.14742857142857,0.6901428571428494,0.1188571428571428,1,1465.0,34.59317317,20.0,31.0,0,0,0.1428571428571428,0.7142857142857143,0.4285714285714285,0.0,0.0,56.839,0.34150943396226413,212
"('chrIV', 1155210, 1155630)",-,NM_001180650.3,17.941,1.742969305058623,0.5412848312506993,0.2387142857142857,0.512000000000005,0.5911428571428555,0,0.0,73.10292046,-5.0,27.0,0,0,0.0,0.7142857142857143,0.4285714285714285,-17.843820224719117,-8.394117647058833,122.589,0.37928571428571434,420
"('chrIV', 1154394, 1154646)",-,NM_001180650.3,35.164,6.907755278982138,4.422848629194137,0.5178571428571427,0.1334285714285715,0.3655714285714288,0,0.0,73.10292046,20.0,87.0,0,0,0.0,0.0,0.5714285714285714,0.0,-5.289285714285714,52.55,0.42857142857142855,252
"('chrIV', 1160602, 1161022)",-,NM_001180651.1,17.983,1.7092582477163114,0.5447271754416722,0.2434285714285713,0.5057142857142904,0.5831428571428556,0,0.0,5.695331189,-5.0,27.0,0,0,0.0,0.7142857142857143,0.4285714285714285,-16.945348837209306,-8.892537313432845,122.483,0.38380952380952377,420
"('chrIV', 1159786, 1160038)",-,NM_001180651.1,33.174,6.214608098422191,4.605170185988091,0.5359999999999997,0.1362857142857143,0.3611428571428577,0,0.0,5.695331189,20.0,87.0,0,0,0.0,0.0,0.5714285714285714,0.0,-5.031999999999999,52.588,0.4246031746031746,252
"('chrIV', 1163951, 1164371)",-,NM_001180653.1,24.977,6.214608098422191,3.0791138824930417,0.0249999999999999,0.6702857142857073,0.8198571428571413,0,0.0,786.7400263,-11.5,26.0,0,0,0.0,0.7142857142857143,1.0,-14.957377049180339,-4.264383561643837,129.441,0.2792857142857143,420
"('chrIV', 1163126, 1163387)",-,NM_001180653.1,28.042,6.907755278982138,6.907755278982138,0.5611428571428556,0.9175714285714286,0.3968571428571441,1,168.0,786.7400263,20.0,23.0,0,0,0.5714285714285714,1.0,0.7142857142857143,-4.090909090909091,-6.660317460317457,33.593,0.4,261
"('chrIV', 1163126, 1163606)",-,NM_001180653.1,33.643,6.907755278982138,11.512925464970229,0.6974285714285717,0.6441428571428528,0.6702857142857122,0,0.0,786.7400263,-6.4,26.0,0,0,0.4285714285714285,1.0,0.7142857142857143,-8.466666666666667,-4.9822580645161265,122.103,0.2739583333333333,480
"('chrIV', 1192866, 1193026)",-,NM_001180667.3,24.956,5.298317366548036,2.2730262907525014,0.4808571428571436,0.3738571428571428,0.1157142857142858,1,920.0,14.81460367,20.0,17.0,0,0,0.5714285714285714,0.0,0.0,-9.104545454545457,0.0,33.375,0.421875,160
"('chrIV', 1246600, 1246756)",+,NM_001180694.3,12.379,0.2294131643278051,11.512925464970229,0.3228571428571429,0.4188571428571449,0.1878571428571424,0,0.0,9.561084156,-11.6,12.0,-1,0,0.1428571428571428,0.4285714285714285,0.0,-13.886301369863032,0.0,34.904,0.5089743589743589,156
"('chrIV', 1255935, 1256467)",-,NM_001180698.3,34.827,11.512925464970229,11.512925464970229,0.8625714285714271,0.4304285714285711,0.0364285714285713,1,959.0,41.30324738,20.0,35.0,0,0,1.0,0.4285714285714285,0.0,0.0,0.0,139.128,0.31484962406015043,532
"('chrIV', 1255935, 1256143)",-,NM_001180698.3,38.175,11.512925464970229,4.8283137373023015,0.6801428571428545,0.3565714285714284,0.0257142857142856,1,959.0,41.30324738,20.0,46.0,0,0,1.0,0.0,0.0,-14.219402985074614,-4.5,39.994,0.46490384615384617,208
"('chrIV', 1259270, 1259549)",+,NM_001180700.1,26.977,3.688879454113936,11.512925464970229,0.6128571428571423,0.2887142857142844,0.2307142857142852,0,0.0,27.77722417,20.0,25.0,0,0,0.8571428571428571,0.4285714285714285,0.0,0.0,0.0,80.527,0.39964157706093195,279
"('chrIV', 1270209, 1270675)",+,NM_001180707.3,5.006,0.089924707527987,11.512925464970229,0.8077142857142882,0.0457142857142857,0.3137142857142829,1,201.0,650.2189002,-3.3,3.0,-1,0,0.8571428571428571,0.0,0.2857142857142857,-4.8,0.0,133.221,0.31824034334763945,466
"('chrIV', 1290608, 1290922)",+,NM_001180717.3,23.645,11.512925464970229,5.115995809754082,0.7974285714285687,0.6468571428571389,0.2552857142857122,1,1186.0,11.86073665,20.0,26.0,0,0,0.7142857142857143,1.0,0.4285714285714285,-3.4,0.0,67.538,0.3312101910828026,314
"('chrIV', 1290717, 1290922)",+,NM_001180717.3,28.304,4.199705077879926,5.298317366548036,0.3781428571428577,0.5811428571428541,0.2947142857142852,1,995.0,11.86073665,20.0,31.0,0,0,0.4285714285714285,0.5714285714285714,0.4285714285714285,0.0,0.0,36.936,0.4131707317073171,205
"('chrIV', 1290717, 1291177)",+,NM_001180717.3,48.051,11.512925464970229,11.512925464970229,0.3471428571428571,0.333285714285714,0.1464285714285712,1,908.0,11.86073665,20.0,45.0,0,0,0.4285714285714285,0.4285714285714285,0.0,0.0,0.0,109.905,0.38608695652173913,460
"('chrIV', 1304353, 1304722)",+,NM_001180727.3,28.345,11.512925464970229,3.473768074496991,0.9780000000000004,0.6959999999999971,0.6407142857142811,0,0.0,18.9528849,20.0,21.0,0,0,1.0,0.7142857142857143,0.7142857142857143,0.0,-2.6,63.184,0.3233062330623307,369
"('chrIV', 1315422, 1315862)",-,NM_001180730.3,26.268,11.512925464970229,6.214608098422191,0.3255714285714272,0.3820000000000005,0.5681428571428511,1,79.0,30.71618054,20.0,39.0,0,0,0.0,0.5714285714285714,0.5714285714285714,0.0,0.0,100.255,0.30022727272727273,440
"('chrIV', 1346913, 1347197)",-,NM_001180751.3,63.6,11.512925464970229,11.512925464970229,0.5212857142857168,0.5982857142857122,0.5788571428571424,1,1210.0,10.17230154,20.0,65.0,0,0,0.4285714285714285,1.0,0.4285714285714285,0.0,-2.3000000000000003,61.658,0.448943661971831,284
"('chrIV', 1374745, 1374900)",+,NM_001180765.3,17.976,11.512925464970229,11.512925464970229,0.2257142857142838,0.0177142857142857,0.9761428571428574,1,4669.0,23.0350392,20.0,18.0,0,0,0.1428571428571428,0.0,1.0,0.0,0.0,31.769,0.47870967741935483,155
"('chrIV', 1374406, 1374900)",+,NM_001180765.3,18.659,11.512925464970229,11.512925464970229,0.3871428571428575,0.1329999999999999,0.8995714285714298,1,4669.0,23.0350392,20.0,17.0,0,0,0.0,0.0,1.0,0.0,0.0,109.25,0.2961538461538461,494
"('chrIV', 1375506, 1375839)",+,NM_001180765.3,31.72,11.512925464970229,11.512925464970229,0.154428571428571,0.5708571428571426,0.4765714285714293,0,0.0,23.0350392,20.0,39.0,0,0,0.0,0.4285714285714285,0.4285714285714285,0.0,0.0,73.769,0.31591591591591595,333
"('chrIV', 1437122, 1437278)",+,NM_001180802.3,41.987,1.3167682984712803,1.203972804325936,0.4977142857142847,0.3501428571428575,0.3067142857142825,0,0.0,42.76988817,20.0,84.0,0,0,0.0,0.4285714285714285,0.2857142857142857,-1.2,-8.053846153846159,31.664,0.5141025641025642,156
"('chrIV', 1482055, 1482259)",-,NM_001180828.3,20.508,11.512925464970229,11.512925464970229,0.4114285714285731,0.4288571428571407,0.3900000000000009,1,969.0,15.74393926,20.0,16.0,0,0,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.0,0.0,46.901,0.4460784313725491,204
"('chrIV', 1486305, 1486555)",-,NM_001180831.1,36.032,11.512925464970229,11.512925464970229,0.6415714285714257,0.1267142857142856,0.5811428571428549,1,725.0,3.248382119,20.0,23.0,0,0,0.7142857142857143,0.0,0.0,-9.1,0.0,72.059,0.38799999999999996,250
"('chrIX', 11949, 12435)",+,NM_001179519.1,55.083,11.512925464970229,11.512925464970229,0.4837142857142833,0.5704285714285653,0.7451428571428574,0,0.0,0.181838105,20.0,54.0,0,0,0.5714285714285714,0.5714285714285714,0.8571428571428571,0.0,-2.5,85.265,0.3841563786008231,486
