ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemMetric_Vienna_ens,ZipperStemStartMetric_Vienna_mfe,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,ThreeprimeDistStopFeature,RPKMFeature,LocalizationMetric_RNAstructure_ens,StartToBPStemMetric_RNAstructure_ens,BPToEndStemMetric_RNAstructure_ens,StartProtectionMetric_RNAstructure_ens,EndProtectionMetric_RNAstructure_ens,BPProtectionMetric_RNAstructure_ens,LongestStemMetric_Vienna_mfe,NWJMetric_Vienna_mfe,MLDMetric_Vienna_mfe,LocalizationMetric_Vienna_mfe,StartToBPStemMetric_Vienna_mfe,BPToEndStemMetric_Vienna_mfe,StartProtectionMetric_Vienna_mfe,EndProtectionMetric_Vienna_mfe,BPProtectionMetric_Vienna_mfe,ZipperStemEndMetric_Vienna_mfe,LongestStemMetric_Vienna_ens,NWJMetric_Vienna_ens,MLDMetric_Vienna_ens,LocalizationMetric_RNAstructure_mfe,StartToBPStemMetric_RNAstructure_mfe,BPToEndStemMetric_RNAstructure_mfe,StartProtectionMetric_RNAstructure_mfe,EndProtectionMetric_RNAstructure_mfe,BPProtectionMetric_RNAstructure_mfe,ZipperStemStartMetric_RNAstructure_mfe,ZipperStemEndMetric_RNAstructure_mfe,LongestStemMetric_RNAstructure_mfe,NWJMetric_RNAstructure_mfe,MLDMetric_RNAstructure_mfe,LengthFeature,ZipperStemStartMetric_RNAstructure_ens,ZipperStemEndMetric_RNAstructure_ens,LongestStemMetric_RNAstructure_ens,MLDMetric_RNAstructure_ens
"('chrIV', 65306, 65377)",+,NM_001180279.1,17.585,11.512925464970229,11.512925464970229,0.5401428571428543,0.8224285714285724,0.8667142857142914,0,0.0,0.0,0.0,0.0,81.91048497,14.685,11.512925464970229,11.512925464970229,0.5461428571428532,0.8304285714285737,0.8551428571428628,17,1,0.4507042253521127,14.0,0,0,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.0,10.132,0.459,0.3633802816901408,14.0,0,0,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.0,0.0,17,1,0.4507042253521127,71,0.0,0.0,7.403,0.3352112676056338
"('chrV', 166771, 166874)",-,NM_001180857.3,9.312,11.512925464970229,11.512925464970229,0.5611428571428556,0.3168571428571432,0.3691428571428566,0,0.0,-8.008571428571429,0.0,0.0,130.6178514,13.131,11.512925464970229,11.512925464970229,0.4822857142857131,0.358142857142857,0.4031428571428569,31,0,0.5922330097087378,3.0,0,0,0.8571428571428571,0.0,0.2857142857142857,0.0,20.565,0.129,0.3728155339805824,3.0,0,0,0.8571428571428571,0.0,0.2857142857142857,0.0,0.0,31,0,0.5922330097087378,103,-7.999999999999997,0.0,16.974,0.3368932038834951
"('chrXI', 82998, 83074)",+,NM_001179756.1,22.281,11.512925464970229,11.512925464970229,0.0781428571428572,0.555285714285712,0.1551428571428574,0,0.0,0.0,0.0,0.0,139.4340428,22.004,11.512925464970229,11.512925464970229,0.0944285714285717,0.5628571428571394,0.1468571428571434,17,0,0.5789473684210527,24.0,0,0,0.0,0.5714285714285714,0.0,0.0,15.065,0.0,0.4289473684210526,24.0,0,0,0.0,0.5714285714285714,0.0,0.0,0.0,17,0,0.5789473684210527,76,0.0,0.0,14.911,0.43157894736842106
"('chrIV', 337524, 337634)",+,NM_001180123.1,26.823,4.605170185988091,4.961845129926823,0.7361428571428555,0.1227142857142857,0.2591428571428547,0,-7.5,-8.439130434782614,-2.0,0.0,102.7308056,26.443,5.115995809754082,6.907755278982137,0.6957142857142832,0.1780000000000003,0.2469999999999979,27,1,0.5363636363636364,27.0,0,0,0.7142857142857143,0.0,0.2857142857142857,0.0,10.37,0.295,0.2799999999999999,23.0,0,0,0.5714285714285714,0.5714285714285714,0.2857142857142857,-7.5,-1.6,10,0,0.3636363636363636,110,-8.454545454545462,-1.5999999999999999,10.087,0.26545454545454544
"('chrIV', 431386, 431472)",-,NM_001180071.1,10.362,0.3915622029391729,0.7874578600311866,0.5841428571428566,0.152142857142856,0.5797142857142825,0,0.0,0.0,-4.5,0.0,92.75018057,8.338,0.2459005384368259,0.657780036722654,0.6041428571428558,0.1764285714285698,0.5585714285714252,13,0,0.5232558139534884,3.0,-1,-1,0.7142857142857143,0.1428571428571428,0.5714285714285714,0.0,13.026,0.014,0.2802325581395348,3.0,-1,-1,0.7142857142857143,0.1428571428571428,0.5714285714285714,0.0,0.0,13,0,0.5232558139534884,86,0.0,-4.5,10.77,0.26046511627906976
"('chrII', 462429, 462499)",+,NM_001184520.1,32.014,11.512925464970229,11.512925464970229,0.4620000000000041,0.5884285714285651,0.5149999999999946,0,0.0,0.0,0.0,281.0,33.13672659,31.753,11.512925464970229,11.512925464970229,0.4602857142857181,0.5909999999999938,0.517142857142852,15,0,0.5857142857142857,33.0,0,0,0.4285714285714285,0.5714285714285714,0.5714285714285714,0.0,14.686,0.001,0.2999999999999999,33.0,0,0,0.4285714285714285,0.5714285714285714,0.5714285714285714,0.0,0.0,15,0,0.5857142857142857,70,0.0,0.0,14.682,0.29999999999999993
"('chrVII', 543638, 543721)",+,NM_001181158.3,7.191,0.2331938871677111,11.512925464970229,0.4845714285714274,0.0754285714285713,0.5205714285714279,0,0.0,-3.7,0.0,0.0,74.99592273,9.493,0.247180129142451,11.512925464970229,0.4208571428571414,0.2095714285714293,0.4779999999999996,20,0,0.5662650602409639,5.0,-1,0,0.5714285714285714,0.0,0.7142857142857143,0.0,13.633,0.037,0.3626506024096386,5.0,-1,0,0.5714285714285714,0.0,0.7142857142857143,0.0,0.0,20,0,0.5662650602409639,83,-3.7,0.0,12.064,0.3590361445783133
"('chrII', 125154, 125270)",+,NM_001178290.1,14.358,3.963316299815697,0.0387408283164305,0.3472857142857137,0.6024285714285691,0.7157142857142869,0,0.0,-4.700000000000001,-10.85375000000001,0.0,100.7778423,15.422,2.2730262907525014,0.1415635643217868,0.481999999999999,0.5072857142857152,0.4837142857142838,32,0,0.4741379310344827,15.0,0,-1,0.0,0.7142857142857143,1.0,-10.7,22.095,0.075,0.2077586206896551,10.0,0,-1,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.0,-10.7,20,0,0.6206896551724138,116,-3.9750000000000005,-11.052857142857148,15.835,0.24913793103448273
"('chrVII', 859260, 859473)",-,NM_001181312.1,5.327,0.1075852106799374,3.352407217492724,0.9551428571428564,0.0492857142857142,0.8772857142857178,0,-22.5,-22.51276595744681,-1.2,0.0,146.7710433,5.277,0.0502412164367467,2.453407982728629,0.8759999999999982,0.1162857142857144,0.9252857142857172,66,2,0.4460093896713615,5.0,-1,0,1.0,0.0,0.8571428571428571,0.0,21.352,1.862,0.3314553990610328,5.0,-1,0,1.0,0.0,0.8571428571428571,-22.5,0.0,66,2,0.4460093896713615,213,-22.281,-1.2,20.266,0.32957746478873234
"('chrVI', 203292, 203386)",-,NM_001180865.3,21.059,1.8838747581358608,4.199705077879927,0.5447142857142846,0.143571428571429,0.4448571428571437,0,-7.3,-6.964062500000007,0.0,0.0,143.0219959,21.109,1.3470736479666092,5.809142990314028,0.5145714285714283,0.1218571428571427,0.4484285714285722,21,0,0.5212765957446809,16.0,0,0,0.5714285714285714,0.0,0.7142857142857143,0.0,16.575,0.176,0.2819148936170212,29.0,0,0,0.7142857142857143,0.1428571428571428,0.4285714285714285,-7.3,0.0,13,0,0.4574468085106383,94,-7.1916666666666735,0.0,14.086,0.27340425531914897
"('chrVIII', 129528, 129647)",+,NM_001179142.1,13.852,0.2218943319137777,0.0460439385014068,0.5317142857142878,0.4259999999999986,0.6127142857142837,0,0.0,-11.762499999999996,-3.0,0.0,69.53346809,16.1,0.3382738585678411,0.0304592074847085,0.5025714285714299,0.5114285714285672,0.6421428571428529,21,0,0.5966386554621849,13.0,-1,-1,0.4285714285714285,0.5714285714285714,0.7142857142857143,0.0,13.518,0.177,0.2470588235294117,13.0,-1,-1,0.4285714285714285,0.5714285714285714,0.7142857142857143,0.0,0.0,21,0,0.5966386554621849,119,-11.80169491525424,-3.0,12.28,0.24705882352941178
"('chrXIV', 501156, 501502)",+,,12.784,0.8232558659069656,11.512925464970229,0.4575714285714307,0.0551428571428571,0.2034285714285706,0,-10.1,-12.517073170731702,0.0,,,17.881,1.4784096500276962,11.512925464970229,0.3762857142857146,0.1241428571428572,0.180142857142857,93,1,0.4132947976878612,3.0,-1,0,0.7142857142857143,0.0,0.2857142857142857,0.0,26.983,0.83,0.2835260115606935,3.0,-1,0,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,95,2,0.3554913294797688,346,-11.988679245283015,0.0,18.978,0.23381502890173406
"('chrII', 426516, 426873)",-,NM_001178438.4,12.235,2.3434070875143007,2.145581344184381,0.433857142857142,0.2875714285714298,0.277714285714284,0,-12.9,-14.171111111111111,0.0,0.0,35.35984338,13.202,3.772261063052988,2.162823150618887,0.3927142857142857,0.4307142857142849,0.2342857142857127,105,0,0.42296918767507,13.0,0,0,0.4285714285714285,0.0,0.0,0.0,34.033,1.199,0.2714285714285714,13.0,0,0,0.4285714285714285,0.5714285714285714,0.0,-12.9,0.0,103,2,0.3669467787114845,357,-13.158620689655166,0.0,23.091,0.2736694677871149
"('chrX', 172432, 172752)",-,,13.594,5.521460917862246,2.128631785870608,0.4772857142857179,0.1217142857142856,0.3191428571428586,0,0.0,0.0,0.0,,,13.426,6.907755278982137,1.509592577464384,0.4647142857142892,0.1760000000000002,0.4554285714285732,78,0,0.39375,18.0,0,0,0.4285714285714285,0.0,0.0,0.0,22.491,0.658,0.2143749999999999,12.0,0,0,0.4285714285714285,0.0,0.7142857142857143,0.0,0.0,83,0,0.375,320,-12.299999999999999,0.0,21.654,0.2296875
"('chrV', 148194, 148282)",+,NM_001178818.1,18.354,2.8473122684357177,6.907755278982137,0.8457142857142871,0.5137142857142858,0.4210000000000004,0,0.0,0.0,0.0,0.0,121.2992627,17.599,4.422848629194137,6.214608098422191,0.8307142857142862,0.4855714285714272,0.4218571428571427,13,0,0.7727272727272727,22.0,0,0,0.8571428571428571,0.0,0.0,0.0,9.903,0.135,0.284090909090909,15.0,0,0,0.8571428571428571,0.0,0.0,0.0,0.0,13,0,0.5340909090909091,88,0.0,0.0,9.038,0.28409090909090906
"('chrIV', 1266769, 1266861)",-,NM_001180705.1,5.011,0.0191828194167739,0.3915622029391729,0.4937142857142902,0.2987142857142864,0.8900000000000058,0,0.0,-3.2,-2.5,0.0,42.31537127,5.282,0.0555127099302588,0.6424540662444271,0.5001428571428612,0.3425714285714284,0.856857142857148,24,0,0.5217391304347826,5.0,-1,-1,0.4285714285714285,0.0,1.0,0.0,21.294,0.024,0.3315217391304347,5.0,-1,0,0.4285714285714285,0.0,0.8571428571428571,0.0,0.0,22,0,0.532608695652174,92,0.0,-2.5,19.835,0.3402173913043478
"('chrII', 142749, 142846)",-,NM_001178280.1,7.15,0.1863295781914934,11.512925464970229,0.529999999999997,0.0542857142857142,0.6734285714285684,0,0.0,0.0,-3.889473684210528,0.0,199.8208276,10.406,0.3768776512562517,11.512925464970229,0.4999999999999978,0.1361428571428571,0.4767142857142847,25,0,0.4845360824742268,5.0,-1,0,0.5714285714285714,0.0,0.8571428571428571,0.0,19.994,0.034,0.3329896907216493,5.0,-1,0,0.4285714285714285,0.0,0.7142857142857143,0.0,0.0,19,0,0.4845360824742268,97,0.0,-1.7,16.289,0.3123711340206185
"('chrX', 365784, 365902)",+,,21.617,11.512925464970229,5.521460917862246,0.6254285714285698,0.0644285714285714,0.1988571428571421,0,0.0,-5.711999999999994,-0.0333333333333333,,,22.061,11.512925464970229,11.512925464970229,0.5547142857142849,0.1492857142857143,0.218714285714285,10,0,0.559322033898305,20.0,0,0,0.7142857142857143,0.0,0.5714285714285714,0.0,9.305,0.091,0.2406779661016949,50.0,0,0,0.0,0.0,0.0,-5.7,0.0,13,0,0.5508474576271186,118,-5.6044444444444395,0.0,7.839,0.25508474576271184
"('chrXIII', 517563, 517885)",+,NM_001182626.1,8.437,11.512925464970229,1.7037485919053417,0.90557142857143,0.2080000000000005,0.4875714285714261,0,0.0,0.0,-3.1,0.0,95.24675517,5.867,11.512925464970229,1.84516024595517,0.9692857142857156,0.2895714285714291,0.5525714285714243,86,2,0.4503105590062112,5.0,0,0,1.0,0.0,0.5714285714285714,0.0,32.213,1.011,0.2571428571428571,5.0,0,0,1.0,0.0,0.5714285714285714,0.0,0.0,89,1,0.4068322981366459,322,-22.450000000000003,0.0,28.006,0.2291925465838509
"('chrIII', 293939, 293993)",+,NM_001178804.1,5.725,0.1392620673335076,11.512925464970229,0.7711428571428567,0.1571428571428575,0.3871428571428558,0,0.0,0.0,0.0,40.0,36.23778805,7.965,0.1415635643217868,11.512925464970229,0.6714285714285724,0.1252857142857154,0.3188571428571418,14,0,0.5185185185185185,5.0,-1,0,1.0,0.2857142857142857,0.4285714285714285,0.0,9.626,0.003,0.3648148148148148,5.0,-1,0,1.0,0.2857142857142857,0.4285714285714285,0.0,0.0,14,0,0.5185185185185185,54,0.0,0.0,9.07,0.35185185185185186
"('chrXIII', 337817, 337903)",+,NM_001182530.1,16.343,5.809142990314028,11.512925464970229,0.2774285714285712,0.0152857142857142,0.8082857142857146,0,-1.3,-1.3000000000000005,0.0,0.0,80.4389636,17.863,6.907755278982137,11.512925464970229,0.147857142857143,0.0191428571428571,0.8105714285714287,11,0,0.4069767441860465,17.0,0,0,0.0,0.0,0.8571428571428571,0.0,12.495,0.039,0.2697674418604651,17.0,0,0,0.0,0.0,0.8571428571428571,-1.3,0.0,11,0,0.4069767441860465,86,-1.2999999999999992,0.0,11.222,0.2976744186046512
"('chrII', 110420, 110505)",-,NM_001184440.1,5.682,0.1496607745544062,11.512925464970229,0.8632857142857192,0.0185714285714285,0.2787142857142829,0,0.0,0.0,0.0,0.0,38.06999079,12.678,0.7360546815712219,11.512925464970229,0.8531428571428582,0.0312857142857142,0.254142857142855,11,0,0.788235294117647,3.0,-1,0,0.8571428571428571,0.0,0.2857142857142857,0.0,10.492,0.011,0.2705882352941177,3.0,-1,0,0.8571428571428571,0.0,0.2857142857142857,0.0,0.0,10,0,0.788235294117647,85,0.0,0.0,9.189,0.24470588235294116
"('chrII', 186352, 186427)",-,NM_001178258.1,5.147,1.018877320649256,11.512925464970229,0.8428571428571456,0.0115714285714285,0.4985714285714289,0,0.0,0.0,0.0,0.0,79.8033285,6.292,0.8915981192837836,11.512925464970229,0.8018571428571442,0.0597142857142857,0.4737142857142863,19,0,0.6133333333333333,5.0,-1,0,0.8571428571428571,0.0,0.4285714285714285,0.0,16.471,0.013,0.3586666666666667,5.0,-1,0,0.8571428571428571,0.0,0.4285714285714285,0.0,0.0,19,0,0.6133333333333333,75,0.0,0.0,15.352,0.34666666666666657
"('chrXIII', 721198, 721345)",-,NM_001182732.1,3.795,0.1075852106799374,0.0161293819298836,0.6172857142857122,0.0434285714285714,0.5348571428571396,0,0.0,-21.55,-5.034999999999993,0.0,41.48534151,12.606,0.8301130356331028,0.0263439753396019,0.3061428571428574,0.0567142857142857,0.5827142857142826,33,0,0.5374149659863946,1.0,-1,-1,0.7142857142857143,0.0,0.5714285714285714,-4.9,27.15,0.034,0.3408163265306123,22.0,0,-1,0.0,0.0,0.7142857142857143,0.0,-4.9,37,0,0.4285714285714285,147,-20.86285714285714,-4.985858585858578,23.38,0.32789115646258504
"('chrXIII', 854816, 854898)",+,NM_001182800.1,14.871,11.512925464970229,11.512925464970229,0.4577142857142835,0.0289999999999999,0.8805714285714324,0,0.0,-5.2,0.0,0.0,143.8188718,14.478,11.512925464970229,11.512925464970229,0.4210000000000006,0.0465714285714285,0.851285714285719,9,0,0.5121951219512195,29.0,0,0,0.0,0.0,0.8571428571428571,0.0,8.835,0.089,0.2573170731707317,8.0,0,0,0.7142857142857143,0.0,0.8571428571428571,0.0,0.0,22,0,0.4512195121951219,82,-5.2,0.0,7.227,0.27073170731707324
"('chrXIV', 350957, 351053)",+,NM_001182985.1,28.344,3.036554268074246,11.512925464970229,0.4057142857142851,0.4649999999999978,0.425999999999999,0,0.0,0.0,-1.5,0.0,89.96441859,26.299,2.577021938695806,11.512925464970229,0.3899999999999993,0.4025714285714277,0.4145714285714281,13,0,0.6458333333333334,30.0,0,0,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.0,7.762,0.041,0.2552083333333333,30.0,0,0,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.0,0.0,13,0,0.6458333333333334,96,0.0,-1.5,7.235,0.2625
"('chrVIII', 354864, 354955)",+,NM_001179253.1,20.864,4.961845129926823,5.115995809754082,0.6994285714285706,0.2417142857142855,0.1722857142857142,0,0.0,0.0,0.0,0.0,77.83689429,18.852,11.512925464970229,3.1941832122778293,0.7340000000000003,0.2177142857142855,0.2794285714285726,22,1,0.3956043956043956,20.0,0,0,0.4285714285714285,0.2857142857142857,0.0,0.0,13.821,0.299,0.2835164835164835,6.0,0,0,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,13,0,0.5164835164835165,91,0.0,0.0,12.636,0.26263736263736265
"('chrVII', 62131, 62189)",+,NM_001181098.1,13.04,3.0159349808715104,11.512925464970229,0.4577142857142875,0.2294285714285706,0.4028571428571426,0,0.0,0.0,0.0,0.0,57.99154341,14.658,3.912023005428146,11.512925464970229,0.3798571428571435,0.3014285714285706,0.4365714285714299,9,0,0.6896551724137931,13.0,0,0,0.7142857142857143,0.0,0.0,0.0,7.602,0.017,0.3155172413793103,5.0,0,0,0.4285714285714285,0.0,0.7142857142857143,0.0,0.0,11,0,0.6206896551724138,58,0.0,0.0,5.903,0.2655172413793104
"('chrXIII', 236591, 236953)",+,NM_001182375.1,30.57,6.907755278982137,6.907755278982137,0.9232857142857152,0.0158571428571428,0.1765714285714278,0,-9.9,-9.845783132530103,-26.33500000000004,0.0,33.26311759,28.071,11.512925464970229,5.298317366548036,0.8521428571428582,0.0547142857142857,0.2182857142857134,104,0,0.4392265193370165,31.0,0,0,1.0,0.0,0.0,-26.4,27.556,0.244,0.1930939226519337,31.0,0,0,1.0,0.0,0.0,-9.9,-26.4,104,0,0.4392265193370165,362,-9.773170731707305,-26.32000000000004,26.487,0.19668508287292816
"('chrXVI', 729385, 729481)",-,NM_001184195.1,25.977,11.512925464970229,11.512925464970229,0.1672857142857139,0.3732857142857131,0.1747142857142853,0,0.0,0.0,0.0,0.0,63.29679795,25.114,11.512925464970229,11.512925464970229,0.1125714285714291,0.3444285714285694,0.1999999999999991,19,0,0.4895833333333333,24.0,0,0,0.0,0.2857142857142857,0.0,0.0,10.857,0.119,0.35,18.0,0,0,0.7142857142857143,0.0,0.0,0.0,0.0,20,0,0.5833333333333334,96,0.0,0.0,9.414,0.30729166666666663
"('chrXIV', 622944, 623286)",+,NM_001182843.1,15.209,4.8283137373023015,4.710530701645918,0.5012857142857164,0.4020000000000011,0.8061428571428537,0,0.0,-20.0,0.0,0.0,60.16872057,13.471,6.214608098422191,3.816712825623821,0.494285714285717,0.3722857142857143,0.7844285714285683,101,2,0.327485380116959,5.0,0,0,0.4285714285714285,0.0,0.7142857142857143,0.0,25.096,1.631,0.2485380116959064,7.0,0,0,0.4285714285714285,0.0,0.5714285714285714,0.0,0.0,98,2,0.3333333333333333,342,-19.7,0.0,23.192,0.23976608187134502
"('chrII', 462209, 462289)",+,NM_001184520.1,17.175,11.512925464970229,11.512925464970229,0.693285714285712,0.1884285714285718,0.3992857142857141,0,0.0,0.0,0.0,142.0,33.13672659,18.395,11.512925464970229,11.512925464970229,0.6765714285714253,0.2401428571428577,0.5205714285714258,7,0,0.55,13.0,0,0,0.8571428571428571,0.0,0.5714285714285714,0.0,9.935,0.169,0.32625,13.0,0,0,0.8571428571428571,0.0,0.5714285714285714,0.0,0.0,7,0,0.55,80,0.0,0.0,6.971,0.29374999999999996
"('chrVII', 346808, 346893)",-,NM_001180952.1,26.234,1.1239300966523995,3.816712825623821,0.3225714285714282,0.2699999999999989,0.3007142857142855,0,0.0,0.0,-1.3999999999999997,0.0,51.93090416,13.268,0.4494169956373471,3.473768074496991,0.4732857142857118,0.2742857142857123,0.6015714285714255,16,0,0.7411764705882353,5.0,-1,0,0.5714285714285714,0.0,0.8571428571428571,0.0,14.627,0.005,0.3647058823529412,5.0,-1,0,0.5714285714285714,0.0,0.8571428571428571,0.0,0.0,16,0,0.7411764705882353,85,0.0,-1.4000000000000001,14.49,0.2858823529411765
"('chrIV', 458017, 458097)",-,NM_001180313.1,18.726,4.074541934925921,3.649658740960655,0.7237142857142814,0.0524285714285714,0.2209999999999994,0,0.0,0.0,0.0,0.0,42.33539978,18.109,4.135166556742356,2.407945608651872,0.7497142857142844,0.0958571428571428,0.2535714285714272,5,0,0.925,20.0,0,0,0.7142857142857143,0.0,0.0,0.0,6.335,0.013,0.29125,20.0,0,0,0.8571428571428571,0.0,0.0,0.0,0.0,6,0,0.9,80,0.0,0.0,6.346,0.255
"('chrIX', 47698, 47760)",+,NM_001184521.1,14.581,1.067113621608739,11.512925464970229,0.6125714285714275,0.6954285714285696,0.698428571428568,0,0.0,0.0,0.0,0.0,101.4641006,13.424,0.623621117911335,11.512925464970229,0.3734285714285694,0.7357142857142847,0.7022857142857114,12,0,0.6774193548387096,1.0,-1,0,0.8571428571428571,0.0,0.7142857142857143,0.0,7.959,0.006,0.2629032258064516,21.0,0,0,0.4285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.0,9,0,0.5967741935483871,62,0.0,0.0,7.418,0.282258064516129
"('chrXIII', 140090, 140183)",-,NM_001182426.1,18.495,4.961845129926823,6.907755278982137,0.7467142857142879,0.3505714285714288,0.1508571428571417,0,-8.0,-8.015094339622642,0.0,0.0,107.684835,19.207,4.268697949366879,6.214608098422191,0.7254285714285732,0.3588571428571435,0.1395714285714274,27,0,0.4301075268817204,19.0,0,0,0.8571428571428571,0.4285714285714285,0.1428571428571428,0.0,11.149,0.048,0.2924731182795699,19.0,0,0,0.8571428571428571,0.4285714285714285,0.1428571428571428,-8.0,0.0,27,0,0.4301075268817204,93,-8.03764705882353,0.0,11.073,0.3
"('chrXI', 437837, 437905)",+,NM_001179568.1,6.465,0.1613431504087629,0.7787050689215919,0.8381428571428572,0.1825714285714277,0.5659999999999978,0,0.0,0.0,0.0,0.0,96.24683347,5.974,0.1743533871447778,0.49593701127224,0.8301428571428575,0.2431428571428553,0.6309999999999963,13,0,0.5,3.0,-1,-1,1.0,0.2857142857142857,0.7142857142857143,0.0,11.095,0.087,0.2955882352941176,3.0,-1,-1,1.0,0.2857142857142857,0.7142857142857143,0.0,0.0,13,0,0.5,68,0.0,0.0,10.023,0.27058823529411763
"('chrVIII', 251155, 251248)",+,NM_001179206.1,19.435,1.6144504542576446,11.512925464970229,0.3237142857142866,0.1922857142857142,0.2222857142857123,0,0.0,-3.6166666666666663,0.0,0.0,50.21914035,22.359,2.8302178350764176,11.512925464970229,0.2512857142857148,0.2154285714285719,0.1539999999999984,14,0,0.4623655913978494,30.0,0,0,0.0,0.0,0.1428571428571428,0.0,15.27,0.138,0.3956989247311828,30.0,0,0,0.0,0.0,0.1428571428571428,0.0,0.0,14,0,0.4623655913978494,93,0.0,0.0,12.826,0.3408602150537635
"('chrXII', 327258, 327399)",-,NM_001181980.1,15.625,3.1941832122778293,0.1972321695297089,0.5687142857142846,0.6114285714285692,0.6149999999999974,0,-7.1,-7.121428571428583,-6.799999999999998,0.0,84.66434316,14.931,4.8283137373023015,0.1232982163444936,0.5902857142857122,0.4364285714285763,0.550142857142856,21,1,0.425531914893617,11.0,0,-1,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.0,15.068,0.64,0.1907801418439716,16.0,0,-1,0.7142857142857143,0.1428571428571428,0.8571428571428571,-7.1,-6.8,21,1,0.4184397163120567,141,-7.142553191489373,-6.800000000000005,11.355,0.15673758865248227
"('chrXVI', 582558, 582701)",-,NM_001184689.1,8.309,0.7765287894989963,11.512925464970229,0.6131428571428532,0.0205714285714285,0.5235714285714286,0,-13.0,-12.916494845360823,0.0,0.0,66.36306821,9.432,1.6296406197516198,11.512925464970229,0.5352857142857121,0.0451428571428571,0.530714285714285,38,0,0.5594405594405595,5.0,-1,0,0.5714285714285714,0.0,0.7142857142857143,0.0,20.535,0.271,0.3258741258741259,10.0,0,0,0.0,0.0,0.4285714285714285,-13.0,0.0,35,0,0.4335664335664335,143,-12.755102040816327,0.0,19.832,0.2993006993006993
"('chrX', 50268, 50411)",-,NM_001181639.1,41.371,11.512925464970229,0.0954101848046581,0.7101428571428475,0.558571428571424,0.1574285714285697,0,0.0,0.0,-21.460999999999963,0.0,37.3130694,40.357,11.512925464970229,0.083381608939051,0.7118571428571331,0.5497142857142813,0.1811428571428552,25,0,0.7202797202797203,42.0,0,-1,0.7142857142857143,0.5714285714285714,0.1428571428571428,-22.6,23.473,0.0,0.258041958041958,42.0,0,-1,0.7142857142857143,0.5714285714285714,0.1428571428571428,0.0,-22.6,25,0,0.7202797202797203,143,0.0,-21.08484848484845,23.07,0.25804195804195806
"('chrX', 396493, 396570)",-,NM_001181458.3,24.509,1.374365790254617,2.071473372030659,0.3375714285714301,0.5455714285714253,0.1692857142857134,0,0.0,0.0,0.0,0.0,44.74227861,22.166,0.7765287894989963,1.783791299578878,0.3824285714285718,0.5164285714285699,0.2522857142857138,12,0,0.5324675324675324,33.0,0,0,0.1428571428571428,0.5714285714285714,0.1428571428571428,0.0,12.125,0.001,0.2974025974025974,38.0,0,0,0.0,0.5714285714285714,0.1428571428571428,0.0,0.0,12,0,0.5324675324675324,77,0.0,0.0,11.734,0.30389610389610394
"('chrXI', 430455, 430596)",-,NM_001180028.3,23.516,2.4418471603275536,5.298317366548036,0.7415714285714291,0.0441428571428571,0.3024285714285699,0,0.0,-12.7,-9.087500000000013,0.0,60.09355941,19.614,2.453407982728629,5.298317366548036,0.5888571428571404,0.1088571428571431,0.2584285714285684,39,0,0.4468085106382978,29.0,0,0,0.8571428571428571,0.0,0.4285714285714285,-8.6,19.687,0.076,0.2652482269503546,12.0,0,0,0.8571428571428571,0.0,0.4285714285714285,0.0,-8.6,43,0,0.3475177304964539,141,-10.149999999999999,-8.83939393939395,16.997,0.24255319148936166
"('chrXVI', 305306, 305411)",+,NM_001183943.1,10.403,3.101092789211817,3.649658740960655,0.6838571428571415,0.0642857142857143,0.6115714285714255,0,0.0,0.0,0.0,0.0,109.8682936,20.569,4.422848629194137,3.611918412977808,0.5641428571428541,0.3061428571428581,0.6035714285714269,17,0,0.6952380952380952,5.0,0,0,0.8571428571428571,0.0,0.7142857142857143,0.0,11.359,0.007,0.2885714285714286,5.0,0,0,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,17,0,0.6952380952380952,105,0.0,0.0,9.009,0.3238095238095238
"('chrXIV', 48293, 48401)",+,NM_001183150.1,13.585,5.809142990314028,0.9187938620922736,0.5362857142857106,0.7485714285714249,0.4094285714285725,0,0.0,-10.2,0.0,0.0,112.6508665,14.424,4.509860006183766,0.8964881045779755,0.5171428571428538,0.6769999999999946,0.4687142857142869,27,0,0.5370370370370371,14.0,0,0,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.0,13.207,0.046,0.2342592592592592,18.0,0,0,0.5714285714285714,0.8571428571428571,0.2857142857142857,0.0,0.0,31,0,0.4907407407407407,108,-10.700000000000001,0.0,13.572,0.2361111111111111
