ChrPos,Strand,Name,LocalizationMetric_RNAstructure_DMS_mfe,StartToBPStemMetric_RNAstructure_DMS_mfe_BPP,BPToEndStemMetric_RNAstructure_DMS_mfe_BPP,StartProtectionMetric_RNAstructure_DMS_mfe,EndProtectionMetric_RNAstructure_DMS_mfe,BPProtectionMetric_RNAstructure_DMS_mfe,ZipperStemStartMetric_RNAstructure_DMS_mfe_BPP,ZipperStemEndMetric_RNAstructure_DMS_mfe_BPP,LongestStemMetric_RNAstructure_DMS_mfe_BPP,NWJMetric_RNAstructure_DMS_mfe,MLDMetric_RNAstructure_DMS_mfe,LocalizationMetric_RNAstructure_mfe,StartToBPStemMetric_RNAstructure_mfe,BPToEndStemMetric_RNAstructure_mfe,StartProtectionMetric_RNAstructure_mfe,EndProtectionMetric_RNAstructure_mfe,BPProtectionMetric_RNAstructure_mfe,ZipperStemStartMetric_RNAstructure_mfe,ZipperStemEndMetric_RNAstructure_mfe,LongestStemMetric_RNAstructure_mfe,NWJMetric_RNAstructure_mfe,MLDMetric_RNAstructure_mfe,LengthFeature,ZipperStemStartMetric_RNAstructure_DMS_mfe,ZipperStemEndMetric_RNAstructure_DMS_mfe,LongestStemMetric_RNAstructure_DMS_mfe
"('chrVII', 1037617, 1037814)",+,,147.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.8223350253807107,24.0,0,-1,0.5714285714285714,0.8571428571428571,1.0,0.0,0.0,29,0,0.3604060913705584,197,0.0,0.0,4
"('chrXII', 56766, 56903)",-,,60.0,0,0,0.0,0.0,0.5714285714285714,0.0,0.0,0,0,0.6861313868613139,39.0,0,0,0.0,0.0,0.5714285714285714,-8.8,0.0,30,0,0.3430656934306569,137,-5.6,0.0,6
"('chrXII', 117821, 118228)",+,,92.0,0,0,0.0,0.0,0.0,0.0,0.0,14,0,0.3366093366093366,8.0,-1,-1,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.0,-5.4,119,2,0.3685503685503685,407,0.0,0.0,14
"('chrXII', 155193, 155314)",-,,25.0,0,0,0.4285714285714285,0.0,0.0,0.0,0.0,0,0,0.39669421487603307,16.0,0,-1,0.4285714285714285,0.8571428571428571,0.0,0.0,-9.8,25,1,0.4132231404958678,121,0.0,0.0,4
"('chrXII', 297629, 298075)",-,,25.0,0,0,0.1428571428571428,0.0,0.0,0.0,0.0,0,0,0.23766816143497757,51.0,0,0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.0,0.0,127,0,0.3744394618834081,446,0.0,0.0,16
"('chrXII', 335511, 335756)",+,,85.0,0,0,0.2857142857142857,0.4285714285714285,0.4285714285714285,0.0,0.0,7,0,0.46122448979591835,26.0,0,0,0.4285714285714285,0.8571428571428571,0.1428571428571428,0.0,0.0,59,0,0.3224489795918367,245,0.0,0.0,10
"('chrXII', 520661, 521037)",-,,67.0,0,0,0.1428571428571428,0.0,0.0,0.0,0.0,13,0,0.3617021276595745,13.0,0,0,0.2857142857142857,0.1428571428571428,0.7142857142857143,0.0,0.0,105,1,0.2845744680851064,376,0.0,0.0,16
"('chrXII', 638681, 639179)",+,,24.0,0,0,0.2857142857142857,0.1428571428571428,0.0,0.0,0.0,0,0,0.41967871485943775,27.0,0,-1,0.2857142857142857,1.0,0.0,0.0,-4.8,74,2,0.3232931726907631,498,0.0,0.0,11
"('chrXII', 718342, 718535)",-,,103.0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,6,0,0.6839378238341969,29.0,0,0,0.2857142857142857,0.0,1.0,0.0,-2.6,46,1,0.3471502590673575,193,0.0,-5.1,6
"('chrXII', 727566, 727717)",+,,19.0,0,0,0.0,0.0,0.0,0.0,-7.2,9,0,0.47019867549668876,19.0,0,0,0.0,0.7142857142857143,0.5714285714285714,0.0,-7.2,33,0,0.3973509933774834,151,0.0,-7.2,9
"('chrXII', 740428, 740598)",-,,51.0,0,0,0.0,0.7142857142857143,0.0,0.0,0.0,6,0,0.4294117647058823,34.0,0,0,0.0,0.8571428571428571,0.2857142857142857,0.0,0.0,47,1,0.4294117647058823,170,0.0,0.0,13
"('chrXII', 780630, 780762)",+,,32.0,0,0,0.2857142857142857,0.0,0.0,0.0,0.0,0,0,0.6742424242424242,46.0,0,0,0.0,1.0,0.4285714285714285,0.0,0.0,36,1,0.4393939393939394,132,-8.1,0.0,6
"('chrXII', 813909, 814346)",+,,41.0,0,0,0.0,0.5714285714285714,1.0,0.0,0.0,0,0,0.2814645308924485,23.0,0,0,0.4285714285714285,0.0,1.0,0.0,-7.0,127,1,0.3226544622425629,437,0.0,-15.7,18
"('chrXII', 949157, 949477)",+,,63.0,0,-1,0.0,0.0,0.4285714285714285,0.0,0.0,14,0,0.375,24.0,0,-1,0.2857142857142857,0.0,0.4285714285714285,0.0,0.0,59,0,0.40625,320,0.0,0.0,37
"('chrXIV', 92928, 93226)",+,,153.0,0,0,0.0,0.0,0.4285714285714285,0.0,0.0,11,0,0.6409395973154363,36.0,0,0,0.0,0.7142857142857143,0.8571428571428571,0.0,-5.6,79,1,0.3187919463087248,298,0.0,-6.5,11
"('chrXIV', 181681, 181884)",-,,110.0,0,0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,0.0,9,0,0.6354679802955665,32.0,0,0,0.5714285714285714,0.5714285714285714,0.7142857142857143,-8.7,0.0,28,1,0.4334975369458128,203,0.0,0.0,10
"('chrXIV', 185228, 185427)",+,,51.0,0,-1,0.0,0.0,0.4285714285714285,0.0,-10.1,10,0,0.3969849246231156,8.0,0,-1,1.0,0.2857142857142857,0.7142857142857143,0.0,0.0,28,1,0.3618090452261306,199,0.0,-10.1,17
"('chrXIV', 343197, 343367)",-,,49.0,0,0,0.0,0.2857142857142857,0.0,0.0,-5.4,7,0,0.5470588235294118,25.0,0,0,0.4285714285714285,0.2857142857142857,0.8571428571428571,0.0,-5.0,40,2,0.488235294117647,170,0.0,-5.4,8
"('chrXIV', 376178, 376680)",+,,21.0,0,0,0.0,0.2857142857142857,0.4285714285714285,0.0,0.0,5,0,0.25298804780876494,37.0,0,0,0.0,0.7142857142857143,0.8571428571428571,0.0,0.0,131,1,0.2290836653386454,502,0.0,0.0,12
"('chrXIV', 469458, 469693)",+,,80.0,0,0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0,0,0.3872340425531915,32.0,0,0,0.4285714285714285,0.4285714285714285,0.5714285714285714,0.0,-6.5,57,2,0.4425531914893617,235,0.0,0.0,7
"('chrXIV', 486904, 487266)",-,,39.0,0,0,0.0,0.0,0.0,0.0,0.0,8,0,0.27624309392265195,24.0,0,0,0.0,0.2857142857142857,0.0,0.0,0.0,84,0,0.3756906077348066,362,0.0,0.0,10
"('chrXIV', 543998, 544173)",+,,54.0,0,0,1.0,0.0,0.0,0.0,0.0,0,0,0.5885714285714285,19.0,0,0,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.0,0.0,55,0,0.4,175,0.0,0.0,8
"('chrXIV', 728630, 729085)",-,,12.0,0,0,0.2857142857142857,0.1428571428571428,0.7142857142857143,0.0,0.0,12,0,0.24835164835164836,42.0,0,0,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.0,0.0,71,0,0.3318681318681318,455,0.0,0.0,19
"('chrXIV', 728080, 728569)",-,,41.0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,20,1,0.25357873210633947,56.0,0,0,0.0,0.7142857142857143,0.5714285714285714,0.0,0.0,149,2,0.3169734151329243,489,0.0,0.0,14
"('chrXIV', 756594, 757065)",-,,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.29936305732484075,21.0,0,0,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.0,0.0,127,0,0.2632696390658174,471,0.0,0.0,6
"('chrXVI', 114166, 114465)",+,,22.0,0,0,0.5714285714285714,0.5714285714285714,1.0,0.0,0.0,5,0,0.2608695652173913,10.0,-1,0,0.8571428571428571,0.0,0.7142857142857143,0.0,-4.8,88,0,0.2408026755852843,299,0.0,-4.8,24
"('chrXVI', 124091, 124580)",+,,120.0,0,0,0.0,0.0,0.0,0.0,0.0,11,0,0.3476482617586912,70.0,0,0,0.4285714285714285,1.0,0.0,0.0,0.0,115,2,0.3353783231083844,489,0.0,0.0,11
"('chrXVI', 294178, 294424)",-,,48.0,0,0,0.0,0.2857142857142857,0.0,0.0,0.0,6,0,0.3699186991869919,25.0,0,0,0.8571428571428571,0.0,0.8571428571428571,0.0,0.0,67,0,0.3699186991869919,246,0.0,0.0,10
"('chrXVI', 612880, 613040)",+,,57.0,0,0,0.0,0.4285714285714285,0.8571428571428571,0.0,0.0,8,0,0.44375,20.0,0,0,0.0,0.0,0.4285714285714285,0.0,0.0,42,0,0.425,160,0.0,0.0,10
"('chrXVI', 643123, 643491)",+,,27.0,0,0,0.7142857142857143,0.5714285714285714,0.0,0.0,0.0,8,1,0.328804347826087,20.0,0,0,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.0,0.0,104,1,0.3179347826086957,368,0.0,0.0,10
"('chrXVI', 711927, 712263)",-,,12.0,0,0,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.0,0.0,13,0,0.22023809523809523,40.0,0,0,0.5714285714285714,0.0,0.5714285714285714,0.0,0.0,93,0,0.3244047619047619,336,0.0,-3.7,13
"('chrXVI', 727468, 727922)",+,,37.0,0,0,0.0,0.0,0.5714285714285714,0.0,0.0,13,0,0.21145374449339208,27.0,0,0,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.0,0.0,87,2,0.2995594713656387,454,0.0,0.0,15
"('chrXVI', 760687, 761224)",+,,41.0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,10,0,0.22346368715083798,66.0,0,0,0.0,1.0,0.2857142857142857,0.0,0.0,109,0,0.3351955307262569,537,0.0,0.0,19
"('chrXVI', 823471, 823913)",+,,81.0,0,0,0.0,0.1428571428571428,0.4285714285714285,0.0,0.0,11,2,0.2669683257918552,19.0,0,-1,0.2857142857142857,0.5714285714285714,0.5714285714285714,-13.6,0.0,115,0,0.33710407239819,442,0.0,0.0,31
"('chrXVI', 859262, 859622)",+,,102.0,0,0,0.0,0.0,0.0,0.0,0.0,7,0,0.4166666666666667,21.0,0,0,0.0,0.0,0.5714285714285714,0.0,0.0,41,2,0.2916666666666667,360,0.0,0.0,11
"('chrXVI', 862656, 863151)",+,,189.0,0,0,0.0,0.8571428571428571,0.0,0.0,-7.7,9,0,0.49292929292929294,37.0,0,0,0.0,0.8571428571428571,0.5714285714285714,0.0,-7.7,129,0,0.3595959595959596,495,0.0,-7.7,9
"('chrXVI', 943550, 943698)",+,,23.0,0,0,0.0,0.0,0.1428571428571428,0.0,0.0,12,0,0.32432432432432434,42.0,0,0,0.0,0.7142857142857143,0.8571428571428571,0.0,0.0,40,1,0.527027027027027,148,0.0,0.0,7
"('chrVIII', 41897, 42217)",+,,9.0,0,0,0.4285714285714285,0.0,0.2857142857142857,0.0,0.0,10,0,0.303125,29.0,0,0,0.8571428571428571,0.0,0.1428571428571428,0.0,-3.5,78,0,0.346875,320,0.0,-5.1,10
"('chrVIII', 43109, 43305)",+,,28.0,0,0,0.8571428571428571,0.2857142857142857,0.7142857142857143,0.0,0.0,10,0,0.39285714285714285,21.0,0,-1,0.0,0.4285714285714285,0.4285714285714285,0.0,-6.3,43,0,0.3673469387755102,196,0.0,0.0,19
"('chrVIII', 49898, 50333)",+,,80.0,0,0,0.0,0.2857142857142857,0.0,0.0,0.0,0,0,0.3632183908045977,36.0,0,0,0.4285714285714285,0.4285714285714285,0.4285714285714285,0.0,0.0,104,0,0.2850574712643678,435,0.0,0.0,7
"('chrVIII', 162754, 163246)",-,,22.0,0,0,0.4285714285714285,0.0,0.7142857142857143,0.0,0.0,16,1,0.18902439024390244,23.0,0,0,0.4285714285714285,0.8571428571428571,1.0,0.0,0.0,87,0,0.3191056910569105,492,0.0,0.0,16
"('chrVIII', 185951, 186133)",-,,78.0,0,0,0.4285714285714285,0.7142857142857143,0.0,0.0,0.0,0,0,0.5989010989010989,26.0,0,0,1.0,0.7142857142857143,0.5714285714285714,0.0,0.0,27,0,0.3461538461538461,182,0.0,-4.1,13
"('chrVIII', 326595, 326884)",+,,7.0,0,0,0.5714285714285714,0.0,0.0,0.0,0.0,5,0,0.3944636678200692,28.0,0,0,0.0,0.5714285714285714,0.7142857142857143,0.0,0.0,94,1,0.3806228373702422,289,0.0,0.0,17
"('chrVIII', 507519, 507794)",+,,69.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.43272727272727274,20.0,0,0,0.0,0.8571428571428571,0.4285714285714285,0.0,0.0,28,0,0.3527272727272727,275,0.0,0.0,12
"('chrVIII', 526637, 526829)",+,,15.0,-1,0,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,10,0,0.296875,15.0,-1,0,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.0,0.0,52,0,0.375,192,0.0,0.0,13
"('chrXIII', 261884, 262052)",-,,117.0,0,0,0.2857142857142857,0.0,0.0,0.0,0.0,9,0,0.7202380952380952,47.0,0,0,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.0,0.0,22,1,0.3928571428571428,168,0.0,0.0,9
"('chrXIII', 394450, 394626)",+,,7.0,0,0,0.4285714285714285,0.0,0.2857142857142857,0.0,0.0,0,0,0.4431818181818182,7.0,-1,-1,0.4285714285714285,0.0,0.2857142857142857,-9.8,0.0,40,1,0.3522727272727273,176,0.0,0.0,6
"('chrXIII', 11224, 11509)",-,,108.0,0,0,0.0,0.0,0.5714285714285714,0.0,0.0,0,0,0.543859649122807,27.0,0,0,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,77,0,0.3052631578947368,285,0.0,0.0,9
"('chrXIII', 134167, 134368)",+,,142.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.8059701492537313,29.0,0,0,0.5714285714285714,0.0,0.4285714285714285,-21.4,0.0,38,0,0.3781094527363184,201,0.0,0.0,6
"('chrXIII', 155908, 156290)",-,,201.0,0,0,0.1428571428571428,0.5714285714285714,0.0,0.0,0.0,0,0,0.6308900523560209,55.0,0,0,0.0,0.8571428571428571,0.4285714285714285,0.0,0.0,73,0,0.3743455497382199,382,0.0,0.0,9
"('chrXIII', 202984, 203295)",-,,54.0,0,0,0.0,0.4285714285714285,0.7142857142857143,0.0,0.0,5,0,0.3279742765273312,23.0,0,0,0.1428571428571428,0.4285714285714285,0.7142857142857143,0.0,0.0,98,2,0.4372990353697749,311,0.0,0.0,5
"('chrXIII', 207102, 207530)",-,,38.0,0,0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.0,0.0,11,1,0.1939252336448598,58.0,0,0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.0,-3.7,126,2,0.2686915887850467,428,0.0,-3.7,19
"('chrXIII', 249080, 249333)",+,,23.0,0,0,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.0,0.0,0,0,0.3201581027667984,30.0,0,0,0.4285714285714285,0.2857142857142857,1.0,0.0,0.0,71,1,0.458498023715415,253,0.0,0.0,7
"('chrXIII', 255271, 255708)",+,,149.0,0,0,0.0,0.0,0.4285714285714285,0.0,0.0,18,0,0.425629290617849,40.0,0,0,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.0,0.0,71,1,0.3615560640732265,437,0.0,0.0,17
"('chrXIII', 270104, 270233)",-,,24.0,0,0,0.7142857142857143,0.5714285714285714,0.4285714285714285,0.0,0.0,5,0,0.34108527131782945,20.0,0,-1,0.7142857142857143,0.7142857142857143,0.5714285714285714,-6.4,0.0,9,0,0.3875968992248062,129,0.0,0.0,8
"('chrXIII', 280111, 280502)",-,,60.0,0,0,0.2857142857142857,0.7142857142857143,0.4285714285714285,0.0,0.0,34,1,0.24808184143222506,72.0,0,0,0.5714285714285714,0.7142857142857143,0.0,0.0,0.0,77,0,0.3375959079283887,391,0.0,0.0,10
"('chrXIII', 300952, 301087)",-,,58.0,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0,0,0.8666666666666667,17.0,0,0,1.0,0.8571428571428571,0.7142857142857143,0.0,-4.4,45,0,0.4148148148148148,135,0.0,0.0,3
"('chrXIII', 445595, 445732)",-,,88.0,0,0,0.4285714285714285,0.0,0.4285714285714285,0.0,0.0,0,0,0.7591240875912408,33.0,0,0,0.4285714285714285,0.5714285714285714,0.4285714285714285,0.0,0.0,18,0,0.437956204379562,137,0.0,0.0,6
"('chrXIII', 489350, 489627)",+,,24.0,0,0,0.0,0.0,0.4285714285714285,0.0,0.0,6,1,0.27075812274368233,12.0,0,-1,0.0,0.2857142857142857,0.7142857142857143,0.0,-7.6,69,1,0.2851985559566787,277,0.0,0.0,8
"('chrXIII', 518766, 519267)",+,,61.0,0,0,0.0,0.0,0.4285714285714285,0.0,0.0,34,0,0.29740518962075846,43.0,0,0,0.8571428571428571,1.0,0.4285714285714285,0.0,0.0,149,1,0.3512974051896207,501,0.0,0.0,22
"('chrXIII', 531833, 532141)",+,,135.0,0,0,0.0,0.0,0.0,0.0,0.0,23,0,0.487012987012987,21.0,0,0,0.0,0.4285714285714285,0.0,-23.9,0.0,83,0,0.3896103896103896,308,0.0,0.0,23
"('chrXIII', 672273, 672432)",-,,96.0,0,0,0.0,0.1428571428571428,0.0,0.0,0.0,0,0,0.6729559748427673,19.0,0,-1,0.0,0.1428571428571428,0.7142857142857143,0.0,0.0,41,0,0.5283018867924528,159,0.0,0.0,7
"('chrXIII', 688548, 688830)",+,,57.0,0,0,0.0,0.0,0.7142857142857143,0.0,0.0,10,0,0.2872340425531915,45.0,0,0,0.0,0.0,0.7142857142857143,0.0,0.0,74,2,0.475177304964539,282,0.0,0.0,10
"('chrXIII', 765141, 765449)",-,,43.0,0,0,0.0,0.0,0.0,0.0,0.0,9,0,0.36038961038961037,26.0,0,0,0.7142857142857143,0.4285714285714285,0.8571428571428571,0.0,0.0,59,0,0.2857142857142857,308,0.0,0.0,9
"('chrXIII', 800245, 800396)",+,,25.0,0,0,0.4285714285714285,0.4285714285714285,0.0,0.0,-6.9,12,0,0.5761589403973509,32.0,0,0,0.8571428571428571,0.7142857142857143,0.0,0.0,-3.2,30,1,0.5231788079470199,151,-2.7,-6.9,14
"('chrXIII', 809950, 810050)",-,,39.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.56,38.0,0,0,0.0,0.0,0.4285714285714285,0.0,0.0,16,0,0.68,100,0.0,0.0,5
"('chrXIII', 853551, 854018)",+,,35.0,0,0,0.0,0.0,0.0,0.0,0.0,19,0,0.28693790149892934,32.0,0,0,0.0,0.0,0.4285714285714285,0.0,0.0,125,0,0.2805139186295503,467,0.0,0.0,19
"('chrXIII', 887809, 888010)",+,,147.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.8159203980099502,16.0,0,0,0.5714285714285714,0.0,1.0,0.0,0.0,45,0,0.3432835820895522,201,0.0,0.0,5
"('chrXIII', 888191, 888422)",+,,47.0,0,0,0.0,0.7142857142857143,0.0,0.0,0.0,8,0,0.27705627705627706,42.0,0,0,0.0,0.7142857142857143,0.0,0.0,0.0,52,0,0.4632034632034632,231,0.0,0.0,8
