ChrPos,Strand,Name,LocalizationMetric_Vienna_ens,StartToBPStemMetric_Vienna_ens,BPToEndStemMetric_Vienna_ens,StartProtectionMetric_Vienna_ens,EndProtectionMetric_Vienna_ens,BPProtectionMetric_Vienna_ens,ZipperStemMetric_Vienna_ens,ZipperStemStartMetric_Vienna_mfe,ZipperStemStartMetric_Vienna_ens,ZipperStemEndMetric_Vienna_ens,LocalizationMetric_RNAstructure_ens,StartToBPStemMetric_RNAstructure_ens,BPToEndStemMetric_RNAstructure_ens,StartProtectionMetric_RNAstructure_ens,EndProtectionMetric_RNAstructure_ens,BPProtectionMetric_RNAstructure_ens,LongestStemMetric_Vienna_mfe,NWJMetric_Vienna_mfe,MLDMetric_Vienna_mfe,LocalizationMetric_Vienna_mfe,StartToBPStemMetric_Vienna_mfe,BPToEndStemMetric_Vienna_mfe,StartProtectionMetric_Vienna_mfe,EndProtectionMetric_Vienna_mfe,BPProtectionMetric_Vienna_mfe,ZipperStemEndMetric_Vienna_mfe,LongestStemMetric_Vienna_ens,NWJMetric_Vienna_ens,MLDMetric_Vienna_ens,ZipperStemStartMetric_RNAstructure_ens,ZipperStemEndMetric_RNAstructure_ens,LongestStemMetric_RNAstructure_ens,MLDMetric_RNAstructure_ens,LengthFeature,LocalizationMetric_RNAstructure_mfe,ZipperStemStartMetric_RNAstructure_mfe,ZipperStemEndMetric_RNAstructure_mfe,LongestStemMetric_RNAstructure_mfe,MLDMetric_RNAstructure_mfe
"('chrVII', 859260, 859473)",-,NM_001181312.1,21.827,6.907755278982137,11.512925464970229,0.6142857142857108,0.6112857142857121,0.5089999999999958,0,0.0,0.0,0.0,22.586,11.512925464970229,11.512925464970229,0.5974285714285671,0.606428571428568,0.5035714285714242,38,0,0.3380281690140845,20.0,0,0,0.5714285714285714,0.8571428571428571,0.5714285714285714,0.0,30.585,0.078,0.164319248826291,0.0,0.0,25.203,0.16713615023474176,213,20.0,0.0,0.0,31,0.3098591549295774
"('chrVI', 203292, 203386)",-,NM_001180865.3,18.936,2.017406150760383,0.9467499393588636,0.4218571428571412,0.5834285714285692,0.5179999999999976,0,0.0,-4.3,0.0,15.457,2.2072749131897207,0.4170317444796297,0.4484285714285701,0.5434285714285683,0.5115714285714271,31,0,0.5212765957446809,28.0,0,0,0.2857142857142857,0.8571428571428571,0.5714285714285714,0.0,15.921,0.082,0.252127659574468,-4.3,0.0,12.191,0.21276595744680846,94,20.0,0.0,0.0,13,0.4361702127659574
"('chrVIII', 129528, 129647)",+,NM_001179142.1,11.878,11.512925464970229,11.512925464970229,0.539571428571425,0.1648571428571419,0.4294285714285731,0,-3.5,-4.174418604651162,0.0,14.277,11.512925464970229,11.512925464970229,0.483857142857142,0.2117142857142839,0.4171428571428581,26,0,0.3865546218487395,10.0,0,0,0.5714285714285714,0.1428571428571428,0.4285714285714285,0.0,8.611,0.013,0.2361344537815126,-4.298571428571427,0.0,8.375,0.22689075630252103,119,19.0,-3.5,0.0,27,0.4033613445378151
"('chrXIV', 501156, 501502)",+,,21.808,6.907755278982137,11.512925464970229,0.5172857142857109,0.5912857142857135,0.4858571428571414,0,0.0,-10.457142857142856,0.0,21.32,6.214608098422191,11.512925464970229,0.5391428571428526,0.6445714285714239,0.4145714285714293,93,0,0.338150289017341,23.0,0,0,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.0,22.826,0.638,0.1939306358381503,-9.459999999999999,0.0,19.43,0.176878612716763,346,23.0,0.0,0.0,88,0.291907514450867
"('chrII', 426516, 426873)",-,NM_001178438.4,18.647,11.512925464970229,11.512925464970229,0.1251428571428571,0.5778571428571425,0.5634285714285682,0,0.0,0.0,0.0,18.147,11.512925464970229,11.512925464970229,0.1908571428571428,0.595285714285712,0.5395714285714251,102,0,0.3277310924369748,21.0,0,0,0.0,0.4285714285714285,0.5714285714285714,0.0,19.082,0.66,0.1943977591036414,0.0,0.0,16.732,0.19579831932773112,357,19.0,0.0,0.0,103,0.299719887955182
"('chrX', 172432, 172752)",-,,15.028,11.512925464970229,6.907755278982137,0.3991428571428578,0.0851428571428572,0.4594285714285689,0,0.0,-9.175000000000002,0.0,16.309,11.512925464970229,5.298317366548036,0.3028571428571429,0.0822857142857143,0.4415714285714247,90,1,0.296875,8.0,0,0,0.7142857142857143,0.0,0.2857142857142857,0.0,20.32,1.045,0.18375,-9.500000000000002,0.0,17.222,0.17687499999999998,320,10.0,0.0,0.0,83,0.2875
"('chrV', 148194, 148282)",+,NM_001178818.1,33.167,6.907755278982137,11.512925464970229,0.1964285714285702,0.5071428571428576,0.5717142857142817,0,0.0,0.0,0.0,30.194,5.115995809754082,11.512925464970229,0.2174285714285696,0.3735714285714279,0.5444285714285674,26,0,0.5113636363636364,28.0,0,0,0.2857142857142857,0.4285714285714285,0.5714285714285714,0.0,21.156,0.012,0.3579545454545455,0.0,0.0,19.101,0.3522727272727273,88,28.0,0.0,0.0,21,0.5113636363636364
"('chrIV', 1266769, 1266861)",-,NM_001180705.1,24.836,11.512925464970229,11.512925464970229,0.4012857142857133,0.3945714285714276,0.7041428571428474,0,0.0,0.0,0.0,24.368,11.512925464970229,11.512925464970229,0.3577142857142847,0.3514285714285705,0.7058571428571331,29,1,0.4891304347826087,26.0,0,0,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.0,12.718,0.872,0.3913043478260869,-2.3000000000000003,0.0,12.483,0.3760869565217391,92,24.0,0.0,0.0,29,0.4021739130434782
"('chrII', 142749, 142846)",-,NM_001178280.1,32.921,11.512925464970229,11.512925464970229,0.5958571428571411,0.5188571428571463,0.572285714285708,0,0.0,0.0,0.0,34.465,11.512925464970229,11.512925464970229,0.5774285714285685,0.600142857142857,0.572428571428565,20,0,0.5876288659793815,31.0,0,0,0.4285714285714285,0.4285714285714285,0.5714285714285714,0.0,15.695,0.003,0.3814432989690721,0.0,0.0,15.62,0.37938144329896906,97,37.0,0.0,0.0,22,0.5567010309278351
"('chrX', 365784, 365902)",+,,30.319,11.512925464970229,1.5558971455060706,0.0279999999999999,0.470285714285716,0.4635714285714278,0,0.0,0.0,-4.5,28.824,11.512925464970229,2.2164073967529934,0.0717142857142856,0.4685714285714305,0.5365714285714271,21,0,0.6610169491525424,43.0,0,0,0.0,0.4285714285714285,0.2857142857142857,0.0,13.023,0.075,0.3101694915254237,0.0,-4.5,12.467,0.31525423728813556,118,25.0,0.0,0.0,13,0.5677966101694916
"('chrXIII', 517563, 517885)",+,NM_001182626.1,13.65,0.1554849028403949,3.611918412977808,0.2804285714285685,0.0662857142857142,0.768285714285716,0,0.0,0.0,-3.5,14.152,0.2119563619236453,4.074541934925921,0.2918571428571403,0.0802857142857143,0.7828571428571438,82,1,0.3198757763975155,11.0,-1,0,0.2857142857142857,0.0,0.8571428571428571,0.0,24.992,0.674,0.2043478260869565,0.0,-3.5,22.874,0.20807453416149063,322,11.0,0.0,0.0,79,0.3260869565217391
"('chrIII', 293939, 293993)",+,NM_001178804.1,21.528,11.512925464970229,11.512925464970229,0.0182857142857142,0.6791428571428513,0.8382857142857165,0,0.0,0.0,0.0,20.683,11.512925464970229,11.512925464970229,0.0491428571428571,0.6618571428571376,0.8400000000000026,13,0,0.6666666666666666,22.0,0,0,0.0,0.7142857142857143,0.8571428571428571,0.0,12.417,0.0,0.3722222222222221,0.0,0.0,12.307,0.3703703703703703,54,22.0,0.0,0.0,13,0.6666666666666666
"('chrXIII', 337817, 337903)",+,NM_001182530.1,24.786,3.688879454113936,3.146555163288575,0.1211428571428573,0.1217142857142857,0.510142857142854,0,0.0,-3.2999999999999994,0.0,22.247,5.521460917862246,2.2256240518579173,0.164142857142857,0.2528571428571416,0.5194285714285686,13,0,0.4302325581395348,28.0,0,0,0.0,0.0,0.5714285714285714,0.0,14.717,0.11,0.2813953488372093,-3.3,0.0,13.228,0.2755813953488372,86,25.0,0.0,0.0,14,0.4302325581395348
"('chrII', 110420, 110505)",-,NM_001184440.1,33.109,11.512925464970229,11.512925464970229,0.0181428571428571,0.2532857142857116,0.6978571428571374,0,0.0,0.0,0.0,33.985,11.512925464970229,11.512925464970229,0.0348571428571428,0.2441428571428543,0.6807142857142802,14,0,0.5882352941176471,36.0,0,0,0.0,0.0,0.7142857142857143,0.0,10.499,0.004,0.4094117647058823,0.0,0.0,9.234,0.36235294117647066,85,31.0,0.0,0.0,19,0.5882352941176471
"('chrII', 186352, 186427)",-,NM_001178258.1,19.124,11.512925464970229,6.907755278982137,0.352428571428572,0.2115714285714285,0.942285714285716,0,0.0,0.0,0.0,17.728,11.512925464970229,4.961845129926823,0.3397142857142863,0.1851428571428567,0.9551428571428586,18,0,0.6,26.0,0,0,0.0,0.0,1.0,0.0,16.668,0.059,0.3786666666666667,0.0,0.0,15.021,0.35733333333333334,75,26.0,0.0,0.0,18,0.6
"('chrXIII', 721198, 721345)",-,NM_001182732.1,3.576,0.0523464803722092,0.4140014391304507,0.896285714285717,0.5502857142857092,0.8904285714285741,0,-11.8,-11.678787878787878,-0.8,4.578,0.059750004405774,0.4170317444796297,0.8418571428571473,0.5291428571428527,0.8274285714285761,39,0,0.54421768707483,2.0,-1,-1,1.0,0.5714285714285714,1.0,0.0,23.658,0.016,0.3408163265306122,-11.66,-0.8000000000000002,18.915,0.35374149659863946,147,4.0,-11.8,0.0,32,0.54421768707483
"('chrXIII', 854816, 854898)",+,NM_001182800.1,8.411,6.907755278982137,0.9314043696842031,0.5388571428571415,0.3082857142857145,0.4441428571428577,0,0.0,-3.1,0.0,10.596,11.512925464970229,0.5691612007789542,0.4067142857142857,0.4134285714285701,0.4772857142857138,18,0,0.524390243902439,4.0,0,0,0.7142857142857143,0.0,0.4285714285714285,0.0,13.498,0.053,0.2353658536585365,0.0,0.0,9.022,0.24999999999999994,82,6.0,0.0,0.0,11,0.524390243902439
"('chrXIV', 350957, 351053)",+,NM_001182985.1,41.197,11.512925464970229,11.512925464970229,0.0054285714285714,0.0021428571428571,0.8222857142857162,0,0.0,0.0,0.0,40.91,11.512925464970229,11.512925464970229,0.0118571428571428,0.0059999999999999,0.8131428571428585,19,0,0.5416666666666666,41.0,0,0,0.0,0.0,0.8571428571428571,0.0,15.033,0.001,0.4291666666666666,0.0,0.0,14.78,0.4354166666666667,96,41.0,0.0,0.0,19,0.5416666666666666
"('chrVIII', 354864, 354955)",+,NM_001179253.1,23.971,11.512925464970229,11.512925464970229,0.418428571428573,0.7039999999999919,0.4904285714285691,0,0.0,0.0,0.0,22.052,11.512925464970229,11.512925464970229,0.4161428571428591,0.7018571428571345,0.4201428571428537,27,1,0.4945054945054945,22.0,0,0,0.4285714285714285,0.7142857142857143,0.2857142857142857,0.0,14.001,0.787,0.3879120879120878,0.0,0.0,13.058,0.3978021978021978,91,22.0,0.0,0.0,26,0.4945054945054945
"('chrVII', 62131, 62189)",+,NM_001181098.1,8.754,0.1427163022015952,11.512925464970229,0.5108571428571422,0.4045714285714295,0.4645714285714303,0,0.0,0.0,0.0,9.209,0.0779615414697118,11.512925464970229,0.4638571428571429,0.5931428571428558,0.5879999999999987,13,0,0.6896551724137931,1.0,-1,0,1.0,0.0,0.5714285714285714,0.0,10.583,0.007,0.3086206896551724,0.0,0.0,9.373,0.3017241379310345,58,9.0,0.0,0.0,9,0.6551724137931034
"('chrXIII', 236591, 236953)",+,NM_001182375.1,82.092,11.512925464970229,11.512925464970229,0.5474285714285737,0.1287142857142862,0.5435714285714264,0,0.0,0.0,-8.128888888888898,73.808,11.512925464970229,11.512925464970229,0.568571428571431,0.1422857142857144,0.5219999999999999,98,1,0.4060773480662983,82.0,0,0,0.4285714285714285,0.0,0.8571428571428571,-7.7,22.623,0.826,0.2596685082872928,0.0,-7.951111111111115,19.497,0.2417127071823205,362,68.0,0.0,-11.6,99,0.3922651933701657
"('chrXVI', 729385, 729481)",-,NM_001184195.1,31.86,11.512925464970229,3.4420193761824103,0.0687142857142857,0.3515714285714296,0.2602857142857128,0,0.0,0.0,-2.2,29.269,5.809142990314028,2.538307426515116,0.0438571428571428,0.5059999999999995,0.3118571428571416,8,0,0.7708333333333334,37.0,0,0,0.0,0.0,0.0,0.0,11.589,0.192,0.378125,0.0,0.0,9.23,0.3,96,37.0,0.0,0.0,8,0.7708333333333334
"('chrXIV', 622944, 623286)",+,NM_001182843.1,24.681,4.509860006183766,1.2982834837971773,0.1098571428571429,0.4432857142857134,0.6731428571428515,0,0.0,0.0,0.0,22.854,5.298317366548036,0.1851254841266889,0.1749999999999998,0.5328571428571383,0.7221428571428496,103,0,0.3011695906432748,36.0,0,0,0.0,0.7142857142857143,0.7142857142857143,0.0,19.073,0.392,0.1602339181286549,0.0,0.0,17.317,0.15146198830409355,342,11.0,0.0,0.0,96,0.3011695906432748
"('chrII', 462209, 462289)",+,NM_001184520.1,22.872,11.512925464970229,2.5902671654458267,0.5098571428571412,0.6215714285714259,0.5649999999999946,0,0.0,0.0,0.0,22.381,6.907755278982137,1.924148657273801,0.3199999999999996,0.5867142857142849,0.5555714285714242,23,0,0.4625,23.0,0,0,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.0,20.527,0.002,0.4125,0.0,0.0,18.307,0.3925,80,24.0,0.0,0.0,17,0.45
"('chrVII', 346808, 346893)",-,NM_001180952.1,27.373,11.512925464970229,11.512925464970229,0.3617142857142856,0.8464285714285773,0.7941428571428548,0,0.0,0.0,0.0,24.349,11.512925464970229,11.512925464970229,0.5085714285714249,0.8508571428571492,0.7947142857142838,24,0,0.5647058823529412,24.0,0,0,0.5714285714285714,0.8571428571428571,0.8571428571428571,0.0,17.386,0.09,0.3729411764705882,0.0,0.0,16.899,0.3658823529411765,85,24.0,0.0,0.0,24,0.5647058823529412
"('chrIV', 458017, 458097)",-,NM_001180313.1,31.111,11.512925464970229,6.907755278982137,0.0202857142857142,0.0118571428571428,0.3699999999999985,0,0.0,0.0,0.0,30.866,11.512925464970229,5.298317366548036,0.0087142857142857,0.0142857142857142,0.3618571428571423,12,0,0.55,31.0,0,0,0.0,0.0,0.5714285714285714,0.0,8.371,0.004,0.4662499999999999,0.0,0.0,8.196,0.44874999999999987,80,31.0,0.0,0.0,12,0.55
"('chrIX', 47698, 47760)",+,NM_001184521.1,25.239,11.512925464970229,11.512925464970229,0.7137142857142759,0.551714285714282,0.1975714285714281,0,0.0,0.0,0.0,24.248,11.512925464970229,11.512925464970229,0.713857142857133,0.505142857142854,0.2347142857142846,9,0,0.6129032258064516,25.0,0,0,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.0,7.885,0.0,0.2629032258064516,0.0,0.0,7.095,0.2790322580645161,62,25.0,0.0,0.0,8,0.6129032258064516
"('chrXIII', 140090, 140183)",-,NM_001182426.1,18.683,5.809142990314028,11.512925464970229,0.8445714285714333,0.0572857142857142,0.4614285714285704,0,0.0,-3.2,0.0,17.435,11.512925464970229,11.512925464970229,0.843285714285719,0.1147142857142863,0.4714285714285698,12,0,0.4731182795698925,13.0,0,0,0.8571428571428571,0.0,0.5714285714285714,0.0,12.173,0.002,0.2903225806451613,0.0,0.0,11.635,0.2763440860215053,93,13.0,0.0,0.0,12,0.4731182795698925
"('chrXI', 437837, 437905)",+,NM_001179568.1,12.516,3.729701448634192,1.5186835491656363,0.6252857142857124,0.321142857142857,0.7977142857142834,0,0.0,0.0,-0.8000000000000003,9.18,3.649658740960655,0.6558513958162484,0.6228571428571411,0.434142857142859,0.707428571428569,15,0,0.4264705882352941,3.0,0,-1,0.8571428571428571,0.7142857142857143,0.7142857142857143,-0.8,16.625,0.019,0.3397058823529412,0.0,-0.7999999999999998,11.146,0.31764705882352945,68,5.0,0.0,-0.8,7,0.4558823529411764
"('chrVIII', 251155, 251248)",+,NM_001179206.1,12.174,11.512925464970229,11.512925464970229,0.6952857142857125,0.2031428571428571,0.4345714285714289,0,0.0,-3.899999999999999,0.0,11.597,11.512925464970229,11.512925464970229,0.6754285714285676,0.1462857142857142,0.4155714285714274,26,0,0.5591397849462365,7.0,0,0,0.8571428571428571,0.0,0.5714285714285714,0.0,19.352,0.015,0.3161290322580645,-3.4416666666666664,0.0,16.729,0.2946236559139785,93,7.0,0.0,0.0,19,0.5806451612903226
"('chrXII', 327258, 327399)",-,NM_001181980.1,24.592,6.214608098422191,11.512925464970229,0.5254285714285668,0.0428571428571428,0.2854285714285688,0,0.0,-3.1,0.0,24.075,6.214608098422191,11.512925464970229,0.4594285714285684,0.1042857142857141,0.2879999999999969,30,0,0.5815602836879432,25.0,0,0,0.5714285714285714,0.0,0.2857142857142857,0.0,13.917,0.227,0.3042553191489362,-3.562000000000001,0.0,12.615,0.2695035460992908,141,17.0,-4.3,0.0,35,0.4042553191489361
"('chrXVI', 582558, 582701)",-,NM_001184689.1,12.845,5.521460917862246,11.512925464970229,0.7574285714285673,0.7417142857142864,0.4282857142857158,0,0.0,-10.847619047619048,0.0,12.231,4.605170185988091,11.512925464970229,0.7001428571428542,0.6217142857142848,0.4852857142857146,41,0,0.4615384615384615,11.0,0,0,1.0,0.8571428571428571,0.4285714285714285,0.0,18.75,0.056,0.2538461538461538,-10.955,0.0,17.517,0.23706293706293707,143,11.0,0.0,0.0,46,0.4615384615384615
"('chrX', 50268, 50411)",-,NM_001181639.1,46.323,11.512925464970229,11.512925464970229,0.0328571428571428,0.4002857142857153,0.3382857142857123,0,0.0,0.0,-12.54199999999998,45.91,11.512925464970229,11.512925464970229,0.0265714285714285,0.4065714285714297,0.3235714285714259,20,0,0.4825174825174825,47.0,0,0,0.0,0.4285714285714285,0.2857142857142857,-12.8,19.792,0.011,0.2608391608391608,0.0,-12.603999999999978,19.356,0.2671328671328671,143,47.0,0.0,-12.8,20,0.4825174825174825
"('chrX', 396493, 396570)",-,NM_001181458.3,15.52,0.4684049078820385,0.0294288106908121,0.2767142857142834,0.5601428571428524,0.3801428571428548,0,0.0,0.0,-7.553333333333332,14.54,0.6033064765601558,0.0100503358535014,0.2511428571428542,0.5412857142857112,0.4692857142857145,12,0,0.5974025974025974,11.0,-1,-1,0.4285714285714285,0.5714285714285714,0.2857142857142857,-7.5,11.525,0.001,0.2883116883116882,0.0,-7.540816326530612,10.141,0.2792207792207792,77,4.0,0.0,-7.5,12,0.5064935064935064
"('chrXI', 430455, 430596)",-,NM_001180028.3,39.63,11.512925464970229,11.512925464970229,0.1460000000000003,0.6958571428571424,0.1437142857142856,0,-7.0,-7.005797101449275,-6.793548387096768,38.068,11.512925464970229,6.214608098422191,0.1274285714285717,0.7089999999999992,0.1895714285714278,37,1,0.4397163120567376,39.0,0,0,0.0,0.8571428571428571,0.4285714285714285,-6.9,16.327,0.622,0.2553191489361702,-7.0447058823529405,-6.794444444444438,15.088,0.23404255319148942,141,39.0,-7.0,-6.9,39,0.4397163120567376
"('chrXVI', 305306, 305411)",+,NM_001183943.1,16.02,11.512925464970229,11.512925464970229,0.9422857142857152,0.0067142857142857,0.6075714285714268,0,0.0,0.0,-0.4,17.557,11.512925464970229,11.512925464970229,0.9285714285714292,0.0108571428571428,0.5361428571428595,18,0,0.4666666666666667,14.0,0,0,1.0,0.0,0.7142857142857143,0.0,14.286,0.027,0.2723809523809523,0.0,0.0,11.579,0.24666666666666667,105,14.0,0.0,0.0,14,0.4666666666666667
"('chrXIV', 48293, 48401)",+,NM_001183150.1,20.53,1.579879110192556,1.1026203100656484,0.3331428571428568,0.4294285714285711,0.4347142857142851,0,-10.0,-9.956,0.0,22.013,2.2926347621408776,1.3356012468043723,0.2532857142857118,0.4818571428571406,0.3982857142857124,33,0,0.4722222222222222,16.0,-1,-1,0.4285714285714285,0.5714285714285714,0.7142857142857143,0.0,16.612,0.191,0.2759259259259259,-9.709411764705886,0.0,13.727,0.2694444444444445,108,16.0,-10.0,0.0,23,0.4722222222222222
"('chrIX', 348363, 348494)",-,NM_001179354.3,14.652,6.907755278982137,3.649658740960655,0.4629999999999971,0.2110000000000004,0.7117142857142799,0,-5.5,-4.847368421052632,0.0,15.919,11.512925464970229,4.605170185988091,0.4345714285714283,0.1745714285714289,0.6938571428571385,30,1,0.3969465648854962,6.0,0,0,0.8571428571428571,0.0,0.7142857142857143,0.0,13.01,0.375,0.2580152671755725,-5.095000000000001,0.0,12.84,0.26564885496183205,131,15.0,0.0,0.0,35,0.4503816793893129
"('chrVII', 150183, 150525)",-,,34.009,5.521460917862246,11.512925464970229,0.3275714285714282,0.3808571428571459,0.7591428571428577,0,0.0,0.0,0.0,31.98,4.509860006183766,6.907755278982137,0.308428571428571,0.3994285714285739,0.7932857142857147,80,1,0.4649122807017544,34.0,0,0,0.0,0.4285714285714285,0.8571428571428571,0.0,18.197,0.519,0.1891812865497076,-8.2,0.0,16.543,0.1932748538011696,342,34.0,0.0,0.0,78,0.4649122807017544
"('chrXIII', 225239, 225338)",-,NM_001182383.1,8.133,0.0768810443359576,11.512925464970229,0.4218571428571437,0.0628571428571428,0.5574285714285704,0,0.0,-1.5562500000000004,0.0,13.092,0.2731219211204512,11.512925464970229,0.3838571428571425,0.2238571428571427,0.4254285714285724,24,0,0.6464646464646465,6.0,-1,0,0.4285714285714285,0.0,0.5714285714285714,0.0,19.517,0.248,0.3252525252525252,-1.2000000000000002,0.0,11.714,0.27474747474747474,99,6.0,0.0,0.0,24,0.6464646464646465
"('chrXI', 447706, 447810)",-,NM_001179794.3,13.09,4.710530701645918,1.6607312068216509,0.3400000000000009,0.1377142857142858,0.6209999999999984,0,0.0,-2.9,0.0,13.789,3.2968373663379125,1.1116975282167652,0.3565714285714293,0.1921428571428574,0.5265714285714277,24,1,0.4711538461538461,6.0,0,0,0.7142857142857143,0.0,0.7142857142857143,0.0,13.478,0.408,0.2413461538461538,-2.9833333333333325,0.0,10.64,0.26153846153846155,104,21.0,0.0,0.0,11,0.4519230769230769
"('chrXIV', 557610, 557684)",+,NM_001182877.1,20.011,4.710530701645918,11.512925464970229,0.0464285714285714,0.3895714285714298,0.8205714285714307,0,0.0,0.0,0.0,18.789,4.074541934925921,11.512925464970229,0.0695714285714286,0.3638571428571434,0.8092857142857174,20,0,0.6081081081081081,22.0,0,0,0.0,0.5714285714285714,0.8571428571428571,0.0,16.423,0.013,0.3945945945945946,0.0,0.0,14.847,0.31216216216216214,74,22.0,0.0,0.0,17,0.6081081081081081
"('chrIV', 1212877, 1212978)",+,NM_001180675.1,21.006,11.512925464970229,4.074541934925921,0.5494285714285668,0.0157142857142857,0.6865714285714272,0,0.0,0.0,0.0,20.895,11.512925464970229,3.506557897319982,0.5487142857142815,0.0358571428571428,0.5465714285714249,11,0,0.4059405940594059,21.0,0,0,0.5714285714285714,0.0,0.8571428571428571,0.0,11.157,0.014,0.2336633663366337,0.0,0.0,10.966,0.22574257425742578,101,21.0,0.0,0.0,11,0.4059405940594059
"('chrXVI', 492918, 493020)",-,NM_001183845.1,33.05,11.512925464970229,6.214608098422191,0.5277142857142811,0.7105714285714188,0.454285714285714,0,0.0,0.0,-2.9600000000000004,29.425,11.512925464970229,5.809142990314028,0.5481428571428525,0.7101428571428474,0.49,28,1,0.5098039215686274,26.0,0,0,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.0,11.359,0.479,0.2607843137254902,0.0,-3.0000000000000004,10.269,0.2450980392156863,102,26.0,0.0,0.0,27,0.5098039215686274
"('chrXIV', 185491, 185586)",+,NM_001183084.1,25.468,11.512925464970229,6.214608098422191,0.5168571428571416,0.3781428571428565,0.4087142857142848,0,0.0,0.0,0.0,22.078,11.512925464970229,4.509860006183766,0.4248571428571457,0.3215714285714257,0.5125714285714259,27,1,0.431578947368421,28.0,0,0,0.5714285714285714,0.4285714285714285,0.2857142857142857,0.0,14.289,0.675,0.3821052631578947,0.0,-3.4,9.654,0.3126315789473684,95,23.0,0.0,0.0,22,0.5052631578947369
"('chrXII', 694382, 694472)",+,NM_001182162.1,30.111,11.512925464970229,6.214608098422191,0.5744285714285695,0.4797142857142831,0.1221428571428575,0,0.0,0.0,0.0,26.529,11.512925464970229,4.268697949366879,0.6072857142857129,0.3715714285714276,0.1534285714285715,15,0,0.5111111111111111,10.0,0,0,0.7142857142857143,0.0,0.5714285714285714,0.0,19.786,0.007,0.2855555555555555,0.0,0.0,16.199,0.28222222222222215,90,10.0,0.0,0.0,15,0.5111111111111111
"('chrXIII', 82290, 82373)",+,NM_001182453.1,20.816,11.512925464970229,5.298317366548036,0.4764285714285686,0.5217142857142824,0.4155714285714282,0,0.0,0.0,0.0,19.431,11.512925464970229,4.710530701645918,0.4877142857142828,0.5071428571428546,0.3731428571428573,16,0,0.5060240963855421,21.0,0,0,0.5714285714285714,0.5714285714285714,0.4285714285714285,0.0,7.033,0.197,0.2891566265060241,0.0,0.0,7.327,0.2819277108433735,83,19.0,0.0,0.0,19,0.4819277108433735
"('chrII', 679942, 680039)",-,NM_001178578.1,32.167,11.512925464970229,2.8302178350764176,0.0791428571428572,0.1767142857142846,0.6109999999999967,0,0.0,0.0,-7.5,26.645,11.512925464970229,2.900422093749666,0.1614285714285713,0.1315714285714284,0.6484285714285659,9,0,0.5670103092783505,39.0,0,0,0.0,0.1428571428571428,0.5714285714285714,0.0,9.116,0.038,0.2814432989690721,0.0,-7.6,8.197,0.2845360824742268,97,18.0,0.0,0.0,7,0.5154639175257731
"('chrVIII', 189749, 189850)",-,NM_001179171.1,31.088,11.512925464970229,11.512925464970229,0.7651428571428575,0.4084285714285728,0.2108571428571415,0,0.0,0.0,0.0,30.647,11.512925464970229,11.512925464970229,0.6484285714285696,0.4325714285714293,0.2012857142857131,24,0,0.594059405940594,32.0,0,0,0.8571428571428571,0.4285714285714285,0.2857142857142857,0.0,15.566,0.02,0.4653465346534654,-0.1,0.0,14.168,0.4475247524752475,101,32.0,0.0,0.0,24,0.594059405940594
"('chrII', 110879, 110948)",+,NM_001178299.1,16.834,3.4112477175156566,11.512925464970229,0.3622857142857153,0.1585714285714285,0.2488571428571421,0,0.0,0.0,0.0,16.269,3.963316299815697,11.512925464970229,0.3547142857142873,0.1697142857142853,0.163142857142857,6,0,0.5652173913043478,24.0,0,0,0.1428571428571428,0.0,0.7142857142857143,0.0,8.022,0.323,0.3521739130434783,0.0,0.0,6.828,0.28550724637681163,69,6.0,0.0,0.0,10,0.5652173913043478
"('chrXVI', 833693, 833827)",+,NM_001184250.1,28.952,11.512925464970229,11.512925464970229,0.8148571428571422,0.0019999999999999,0.1281428571428559,0,0.0,-3.7615384615384633,0.0,25.345,11.512925464970229,11.512925464970229,0.7887142857142829,0.0008571428571428,0.1289999999999987,38,0,0.4402985074626865,30.0,0,0,0.8571428571428571,0.0,0.1428571428571428,0.0,13.671,0.31,0.2970149253731343,-4.066666666666666,0.0,12.346,0.26417910447761195,134,30.0,0.0,0.0,34,0.5223880597014925
"('chrVIII', 255637, 255750)",-,NM_001179207.1,14.971,0.3886079910417414,4.3428059215206005,0.4034285714285706,0.6649999999999935,0.5478571428571425,0,0.0,0.0,-6.178494623655912,18.864,0.8722738464573808,4.8283137373023015,0.501285714285714,0.6659999999999937,0.3645714285714282,31,0,0.415929203539823,10.0,-1,0,0.2857142857142857,0.7142857142857143,0.7142857142857143,-6.2,22.177,0.029,0.2460176991150441,-0.6,-6.177551020408164,16.408,0.27876106194690264,113,10.0,0.0,-6.2,15,0.4778761061946903
"('chrVI', 63859, 63973)",-,NM_001179931.1,18.877,11.512925464970229,0.8989420935395421,0.3741428571428574,0.2898571428571413,0.4589999999999971,0,0.0,0.0,-9.439189189189191,17.443,11.512925464970229,0.7298111649315367,0.3737142857142864,0.3221428571428557,0.3712857142857104,14,1,0.3947368421052631,26.0,0,-1,0.0,0.4285714285714285,0.2857142857142857,-8.9,12.247,0.27,0.2649122807017543,0.0,-9.308421052631578,10.05,0.23684210526315788,114,26.0,0.0,-8.9,14,0.3947368421052631
